TaskID,StartTime,taskExecutionTime,TaskFileSize,TaskOutputFileSize,TaskFileLength,UserLatitude,UserLongitude,taskStatus
364,59.37690265,0.433628319,43,11,49,34.65828862,4.143143625,Trusted Data
365,59.81053097,0.115044248,32,14,13,-33.51051827,153.959474,xss
366,59.92557522,0.778761062,26,15,88,4.87764186,62.74891074,Trusted Data
367,55.68754098,0.442622951,88,13,54,59.05289957,-99.81268439,ransomware
368,57.735,0.475,97,10,57,75.45369759,38.48604874,Trusted Data
369,58.21,0.45,80,20,54,43.26413639,66.26516157,ransomware
370,56.13016393,0.409836066,63,18,50,19.63658695,-123.5570896,dos
371,60.70433628,0.407079646,21,17,46,-32.59224206,179.6861061,Trusted Data
372,58.66,0.516666667,37,12,62,16.11701919,94.03349842,Trusted Data
373,56.54,0.270491803,21,12,33,-80.42905309,11.81142402,Trusted Data
374,61.11141593,0.637168142,94,13,72,58.26214985,3.777961159,scanning
375,56.8104918,0.286885246,97,17,35,-63.72630358,-64.7415781,injection
376,57.09737705,0.336065574,20,19,41,24.68544179,171.3046281,xss
377,61.74858407,0.619469027,33,17,70,-16.10928276,-43.59906654,password
378,59.17666667,0.533333333,22,15,64,25.32264111,158.3856401,Trusted Data
379,57.43344262,0.459016393,77,19,56,35.52079393,-128.1142077,xss
380,57.89245902,0.754098361,73,18,92,-65.02963518,149.2745677,Trusted Data
381,62.3680531,0.132743363,40,10,15,-31.21679601,80.63044662,Trusted Data
382,62.50079646,0.82300885,72,11,93,-1.883143364,54.0242199,password
383,59.71,0.716666667,54,12,86,67.64296129,105.6286988,scanning
384,60.42666667,0.341666667,71,16,41,61.99886481,61.36723013,Trusted Data
385,58.64655738,0.204918033,68,13,25,-38.74155662,38.02454925,password
386,60.76833333,0.241666667,47,15,29,43.76358558,22.00681935,dos
387,63.32380531,0.380530973,94,17,43,50.62450783,-7.427185595,Trusted Data
388,58.85147541,0.68852459,88,16,84,18.29749513,116.2487118,Trusted Data
389,61.01,0.35,23,17,42,53.6012821,118.1542991,xss
390,63.70433628,0.85840708,52,14,97,3.170365013,-94.24805704,Trusted Data
391,59.54,0.11,82,20,11,13.92569296,-26.99182927,Trusted Data
392,59.65,0.713114754,34,12,87,-28.58851659,14.78600032,Trusted Data
393,64.56274336,0.336283186,74,17,38,1.148020132,-124.8364143,ddos
394,61.36,0.341666667,44,15,41,33.90162507,110.2636203,Trusted Data
395,64.89902655,0.451327434,35,11,51,-52.54803671,96.24029344,Trusted Data
396,60.36311475,0.270491803,11,20,33,-65.49277639,141.1696255,Trusted Data
397,61.70166667,0.283333333,58,20,34,34.2387313,-35.16989933,Trusted Data
398,61.985,0.55,98,14,66,66.30114437,-152.9586941,Trusted Data
399,65.35035398,0.336283186,50,13,38,50.28667428,-106.7446584,Trusted Data
400,62.535,0.308333333,21,10,37,61.39634995,119.7760509,backdoor
401,62.84333333,0.141666667,50,13,17,36.30108624,93.36956746,password
402,60.63360656,0.62295082,66,17,76,-26.00011545,-71.63906573,Trusted Data
403,65.68663717,0.592920354,63,17,67,13.30990373,58.16535516,Trusted Data
404,62.985,0.11,100,15,13,34.69428384,26.10713991,Trusted Data
405,66.27955752,0.646017699,39,10,73,-31.18460434,-16.27213034,Trusted Data
406,61.25655738,0.393442623,59,16,48,-17.92536441,104.659512,Trusted Data
407,61.65,0.590163934,27,12,72,15.37317697,-151.0128313,password
408,66.92557522,0.566371681,69,17,64,-50.52717958,-69.29011209,Trusted Data
409,62.24016393,0.180327869,22,20,22,-87.11224192,93.02907807,Trusted Data
410,63.095,0.833333333,20,20,100,87.37187202,136.7278567,Trusted Data
411,63.92833333,0.141666667,67,10,17,79.55596884,-66.96639449,scanning
412,62.4204918,0.696721311,41,11,85,-33.73668398,-165.6567353,backdoor
413,64.07,0.675,65,19,81,78.53743467,-35.86333408,Trusted Data
414,64.745,0.8,64,13,96,79.09822019,-146.2592678,Trusted Data
415,67.4919469,0.486725664,58,11,55,-69.08025409,-10.49336288,Trusted Data
416,65.545,0.791666667,92,11,95,80.89069812,97.76081092,scanning
417,63.11721311,0.737704918,70,15,90,-69.59382965,-104.1065305,Trusted Data
418,67.97867257,0.283185841,85,11,32,75.61741578,157.5220906,Trusted Data
419,68.26185841,0.876106195,22,14,99,28.11785054,-164.7710371,ransomware
420,63.85491803,0.31147541,94,12,38,-8.991581302,113.0202839,Trusted Data
421,64.16639344,0.385245902,81,19,47,-89.15123465,37.54142788,Trusted Data
422,66.33666667,0.766666667,58,17,92,74.54248837,124.9437595,Trusted Data
423,69.1379646,0.415929204,29,13,47,-83.05606722,-136.045422,Trusted Data
424,69.55389381,0.203539823,55,19,23,-61.52486952,-42.85407842,Trusted Data
425,67.10333333,0.766666667,79,18,92,84.64972581,155.2652071,Trusted Data
426,64.55163934,0.245901639,68,20,30,-15.05748547,-155.0328117,Trusted Data
427,69.75743363,0.495575221,95,15,56,62.28205786,-77.62427365,dos
428,67.87,0.658333333,37,18,79,53.12410511,55.53156642,Trusted Data
429,64.79754098,0.450819672,10,19,55,81.14987869,118.5422561,xss
430,70.25300885,0.849557522,60,15,96,23.31094568,17.64114527,Trusted Data
431,65.24836066,0.639344262,61,10,78,16.88909078,25.39652899,Trusted Data
432,68.52833333,0.466666667,34,18,56,84.79196334,-81.86643283,ddos
433,71.10256637,0.707964602,72,16,80,52.64245167,-25.83401905,ransomware
434,68.995,0.233333333,75,17,28,74.80399707,134.249348,password
435,65.88770492,0.803278689,38,11,98,-64.92716268,41.94435343,Trusted Data
436,69.22833333,0.716666667,90,20,86,89.4840305,113.3979042,Trusted Data
437,71.81053097,0.690265487,23,12,78,-13.80975509,-178.1585043,Trusted Data
438,66.69098361,0.237704918,71,11,29,-66.67799965,-95.32160651,Trusted Data
439,66.92868852,0.459016393,97,20,56,42.38026854,-78.94301004,xss
440,72.50079646,0.867256637,42,19,98,-20.32913056,-11.21584469,ddos
441,67.38770492,0.721311475,99,19,88,8.360752094,87.98205575,Trusted Data
442,73.3680531,0.884955752,52,17,100,5.115527496,-46.65759211,Trusted Data
443,69.945,0.11,63,17,12,53.50437411,132.1301781,Trusted Data
444,70.055,0.3,33,17,36,72.76258204,65.24485059,Trusted Data
445,68.10901639,0.778688525,35,10,95,-38.57909371,-48.93046275,Trusted Data
446,74.25300885,0.203539823,31,17,23,-2.56074479,-2.382603388,Trusted Data
447,68.88770492,0.262295082,34,13,32,-10.85584826,-55.2027376,password
448,69.15,0.37704918,100,18,46,-42.6722998,-49.55890729,xss
449,74.45654867,0.11,73,14,11,-81.70702283,-113.6544066,Trusted Data
450,74.56654867,0.814159292,57,10,92,-25.87422464,46.50149748,Trusted Data
451,70.355,0.266666667,68,10,32,49.83603681,42.78530606,scanning
452,70.62166667,0.258333333,89,12,31,-11.19329997,39.19833584,Trusted Data
453,69.52704918,0.442622951,34,19,54,12.68013606,-136.826117,xss
454,69.96967213,0.221311475,66,19,27,-52.2602209,75.38900641,Trusted Data
455,75.38070796,0.539823009,26,12,61,-27.03788785,-36.67831043,xss
456,70.19098361,0.573770492,37,19,70,-30.73093274,167.7822631,dos
457,70.7647541,0.327868852,59,19,40,-86.03972789,179.8467153,Trusted Data
458,75.92053097,0.504424779,61,11,57,-61.69894581,-151.2791704,Trusted Data
459,70.88,0.508333333,19,11,61,85.96386593,-42.4652232,Trusted Data
460,71.38833333,0.325,63,19,39,35.37399638,-42.80079998,Trusted Data
461,71.09262295,0.56557377,69,13,69,-68.42113905,-166.6310975,Trusted Data
462,71.71333333,0.525,44,19,63,49.57697041,145.6873523,Trusted Data
463,72.23833333,0.11,28,19,13,-20.54036198,95.12969542,xss
464,72.34833333,0.483333333,22,19,58,4.529781751,84.31704705,ddos
465,76.42495575,0.247787611,14,12,28,-40.03694424,158.5198036,dos
466,72.83166667,0.783333333,31,20,94,37.36722122,-2.078343001,Trusted Data
467,76.67274336,0.867256637,25,17,98,47.61581624,-117.9930812,Trusted Data
468,71.65819672,0.139344262,12,13,17,-26.39423181,175.9801551,Trusted Data
469,71.79754098,0.56557377,14,17,69,-21.8849518,92.49766951,Trusted Data
470,77.54,0.752212389,14,20,85,-41.19656453,12.86676887,Trusted Data
471,73.615,0.4,100,20,48,76.16242688,21.50761113,dos
472,74.015,0.808333333,18,19,97,3.088141828,71.74537864,Trusted Data
473,74.82333333,0.333333333,25,16,40,46.23958963,100.7440908,injection
474,72.36311475,0.163934426,96,16,20,25.48161278,-101.2323642,dos
475,72.52704918,0.155737705,35,13,19,-82.88721132,-40.23595824,Trusted Data
476,72.68278689,0.18852459,19,16,23,-83.1773579,-85.3257507,ransomware
477,78.29221239,0.654867257,35,13,74,48.9976838,-76.25207751,ddos
478,72.87131148,0.37704918,60,14,46,-47.18562011,-175.9952872,Trusted Data
479,73.24836066,0.483606557,82,14,59,9.486378323,150.5857775,Trusted Data
480,75.15666667,0.525,96,18,63,39.79908412,-140.7602457,Trusted Data
481,78.94707965,0.123893805,12,10,14,-39.09130026,28.66362343,injection
482,79.07097345,0.469026549,45,13,53,-15.50854211,18.03397181,injection
483,75.68166667,0.383333333,51,13,46,80.8201972,141.9770885,scanning
484,73.73196721,0.467213115,80,10,57,32.42318928,13.79155849,Trusted Data
485,79.54,0.814159292,23,15,92,-7.896852072,77.23828174,Trusted Data
486,76.065,0.533333333,82,16,64,76.91873103,60.98691907,Trusted Data
487,74.19918033,0.43442623,81,10,53,-66.08677941,139.2766483,type
488,74.63360656,0.516393443,87,13,63,-80.45356291,54.04974952,password
489,76.59833333,0.11,99,14,13,42.98933013,100.6907081,ransomware
490,76.70833333,0.775,10,16,93,43.16916205,129.6175193,Trusted Data
491,80.35415929,0.796460177,98,18,90,11.31035257,-50.93287107,Trusted Data
492,75.15,0.295081967,85,19,36,-72.53822417,118.1506149,backdoor
493,75.44508197,0.237704918,32,11,29,-26.66866922,51.71609346,ddos
494,75.68278689,0.385245902,80,14,47,40.60054089,-135.0058083,Trusted Data
495,81.15061947,0.601769912,12,19,68,-14.86562455,-157.0435667,ransomware
496,77.48333333,0.683333333,16,10,82,35.17267569,7.80093665,Trusted Data
497,76.06803279,0.11,49,11,11,-4.6557099,-63.37872962,Trusted Data
498,78.16666667,0.758333333,60,18,91,86.55511039,-21.79055806,Trusted Data
499,76.17803279,0.196721311,100,18,24,-70.94382921,-125.6560834,xss
500,76.3747541,0.598360656,46,10,73,39.84495738,-161.8425058,scanning
501,81.75238938,0.876106195,17,16,99,-4.14218581,176.7889267,Trusted Data
502,76.97311475,0.180327869,64,13,22,-45.40160137,-100.9266298,Trusted Data
503,77.15344262,0.286885246,71,17,35,-38.45744534,147.0780994,backdoor
504,82.62849558,0.265486726,52,12,30,-73.74783945,87.65692618,Trusted Data
505,82.8939823,0.371681416,31,11,42,-0.658056294,-85.85959846,Trusted Data
506,78.925,0.11,76,14,13,60.32218978,-32.32751632,Trusted Data
507,77.44032787,0.131147541,78,18,16,-34.95421462,10.48193362,Trusted Data
508,79.035,0.816666667,78,14,98,38.33303181,60.5802801,Trusted Data
509,77.57147541,0.147540984,65,11,18,13.51335003,-167.0970232,Trusted Data
510,77.71901639,0.286885246,14,18,35,19.73504918,-104.8397678,injection
511,78.00590164,0.442622951,83,18,54,-69.83815097,105.0355722,backdoor
512,83.26566372,0.82300885,98,13,93,-21.11668248,-34.13515856,xss
513,78.44852459,0.12295082,65,20,15,-39.88923294,-167.2842918,Trusted Data
514,78.57147541,0.598360656,78,12,73,10.52106938,-29.4511827,Trusted Data
515,84.08867257,0.159292035,48,20,18,-48.29236126,169.2407222,Trusted Data
516,79.85166667,0.2,45,19,24,60.29739518,-22.07118443,ransomware
517,80.05166667,0.216666667,71,16,26,53.23706499,162.4165342,ransomware
518,80.26833333,0.466666667,84,18,56,77.9031678,-39.58409925,Trusted Data
519,84.2479646,0.159292035,52,16,18,-70.33317398,69.26183776,Trusted Data
520,80.735,0.55,46,14,66,69.79935392,-130.2308646,scanning
521,81.285,0.275,65,16,33,79.09810418,-155.3672889,Trusted Data
522,84.40725664,0.115044248,86,15,13,16.61883856,64.12694877,Trusted Data
523,84.52230088,0.628318584,43,20,71,52.96794658,-58.81272811,Trusted Data
524,79.16983607,0.385245902,13,17,47,3.118621904,172.4469132,Trusted Data
525,79.55508197,0.385245902,68,10,47,-87.11921929,-113.5055774,Trusted Data
526,81.56,0.15,98,10,18,35.61485872,139.9616204,scanning
527,85.15061947,0.592920354,89,20,67,30.94294375,-80.01572933,ransomware
528,79.94032787,0.549180328,87,20,67,-21.30467868,162.4890358,backdoor
529,85.74353982,0.548672566,62,17,62,-76.18090105,178.5548964,Trusted Data
530,80.4895082,0.639344262,70,16,78,-31.49076453,-96.87531221,password
531,86.29221239,0.778761062,49,16,88,18.88829248,-29.43811303,Trusted Data
532,81.12885246,0.778688525,73,11,95,-68.86313079,34.60218975,ddos
533,81.71,0.4,69,10,48,12.96242039,-145.4989331,injection
534,87.07097345,0.663716814,77,19,75,-57.79940859,-11.36282623,Trusted Data
535,82.11,0.433333333,59,15,52,20.94672599,-67.21653887,Trusted Data
536,82.54333333,0.733333333,28,11,88,61.17558919,36.51272647,Trusted Data
537,83.27666667,0.466666667,94,18,56,39.73048618,-130.4863534,Trusted Data
538,83.74333333,0.583333333,58,18,70,50.02089135,58.92428412,Trusted Data
539,81.90754098,0.11,51,14,11,2.784129831,-131.445368,Trusted Data
540,82.01754098,0.180327869,39,11,22,-12.92068072,41.17177644,Trusted Data
541,87.73469027,0.592920354,39,20,67,-47.74163471,-108.6384598,backdoor
542,82.19786885,0.704918033,88,14,86,32.38635788,-103.2306703,Trusted Data
543,84.32666667,0.666666667,14,10,80,43.72329194,93.61901911,dos
544,88.32761062,0.256637168,18,18,29,-85.27438886,-71.89273293,Trusted Data
545,84.99333333,0.175,64,10,21,59.93154488,174.7151064,password
546,88.58424779,0.123893805,86,13,14,-10.21942898,26.29197742,Trusted Data
547,82.90278689,0.237704918,94,13,29,-10.50844664,162.8392788,Trusted Data
548,88.70814159,0.433628319,29,19,49,53.48003849,-93.40001305,Trusted Data
549,85.16833333,0.458333333,65,16,55,80.41525053,-54.92369735,Trusted Data
550,83.1404918,0.786885246,51,19,96,13.16413985,-166.7988248,Trusted Data
551,89.14176991,0.283185841,95,13,32,-49.17540254,114.9324399,backdoor
552,89.42495575,0.752212389,88,20,85,-84.87085596,-57.85432529,Trusted Data
553,85.62666667,0.775,20,20,93,70.42260744,129.2966139,injection
554,83.92737705,0.409836066,16,16,50,24.48034907,49.07789516,Trusted Data
555,86.40166667,0.191666667,48,11,23,71.77518695,-129.8747397,Trusted Data
556,90.17716814,0.486725664,28,17,55,61.45251056,-173.2564155,password
557,84.33721311,0.278688525,16,18,34,-38.108485,162.3669763,Trusted Data
558,90.66389381,0.761061947,18,18,86,-52.99944689,-34.024797,Trusted Data
559,84.61590164,0.56557377,63,11,69,60.39002763,-134.0776881,Trusted Data
560,86.59333333,0.208333333,44,12,25,23.20605396,13.02943202,ddos
561,85.18147541,0.573770492,65,18,70,-45.91036504,2.813608154,Trusted Data
562,91.42495575,0.743362832,25,11,84,-39.70555418,-153.435136,Trusted Data
563,85.7552459,0.590163934,39,18,72,-49.61142223,-78.97195781,Trusted Data
564,92.16831858,0.150442478,70,19,17,-82.57291289,24.87267105,ransomware
565,92.31876106,0.805309735,84,12,91,-8.033270649,-0.898088228,injection
566,86.34540984,0.327868852,28,13,40,-78.15218016,-131.9702212,Trusted Data
567,86.80166667,0.408333333,63,17,49,-25.92185648,52.9108176,Trusted Data
568,87.21,0.525,48,19,63,-3.420602832,139.7645915,Trusted Data
569,87.735,0.816666667,17,12,98,25.38716977,140.832599,ddos
570,86.67327869,0.37704918,26,16,46,-7.324677654,58.82390995,Trusted Data
571,93.1240708,0.17699115,73,12,20,-30.82224535,-44.58090318,password
572,87.05032787,0.663934426,46,11,81,-13.58673555,-132.1722064,Trusted Data
573,93.30106195,0.309734513,27,17,35,-52.88645483,31.79731258,Trusted Data
574,93.61079646,0.530973451,92,19,60,-34.18427658,109.6007368,Trusted Data
575,88.55166667,0.116666667,85,19,14,30.90012034,177.0047123,password
576,88.66833333,0.741666667,46,11,89,-12.81993897,122.114267,Trusted Data
577,89.41,0.233333333,86,17,28,88.69596209,-107.4380717,Trusted Data
578,87.7142623,0.131147541,75,11,16,29.73589652,-53.84654584,ransomware
579,94.14176991,0.380530973,53,16,43,-5.557038359,18.64704582,Trusted Data
580,89.64333333,0.5,44,18,60,62.22531528,-145.9121252,Trusted Data
581,90.14333333,0.11,14,15,10,59.27529214,131.0699884,Trusted Data
582,87.84540984,0.663934426,11,17,81,30.97202585,-74.34433437,ransomware
583,94.52230088,0.230088496,47,15,26,15.72948521,-163.8738168,backdoor
584,94.75238938,0.123893805,14,17,14,30.52346792,-1.912726174,Trusted Data
585,88.50934426,0.467213115,41,13,57,-62.95203368,73.04247059,Trusted Data
586,94.87628319,0.345132743,56,14,39,5.582038901,-75.87569104,xss
587,88.97655738,0.729508197,73,15,89,-83.57417011,-158.0873173,Trusted Data
588,90.25333333,0.625,92,16,75,43.00368319,86.36654822,backdoor
589,90.87833333,0.2,11,14,24,48.70303374,0.889780996,backdoor
590,95.22141593,0.398230088,23,14,45,59.53371346,-80.12827453,Trusted Data
591,95.61964602,0.814159292,73,15,92,0.282190092,-25.28398209,Trusted Data
592,91.07833333,0.116666667,47,17,14,70.69570064,-25.98795429,ransomware
593,91.195,0.11,56,11,11,20.18463915,172.6117196,Trusted Data
594,89.70606557,0.62295082,69,12,76,-38.25241746,64.73373103,Trusted Data
595,91.305,0.466666667,52,11,56,-8.544150615,74.61549996,Trusted Data
596,96.43380531,0.132743363,77,20,15,-12.37753868,-62.62622514,xss
597,96.56654867,0.469026549,54,10,53,-42.13497316,-172.5325593,Trusted Data
598,91.77166667,0.375,62,20,45,5.947375575,55.55401383,xss
599,90.32901639,0.655737705,98,17,80,-78.51544416,149.4858457,scanning
600,97.03557522,0.274336283,36,10,31,-81.67273401,-51.68413893,Trusted Data
601,92.14666667,0.633333333,22,11,76,82.20199889,84.45589118,ransomware
602,92.78,0.233333333,19,20,28,66.5881676,90.76665404,Trusted Data
603,97.3099115,0.345132743,23,18,39,-35.93926506,-83.86417552,Trusted Data
604,90.9847541,0.737704918,77,15,90,-38.6712095,-100.864578,ransomware
605,97.65504425,0.327433628,56,20,37,0.501911436,-177.8876016,Trusted Data
606,93.01333333,0.183333333,82,20,22,79.22628259,-24.53635201,dos
607,93.19666667,0.525,60,15,63,32.1377283,62.34979705,Trusted Data
608,97.98247788,0.309734513,33,13,35,-30.89496574,92.00063606,Trusted Data
609,91.72245902,0.37704918,99,16,46,-3.508814602,177.8676473,Trusted Data
610,93.72166667,0.141666667,35,12,17,54.74236934,-158.0029597,Trusted Data
611,93.86333333,0.525,75,18,63,39.97566532,87.99403978,scanning
612,94.38833333,0.375,25,19,45,82.04376428,-114.01295,scanning
613,94.76333333,0.166666667,73,16,20,74.32533444,128.7016674,Trusted Data
614,98.29221239,0.85840708,32,11,97,-80.19130138,-104.0599088,Trusted Data
615,92.0995082,0.721311475,70,10,88,-20.80976653,84.76357677,Trusted Data
616,99.15061947,0.539823009,52,17,61,8.591980018,6.223309362,Trusted Data
617,94.93,0.341666667,48,10,41,63.27736722,24.99196087,Trusted Data
618,99.69044248,0.513274336,66,14,58,44.80046562,-91.00185297,Trusted Data
619,92.82081967,0.237704918,72,19,29,-45.03846886,155.6045395,Trusted Data
620,93.05852459,0.655737705,64,17,80,3.149151588,-53.48047036,Trusted Data
621,100.2037168,0.407079646,51,16,46,7.255283969,-155.8999259,scanning
622,93.7142623,0.631147541,30,16,77,-23.84817182,-179.6107128,Trusted Data
623,95.27166667,0.791666667,92,15,95,59.2776544,-165.9787884,Trusted Data
624,100.6107965,0.159292035,96,10,18,-60.69789363,95.71186755,Trusted Data
625,100.7700885,0.300884956,55,18,34,-59.11677202,5.811497078,ransomware
626,101.0709735,0.716814159,21,11,81,0.288793659,4.394672955,ddos
627,96.06333333,0.658333333,49,20,79,44.01888441,-72.95156334,Trusted Data
628,96.72166667,0.4,39,17,48,23.56549024,41.9440467,Trusted Data
629,97.12166667,0.35,19,16,42,50.96453164,32.84199842,xss
630,94.34540984,0.663934426,23,12,81,-85.61369517,-62.44884611,backdoor
631,101.7877876,0.584070796,71,12,66,-83.93305867,-115.048785,Trusted Data
632,95.00934426,0.147540984,16,10,18,-71.86079807,-53.50855378,Trusted Data
633,97.47166667,0.2,84,16,24,37.4474421,16.64052274,injection
634,95.15688525,0.803278689,30,11,98,-13.26527537,144.8832414,Trusted Data
635,102.3718584,0.11,56,15,11,10.00505079,-30.59935142,dos
636,102.4818584,0.548672566,71,16,62,-14.27675369,84.00772537,xss
637,97.67166667,0.758333333,71,17,91,20.99796991,148.7213619,dos
638,103.030531,0.14159292,23,13,16,-7.755625907,-73.59209631,scanning
639,103.1721239,0.513274336,38,10,58,52.85550538,-10.64771639,Trusted Data
640,98.43,0.358333333,89,15,43,70.62146846,41.01472726,Trusted Data
641,95.96016393,0.5,96,20,61,46.60005911,159.1037453,Trusted Data
642,103.6853982,0.592920354,50,18,67,-75.69612812,-56.45577552,dos
643,96.46016393,0.43442623,28,15,53,6.172141629,-66.15499732,ransomware
644,104.2783186,0.637168142,64,15,72,-1.492490423,21.81200799,Trusted Data
645,96.89459016,0.401639344,93,14,49,-89.30198933,59.51916269,xss
646,97.29622951,0.606557377,55,13,74,-9.563008902,-109.9336771,Trusted Data
647,98.78833333,0.391666667,41,12,47,6.30793601,56.74463921,xss
648,99.18,0.466666667,31,11,56,31.05001511,77.86123951,Trusted Data
649,104.9154867,0.159292035,39,10,18,25.89642311,-143.0658149,password
650,105.0747788,0.17699115,74,12,20,18.96280352,-134.906287,Trusted Data
651,97.90278689,0.254098361,15,10,31,-12.18063058,-175.5278131,injection
652,99.64666667,0.158333333,40,14,19,40.90006986,38.39388789,Trusted Data
653,99.805,0.641666667,95,14,77,27.55252765,118.545348,injection
654,105.2517699,0.504424779,62,19,57,34.62472912,-71.56158415,Trusted Data
655,98.15688525,0.696721311,93,13,85,-78.35233284,-26.30411649,Trusted Data
656,100.4466667,0.55,96,16,66,45.69309549,-116.9620655,Trusted Data
657,105.7561947,0.185840708,14,10,21,24.58237832,173.7884841,scanning
658,105.9420354,0.477876106,78,14,54,-74.61382761,71.02253301,ddos
659,98.85360656,0.213114754,92,14,26,-72.43044978,-26.21268364,Trusted Data
660,100.9966667,0.433333333,75,19,52,47.63001015,-110.8962533,backdoor
661,101.43,0.35,69,10,42,61.88605451,6.186303878,Trusted Data
662,101.78,0.341666667,85,12,41,81.83606112,-60.36460634,Trusted Data
663,99.06672131,0.450819672,49,18,55,-69.02595747,-109.987956,injection
664,106.4199115,0.345132743,69,11,39,34.57016344,-29.02102188,Trusted Data
665,106.7650442,0.663716814,70,14,75,-1.984228736,-11.2438398,ddos
666,99.51754098,0.254098361,12,19,31,-21.49877319,-142.2091031,password
667,107.4287611,0.11,10,10,10,-46.44283352,88.95081563,ddos
668,107.5387611,0.115044248,34,20,13,-40.3416459,29.87690186,Trusted Data
669,99.77163934,0.336065574,17,17,41,-84.85969882,176.9563488,Trusted Data
670,107.6538053,0.743362832,26,17,84,-52.49119433,29.45243382,Trusted Data
671,100.1077049,0.647540984,87,12,79,-79.13079723,126.4021771,Trusted Data
672,102.1216667,0.308333333,94,13,37,76.4396085,171.7110269,Trusted Data
673,108.3971681,0.460176991,54,11,52,-50.56250431,4.785695422,Trusted Data
674,100.7552459,0.655737705,56,17,80,-87.20687155,73.0624009,Trusted Data
675,102.43,0.741666667,18,18,89,25.27851476,164.3877379,injection
676,108.8573451,0.274336283,16,10,31,-45.43557941,103.8776464,Trusted Data
677,103.1716667,0.141666667,82,20,17,72.86832048,125.0832627,backdoor
678,109.1316814,0.849557522,19,11,96,-17.83837648,-33.09241343,Trusted Data
679,103.3133333,0.683333333,75,15,82,28.49480228,41.99588377,ddos
680,103.9966667,0.391666667,63,14,47,85.74120806,-159.9346743,password
681,101.4109836,0.729508197,85,14,89,-3.883441473,10.6517248,backdoor
682,104.3883333,0.741666667,34,15,89,22.83704408,78.80017298,Trusted Data
683,105.13,0.791666667,89,16,95,52.16019487,53.60611102,scanning
684,102.1404918,0.11,69,12,13,7.769447906,72.20110087,Trusted Data
685,102.2504918,0.704918033,66,17,86,-64.52254119,-110.0081582,Trusted Data
686,109.9812389,0.14159292,76,16,16,-75.6014759,-63.97652036,Trusted Data
687,110.1228319,0.318584071,91,12,36,46.61291568,146.6945365,injection
688,110.4414159,0.575221239,18,12,65,-70.32053732,92.52789162,Trusted Data
689,105.9216667,0.441666667,78,16,53,35.66215138,102.8918421,scanning
690,111.0166372,0.460176991,35,19,52,23.82279637,29.6262423,Trusted Data
691,102.9554098,0.286885246,68,12,35,-16.19979769,-87.37179393,Trusted Data
692,103.2422951,0.713114754,92,20,87,-57.04780706,-15.40413462,password
693,111.4768142,0.486725664,25,14,55,3.786001102,11.18413569,Trusted Data
694,111.9635398,0.115044248,11,20,13,28.85504685,-29.05199155,Trusted Data
695,103.9554098,0.221311475,40,19,27,-68.58873197,-158.0810714,Trusted Data
696,106.3633333,0.125,15,20,15,53.52537979,-97.35187848,dos
697,112.0785841,0.831858407,30,17,94,-15.95865634,58.34497043,Trusted Data
698,106.4883333,0.116666667,34,12,14,63.8679227,-71.76246386,Trusted Data
699,104.1767213,0.598360656,30,14,73,-56.68439441,163.2494646,Trusted Data
700,106.605,0.725,75,13,87,89.3092778,99.54888677,Trusted Data
701,112.9104425,0.743362832,15,14,84,-65.1024452,-20.41259104,Trusted Data
702,107.33,0.316666667,42,19,38,54.3778206,104.9092435,Trusted Data
703,104.775082,0.336065574,19,13,41,18.52587961,-152.7449462,Trusted Data
704,105.1111475,0.5,52,17,61,-54.5646223,-91.5340269,Trusted Data
705,107.6466667,0.441666667,99,16,53,81.06607842,-157.6358108,ransomware
706,108.0883333,0.733333333,21,10,88,40.76362244,-2.601438658,Trusted Data
707,105.6111475,0.229508197,60,15,28,-31.99740799,-131.1729458,Trusted Data
708,108.8216667,0.816666667,92,13,98,72.97044512,89.32098864,password
709,113.6538053,0.601769912,22,17,68,-18.15105817,-64.66509821,ransomware
710,105.8406557,0.704918033,60,10,86,80.18444172,18.37094323,Trusted Data
711,114.2555752,0.849557522,60,19,96,3.765086223,-1.67234951,backdoor
712,106.5455738,0.163934426,97,11,20,-69.54191991,-43.86754425,Trusted Data
713,106.7095082,0.12295082,52,17,15,54.12752387,-124.5974387,Trusted Data
714,115.1051327,0.716814159,57,11,81,32.39290171,-39.77578441,dos
715,106.832459,0.401639344,63,16,49,-6.3159456,35.48345616,Trusted Data
716,107.2340984,0.631147541,98,15,77,-48.83124829,-42.96654629,Trusted Data
717,107.8652459,0.540983607,76,12,66,-47.66569633,107.9095057,Trusted Data
718,115.8219469,0.194690265,19,11,22,-78.48593881,20.45519215,Trusted Data
719,116.0166372,0.557522124,50,16,63,-30.43587415,59.82199208,xss
720,108.4062295,0.631147541,74,15,77,-64.40662884,19.68182454,Trusted Data
721,109.6383333,0.683333333,98,14,82,4.5384051,44.25819702,Trusted Data
722,116.5741593,0.610619469,34,10,69,-76.73669065,-79.63059593,ransomware
723,110.3216667,0.691666667,23,18,83,43.28451087,153.2160336,Trusted Data
724,111.0133333,0.55,28,11,66,4.871329435,154.1665567,backdoor
725,109.037377,0.704918033,97,15,86,30.27165896,163.4149548,Trusted Data
726,117.1847788,0.699115044,53,14,79,-40.87368868,-158.4420228,Trusted Data
727,111.5633333,0.333333333,89,11,40,11.32004724,34.95882795,Trusted Data
728,117.8838938,0.566371681,24,17,64,4.304708539,-163.3040311,Trusted Data
729,109.7422951,0.442622951,13,17,54,-22.10331134,63.78862063,Trusted Data
