TaskFileSize,TaskOutputFileSize,TaskFileLength,UserLatitude,UserLongitude,DataCenterID,ts,src_ip,src_port,dst_ip,dst_port,proto,service,duration,src_bytes,dst_bytes,conn_state,missed_bytes,src_pkts,src_ip_bytes,dst_pkts,dst_ip_bytes,dns_query,dns_qclass,dns_qtype,dns_rcode,dns_AA,dns_RD,dns_RA,dns_rejected,ssl_version,ssl_cipher,ssl_resumed,ssl_established,ssl_subject,ssl_issuer,http_trans_depth,http_method,http_uri,http_version,http_request_body_len,http_response_body_len,http_status_code,http_user_agent,http_orig_mime_types,http_resp_mime_types,weird_name,weird_addl,weird_notice,label,type
70,10,22,-24.4602365626124,-97.27127864718211,4,1556172796,192.168.1.31,60998,192.168.1.195,80,tcp,http,0.16601,308,524,SF,0,5,528,4,696,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
77,16,25,-42.0975918089938,-10.050750342429724,4,1556260870,192.168.1.190,17062,199.253.183.183,53,udp,dns,0.169096,47,423,SF,0,1,75,1,451,238.3.in-addr.arpa,1,43,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
32,20,12,55.14937206675569,-143.94044124227884,5,1556287190,192.168.1.31,44784,192.168.1.190,80,tcp,http,0.002234,170,3042,SF,0,5,438,7,3414,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,password
77,11,15,-76.10170706068207,-61.44384418760284,3,1556287270,192.168.1.31,46018,192.168.1.190,80,tcp,http,0.001899,154,501,SF,0,5,422,5,769,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,password
30,10,20,30.24028537462237,-107.63616484207172,5,1556287491,192.168.1.31,41490,192.168.1.193,21,tcp,-,2.2e-05,0,0,REJ,0,1,60,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,password
49,15,21,62.71438956563915,-156.65386262500397,5,1554262853,192.168.1.152,34296,192.168.1.152,10502,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
23,14,17,-89.3554414092289,-46.1892056692482,3,1556299455,192.168.1.195,53282,192.168.1.1,41952,tcp,http,0.26116,383,3882,SF,0,10,795,12,4374,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
34,10,12,-52.17245497581237,61.70993486648027,4,1556249025,172.17.0.3,37129,192.168.1.190,53,udp,dns,0.003139,0,722,SHR,0,0,0,2,778,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
56,19,14,-19.34898328771453,-134.52981122360933,3,1554299771,192.168.1.152,45869,192.168.1.190,53,udp,dns,6.7e-05,130,0,S0,0,2,186,0,0,a2z3kk2ebqzso7.iot.ap-southeast-2.amazonaws.com,1,28,0,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
15,17,17,-64.15551182041054,52.82787850201285,4,1554223316,192.168.1.103,53117,224.0.0.253,3544,udp,-,0.0,0,0,S0,0,1,68,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
50,13,14,-45.88125333200176,118.95322269950576,3,1556260998,192.168.1.190,27469,204.61.216.50,53,udp,dns,0.015966,47,491,SF,0,1,75,1,519,72.13.in-addr.arpa,1,43,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
19,13,15,76.45972378610921,-104.9518300712137,4,1556173021,192.168.1.31,50194,18.184.104.180,80,tcp,http,1.895928,246,12184,S1,1,3,409,2,112,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
46,14,17,36.69471326298694,-20.13842179764765,4,1556129810,192.168.1.30,32,192.168.1.184,32,tcp,-,0.000142,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
84,14,11,-86.41753984117408,79.4230016611404,3,1556360712,192.168.1.169,138,192.168.1.255,138,udp,-,0.0,0,0,S0,0,1,236,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
10,13,23,-46.08787134745194,-32.80868652416743,4,1556172722,192.168.1.30,54354,192.168.1.152,80,tcp,http,0.052884,330,3440,SF,0,6,650,7,3812,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
36,17,20,-4.498651562436862,141.0544999737724,3,1556250823,172.17.0.3,58116,192.168.1.190,53,udp,dns,0.001821,0,636,SHR,0,0,0,2,692,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
68,11,19,-48.79859736513564,-70.80029167545894,4,1556172799,192.168.1.31,32854,192.168.1.195,80,tcp,http,0.157854,287,524,SF,0,5,507,4,696,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
57,14,24,-59.4575037829226,-163.11845328224928,3,1556368063,192.168.1.180,48045,192.168.1.190,53,udp,dns,0.000763,90,139,SF,0,1,118,1,167,8.b.7.6.9.2.f.3.f.c.8.3.7.d.1.f.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,1,12,3,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
41,11,21,-71.21114819745677,159.21278808569383,3,1554213122,192.168.1.152,34296,192.168.1.152,10502,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
33,18,21,60.55388952022054,80.34606533872045,4,1554208972,192.168.1.152,42315,192.168.1.190,53,udp,dns,0.000466,0,298,SHR,0,0,0,2,354,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
97,12,15,82.9734797038177,-79.22392768060335,5,1556340865,192.168.1.32,40130,18.194.169.124,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
64,13,23,-86.9452133475483,155.24706247322052,3,1556250812,172.17.0.3,48926,192.168.1.190,53,udp,dns,0.002004,0,622,SHR,0,0,0,2,678,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
26,18,10,10.3776821977511,72.40131903195359,4,1554252762,192.168.1.152,34296,192.168.1.152,10502,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
39,12,22,5.449138206764445,-104.74747474222538,5,1556129859,192.168.1.30,37,192.168.1.193,37,tcp,-,1.3e-05,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
62,13,22,1.9914119161190629,-146.48045886160213,5,1556130069,192.168.1.30,45436,192.168.1.1,53,udp,dns,1e-05,35,67,SF,0,1,63,1,95,broker.hivemq.com,1,1,0,F,T,T,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
19,12,19,69.18023400709208,153.7846698255679,5,1556304615,192.168.1.195,51185,192.168.1.1,41952,tcp,http,0.7471,383,3882,SF,0,9,755,12,4374,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
57,19,19,-64.01221733036483,-173.97206088329744,3,1554221857,192.168.1.250,5353,224.0.0.251,5353,udp,dns,7.265631,183,0,S0,0,3,267,0,0,_233637de._sub._googlecast._tcp.local,1,12,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
30,11,25,-55.17453529915327,-150.9347868906416,3,1556364259,192.168.1.190,23268,192.5.6.30,53,udp,dns,0.0183,38,759,SF,0,1,66,1,787,nsatc.net,1,43,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
88,13,20,-29.22283236187112,125.46860059252236,4,1554243751,192.168.1.190,43530,192.168.1.190,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
25,20,17,-43.17931988319551,25.849772696120283,4,1556203783,192.168.1.30,58010,192.168.1.190,80,tcp,-,0.000937,0,0,S1,0,2,112,1,60,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos
55,17,11,-72.58979035862305,131.0867410204835,3,1556358914,192.168.1.195,64546,192.168.1.79,9197,tcp,http,0.01218,207,15586,SF,0,7,499,14,16158,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
53,15,17,-45.08562734179351,-0.2410639259168476,4,1554295170,192.168.1.152,53972,192.168.1.152,10502,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
68,19,16,-23.068643983119813,29.69789772149392,4,1556250504,192.168.1.190,45078,203.119.86.101,53,udp,dns,0.0,0,0,SHR,0,0,0,1,408,-,0,0,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
81,14,24,-19.371601716822,114.78445927286202,5,1556423475,192.168.1.190,4824,192.33.14.30,53,udp,dns,0.0,0,0,SHR,0,0,0,1,790,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
27,18,17,-10.267829171951533,138.6855637670904,4,1556021873,192.168.1.32,53922,192.168.1.103,6123,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
89,12,17,-57.13560810306818,-83.95675406574821,3,1556252880,192.168.1.79,38732,192.168.1.255,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
11,13,13,21.77112812031062,-152.15144113669106,5,1556262246,192.168.1.190,48525,128.63.2.53,53,udp,dns,0.0,0,0,S0,0,1,79,0,0,dns10.interbusiness.it,1,28,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
97,12,23,49.06761813248755,69.31259058891612,5,1556173257,192.168.1.31,58730,192.168.1.190,80,tcp,http,0.487332,549,1919,SF,0,6,869,6,2239,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,injection
24,14,18,3.805685915027128,139.84080565273558,4,1556260762,192.168.1.190,63015,196.7.0.137,53,udp,dns,0.452696,54,739,SF,0,1,82,1,767,ns24.registerdomain.co.za,1,28,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
76,19,21,-45.3405707046788,55.89926329350845,4,1556262165,192.168.1.190,42651,199.212.0.63,53,udp,dns,0.235942,55,325,SF,0,1,83,1,353,189.29.28.198.in-addr.arpa,1,12,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
64,10,11,35.52489583715385,146.73791853444646,5,1556287534,192.168.1.30,36014,192.168.1.195,80,tcp,http,0.01011,155,978,SF,0,5,375,4,1150,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,password
16,18,21,-20.379248783510302,146.0128320464794,3,1554258830,192.168.1.190,43530,192.168.1.190,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
67,16,16,-68.61209501343349,-79.81659048571879,3,1556439682,192.168.1.193,49604,192.168.1.37,8080,tcp,-,0.000179,0,0,REJ,0,1,48,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor
12,18,13,-28.460149192396315,-13.877159336446423,4,1554289136,192.168.1.79,34005,192.168.1.255,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
35,18,23,80.95248447787861,58.96317056059823,5,1556248719,192.168.1.190,4776,206.9.64.104,53,udp,dns,0.248711,43,59,SF,0,1,71,1,87,ns1.voyant.com,1,1,0,T,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
100,10,21,-80.93066489821938,145.9835609822502,3,1556292313,192.168.1.195,52915,192.168.1.1,41952,tcp,http,0.023802,226,3978,SF,0,8,558,9,4350,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
49,18,16,48.90056319474405,-119.997633864907,5,1556286925,192.168.1.30,47042,192.168.1.190,80,tcp,http,0.002013,155,649,SF,0,5,423,5,917,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,password
27,18,25,11.607529955689756,123.4966067984892,4,1556286626,192.168.1.30,34974,192.168.1.152,21,tcp,-,0.000189,0,0,REJ,0,1,60,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,password
10,17,17,52.2685911178462,170.23963540637504,5,1556340900,192.168.1.32,45480,176.28.50.165,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
77,19,13,51.54259529628823,58.402288021852,4,1556260835,192.168.1.190,42717,199.253.183.183,53,udp,dns,0.169054,48,376,SF,0,1,76,1,404,159.24.in-addr.arpa,1,43,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
93,14,18,1.9052889624960443,-25.69177434956478,5,1556423475,192.168.1.190,12069,199.254.31.1,53,udp,dns,0.0,0,0,SHR,0,0,0,1,654,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
52,12,24,68.06055541134947,89.36826382876257,5,1554316599,fe80::601f:9cde:4832:2f3f,143,ff02::16,0,icmp,-,0.022794,100,0,OTH,0,5,380,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
43,17,22,46.023060421145885,-126.70473306401789,5,1556130184,192.168.1.30,69,192.168.1.184,69,tcp,-,1.4e-05,0,0,REJ,0,1,40,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,dos
70,14,23,81.95061819445473,36.5654822438801,5,1556349233,192.168.1.190,16978,199.7.91.13,53,udp,dns,0.011856,28,1097,SF,0,1,56,1,1125,(empty),1,2,0,T,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
50,16,11,79.62108401508465,-83.23600285393343,4,1554288186,192.168.1.193,138,192.168.1.255,138,udp,-,0.0,0,0,S0,0,1,229,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
26,13,16,-53.611162435926566,69.35194159703954,4,1556340942,192.168.1.32,46236,176.28.50.165,80,tcp,http,65.785908,2869,322,S3,0,6,3189,5,590,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
56,16,13,30.77398609461669,-162.59234554998082,5,1554223096,192.168.1.190,7137,192.5.6.30,53,udp,dns,0.060361,0,791,SHR,0,0,0,1,819,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
33,19,20,-18.65481336720057,-22.45608751993248,4,1556344088,192.168.1.79,47758,239.255.255.250,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
47,12,18,-36.22862303375092,-132.08527713961382,3,1554309506,192.168.1.190,43530,192.168.1.190,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
24,10,17,83.23601523657553,164.22759535645997,4,1556249606,10.58.13.144,800,192.168.1.194,80,tcp,-,9.706421,0,0,S1,0,1,40,3,132,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
93,20,19,33.51806324770027,-127.32550176092003,5,1556287161,192.168.1.31,36646,192.168.1.184,21,tcp,-,1.8e-05,0,0,REJ,0,1,60,1,40,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,password
61,17,25,51.256580502927534,-47.9781897450807,4,1556424048,192.168.1.37,38269,192.168.1.193,445,tcp,-,0.0,0,0,OTH,0,1,184,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ransomware
43,19,12,-87.21210269369391,117.96781875536716,3,1556358589,192.168.1.79,36647,192.168.1.255,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
91,13,25,-28.648276499987738,74.2059645341763,4,1556296246,192.168.1.190,50174,205.251.197.254,53,udp,dns,0.138706,52,350,SF,0,1,80,1,378,ns-2015.awsdns-59.co.uk,1,28,0,T,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
88,15,16,24.76406834883652,-83.29782760612473,5,1554291524,192.168.1.195,56960,192.168.1.190,53,udp,dns,0.0,0,0,S0,0,1,72,0,0,download.windowsupdate.com,1,28,0,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
74,12,17,-12.88212147306666,81.02988566523646,4,1554278554,192.168.1.152,34296,192.168.1.152,10502,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
26,12,11,-89.15634252715853,-55.78768038393304,3,1554321696,192.168.1.152,53972,192.168.1.152,10502,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
60,10,12,11.679580320567808,43.1155493500298,4,1556360593,192.168.1.195,65529,192.168.1.79,7678,tcp,http,0.008632,175,1693,SF,0,5,387,6,1945,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
89,11,19,22.12327768359718,178.71035174650297,5,1556262273,192.168.1.190,6458,163.28.82.1,53,udp,dns,8.505952,55,87,SF,0,1,83,1,115,41.139.22.163.in-addr.arpa,1,12,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
34,12,20,20.02813321482043,-156.27010095340822,3,1556248891,192.168.1.190,58720,192.33.4.12,53,udp,dns,0.179424,42,712,SF,0,1,70,1,740,sns1.grnet.gr,1,28,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
50,11,21,-37.95871342783991,-19.155971623580825,4,1554201731,192.168.1.79,59239,192.168.1.255,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
63,11,17,77.95658270173229,77.73015141959803,5,1556340891,192.168.1.32,42810,176.28.50.165,80,tcp,-,0.0,0,0,SH,0,1,52,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
69,10,18,-31.51347291455781,39.95072016423904,4,1556250491,192.168.1.190,13346,139.102.1.10,53,udp,dns,0.214334,46,96,SF,0,1,74,1,124,ccts.indstate.edu,1,28,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
82,18,24,41.8995167476146,154.8376709128138,5,1556021622,192.168.1.31,54815,192.168.1.133,6646,tcp,-,0.0,0,0,S0,0,1,44,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,scanning
45,12,12,-4.038855372041951,96.55739770466931,4,1554299271,127.0.0.1,42100,127.0.0.1,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
65,15,10,-52.36841272856277,156.2755379466347,3,1554300633,192.168.1.190,43530,192.168.1.190,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
86,20,18,40.27615185451592,-107.55887275867283,5,1556291717,192.168.1.195,51566,192.168.1.1,41952,tcp,http,0.802395,383,3882,SF,0,9,755,12,4374,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
65,12,24,-54.88805040906323,122.7446955397275,3,1556293065,192.168.1.195,54653,40.77.228.69,443,tcp,ssl,1.093709,2030,5435,SF,0,13,2562,13,5967,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
15,10,13,-35.744769525705614,-93.81227875285089,3,1554267000,192.168.1.79,41509,192.168.1.255,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
95,17,12,-16.814553620472424,-42.75363841789553,5,1554302753,192.168.1.152,41664,54.69.84.189,443,tcp,-,600.706262,142,126,OTH,0,6,454,8,542,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
26,17,24,26.57983153806967,-95.2734310713498,5,1556248995,172.17.0.3,48120,192.168.1.190,53,udp,dns,0.033924,0,312,SHR,0,0,0,2,368,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
71,17,10,2.11545286863921,-112.9751727465897,3,1556262146,192.168.1.190,44166,199.43.134.53,53,udp,dns,0.284293,56,504,SF,0,1,84,1,532,61.120.160.230.in-addr.arpa,1,12,3,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
80,20,16,62.13291613496296,68.37971686546456,5,1554243894,127.0.0.1,42100,127.0.0.1,7878,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
47,18,11,-67.05429585425081,41.59372789749969,3,1556261002,192.168.1.190,37302,192.5.4.1,53,udp,dns,0.0,0,0,S0,0,1,76,0,0,245.82.in-addr.arpa,1,43,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
33,19,15,30.68470425473265,148.75799230595504,4,1554222278,192.168.1.152,34296,192.168.1.152,10502,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
53,12,12,41.11335003087402,79.45285150306972,4,1556260743,192.168.1.190,19529,192.12.94.30,53,udp,dns,0.107344,38,603,SF,0,1,66,1,631,ns.tx.net,1,1,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
52,18,11,29.11618006035158,53.57176362620902,4,1554225233,192.168.1.152,1880,192.168.1.152,51782,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
89,14,21,48.21475532003478,102.40871306674076,5,1556340916,192.168.1.32,44346,192.168.1.152,80,tcp,http,15.286175,3466,1592,S3,0,12,4170,11,2172,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
44,14,20,-56.88491164487229,113.84460362787308,3,1556356332,192.168.1.195,58359,224.0.0.252,5355,udp,dns,3.4e-05,66,0,S0,0,2,122,0,0,desktop-7q9apbo,1,255,0,F,F,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
33,19,17,83.2418906047514,-37.91886183371136,5,1554220374,192.168.1.152,1880,192.168.1.152,51782,tcp,-,0.0,0,0,OTH,0,0,0,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
14,14,25,77.2974208565611,119.17220047588212,4,1556357752,192.168.1.79,43643,239.255.255.250,15600,udp,-,0.0,0,0,S0,0,1,63,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
89,14,18,6.248536883923066,-35.92293365548062,5,1556340935,192.168.1.36,41796,18.194.169.124,80,tcp,http,85.852779,3196,1581,SF,0,7,3556,6,1909,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,xss
99,10,21,68.8601150930536,-84.05642101138126,5,1554316860,192.168.1.152,42457,192.168.1.190,53,udp,dns,2.3e-05,130,0,S0,0,2,186,0,0,a2z3kk2ebqzso7.iot.ap-southeast-2.amazonaws.com,1,1,0,F,T,F,F,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
71,19,15,66.82886117555321,-61.60688798133454,5,1556425512,192.168.1.37,45021,192.168.1.193,445,tcp,-,0.0,0,0,SH,0,1,1205,0,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ransomware
96,16,16,-29.301822690761824,165.2621026519539,3,1556250726,192.168.1.180,50364,80.92.65.35,43,tcp,-,1.796472,9,2574,SF,0,8,445,7,2946,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,normal
