TaskID,StartTime,TaskFileSize,TaskOutputFileSize,TaskFileLength,UserLatitude,UserLongitude,taskStatus
336,63.009999999999984,28,12,45,-72.30555928860329,103.43130170927384,Trusted Data
337,48.68787878787875,87,16,76,-58.112652248856115,-155.43777871646142,Trusted Data
338,52.56735537190084,91,13,70,-13.9491669166012,54.03454999621303,Malware Detected (ransomware)
339,53.14586776859505,18,15,82,43.05457652862438,-7.582693582830871,Malware Detected (ddos)
340,63.45999999999999,18,19,42,-63.206698898574416,-99.64382937072725,Malware Detected (injection)
341,63.87999999999999,90,20,41,-44.058162715766144,48.10467966736539,Trusted Data
342,53.823553719008274,18,11,65,48.74436650390368,-7.9377266551600485,Malware Detected (ransomware)
343,64.28999999999999,72,11,85,43.28130127990869,-99.45237101638214,Malware Detected (scanning)
344,54.3607438016529,15,19,23,44.356751538314114,44.11467829704776,Malware Detected (injection)
345,49.26363636363633,17,19,98,-29.266384969361752,-34.71794398607216,Trusted Data
346,50.00606060606057,45,15,63,-69.22231255341879,-160.06350150139127,Trusted Data
347,65.13999999999999,20,19,66,-83.93551472184743,-10.749350906320046,Trusted Data
348,54.550826446281,90,18,18,-12.284690284716447,20.421423679815007,Trusted Data
349,50.4833333333333,13,15,87,-38.79232539609243,143.4649484382653,Trusted Data
350,54.69958677685951,54,20,68,-31.628670134948997,-25.604895871327074,Trusted Data
351,65.79999999999998,82,10,75,27.00954634805494,23.067967356610325,Malware Detected (backdoor)
352,66.54999999999998,98,14,93,35.22872563720138,-95.3994431178415,Malware Detected (ddos)
353,55.26157024793389,40,11,66,8.496809537439532,-2.8494696765046115,Trusted Data
354,51.142424242424205,22,13,29,-7.7047250878617035,-141.36491426580437,Trusted Data
355,55.807024793388436,14,14,77,51.93524593988164,39.89698115516353,Trusted Data
356,67.47999999999999,73,19,59,84.11911473777175,178.4178929504152,Trusted Data
357,51.362121212121174,73,20,33,29.805493114821672,-161.09414916065606,Malware Detected (xss)
358,51.612121212121174,84,20,61,12.216155017755852,-60.54776091045913,Malware Detected (backdoor)
359,52.074242424242385,65,11,55,-55.513557545642705,-131.32574556615958,Trusted Data
360,56.44338842975207,35,14,55,20.555407322727973,-74.8893674959141,Trusted Data
361,68.07,60,19,46,62.93860705644721,-173.77259393861817,Trusted Data
362,56.89793388429752,17,13,27,-9.651615351441734,27.872243720187498,Trusted Data
363,68.52999999999999,42,19,88,-29.634029331045966,84.10414708574291,Trusted Data
364,57.12107438016529,29,17,23,40.61189350786941,-68.49922349873259,Trusted Data
365,57.31115702479339,59,16,23,42.65555486807003,-77.37986337929318,Malware Detected (xss)
366,52.49090909090905,100,14,13,42.22379012521441,-100.92327073203465,Trusted Data
367,52.60090909090905,96,15,19,-8.78162758345941,-68.34175284513331,Malware Detected (ransomware)
368,57.50123966942149,92,12,73,69.96212881406953,-13.165519075786676,Trusted Data
369,52.74484848484844,63,16,37,-83.69855844668373,169.47508793425527,Malware Detected (ransomware)
370,53.02515151515147,30,11,12,-83.68186368448094,170.50190154988945,Malware Detected (dos)
371,69.40999999999998,50,18,47,34.64892675074573,150.91688098363142,Trusted Data
372,53.13515151515147,61,19,66,-27.386394545941634,-85.28701344043698,Trusted Data
373,53.63515151515147,26,10,76,-61.359114684161746,-74.73122522853056,Trusted Data
374,54.21090909090905,97,15,93,-51.446972585781,-138.44382551326564,Malware Detected (scanning)
375,58.10454545454545,72,15,99,71.76207798414913,109.2719125588552,Malware Detected (injection)
376,69.87999999999998,61,10,29,50.55410536241732,-119.98048677523761,Malware Detected (xss)
377,70.16999999999999,30,17,72,51.30976018894131,-163.56103069079316,Malware Detected (password)
378,70.88999999999999,26,17,81,33.714823543986185,106.8558326671668,Trusted Data
379,54.9154545454545,88,20,95,-10.64297343959035,-111.98383188995557,Malware Detected (xss)
380,71.69999999999999,33,15,52,-14.634112413017135,-160.95705549386958,Trusted Data
381,58.92272727272727,30,19,28,41.68451704562233,64.79933068010811,Trusted Data
382,55.63515151515147,96,18,90,-15.051987770033662,-137.9740661938246,Malware Detected (password)
383,59.15413223140496,53,20,72,-86.94731240945298,47.429565374438624,Malware Detected (scanning)
384,72.21999999999998,92,20,52,-14.806723898475411,151.42672497374747,Trusted Data
385,59.74917355371901,49,15,22,57.816932387685085,77.87086370660904,Malware Detected (password)
386,72.73999999999998,73,11,75,-69.43176199847902,-175.4363425970904,Malware Detected (dos)
387,56.31696969696965,49,17,30,-57.00135633660145,-128.62980891321968,Trusted Data
388,59.93099173553719,45,13,74,36.0709183976693,21.98258077182686,Trusted Data
389,60.542561983471074,66,17,53,44.92540214419475,120.79843312774938,Malware Detected (xss)
390,56.54424242424238,60,18,97,-35.1604160698273,-137.25597386187073,Trusted Data
391,73.48999999999998,83,16,30,-18.64666635199636,-104.03362816929172,Trusted Data
392,60.9805785123967,68,20,35,-15.229325535820806,67.75806495891041,Trusted Data
393,73.78999999999998,24,11,51,-53.367342682096016,-91.24151328924069,Malware Detected (ddos)
394,74.29999999999998,89,16,61,41.79801181432114,173.0480906331744,Trusted Data
395,61.2698347107438,93,16,23,32.25309835544769,-55.43858238195729,Trusted Data
396,57.27909090909086,59,19,77,-49.00201247394196,143.88170900608986,Trusted Data
397,57.8624242424242,83,13,57,-15.665101570888268,-172.57246659769717,Trusted Data
398,61.4599173553719,69,10,66,1.59722770304991,-164.5446121484862,Trusted Data
399,62.00537190082645,59,18,40,-29.34825183282939,-59.72392967403829,Trusted Data
400,74.90999999999998,64,20,94,-8.262489391864662,-87.67359946912572,Malware Detected (backdoor)
401,58.29424242424238,52,19,60,-89.21419022233039,-5.732238628812809,Malware Detected (password)
402,62.33595041322314,52,12,13,0.7688948399675155,-15.061364817731175,Trusted Data
403,62.44595041322314,45,10,19,59.11433951876893,-159.2952179546812,Trusted Data
404,75.84999999999998,76,13,84,5.103493446219005,120.68516169161859,Trusted Data
405,62.60297520661157,56,15,37,88.44424126429257,3.6893592043806223,Trusted Data
406,62.90876033057851,20,20,59,81.60257783121773,16.368683180291328,Trusted Data
407,63.39636363636363,86,18,64,77.60280918086622,-72.89665254091564,Malware Detected (password)
408,63.92528925619834,84,11,22,-35.1934863671184,26.200944001556508,Trusted Data
409,58.74878787878783,22,18,94,-44.1458630756757,118.76914797238663,Trusted Data
410,76.68999999999998,30,16,44,-9.513111886734293,128.45278985396726,Trusted Data
411,59.46090909090904,68,16,74,-35.14958571374997,-111.44114568986343,Malware Detected (scanning)
412,77.12999999999998,89,16,12,-10.89571728012622,103.76653756942528,Malware Detected (backdoor)
413,64.10710743801653,62,13,23,41.02599340719661,59.70709905404033,Trusted Data
414,64.29719008264463,40,18,42,31.555226429649863,-90.13398731936718,Trusted Data
415,77.24999999999999,34,16,97,-25.428186795843573,114.89925893696415,Trusted Data
416,64.64429752066115,76,11,91,-3.9828158971200764,105.21503927162149,Malware Detected (scanning)
417,65.39636363636363,48,11,90,19.136418528755712,-71.82912557397316,Trusted Data
418,60.0215151515151,79,10,77,-65.22836963323924,160.41585359338262,Trusted Data
419,78.21999999999998,98,10,39,83.18220190091563,57.96312310361358,Malware Detected (ransomware)
420,60.60484848484844,79,10,38,-87.94953736987371,49.284087888516154,Trusted Data
421,78.60999999999999,74,15,88,-12.083038021014758,-101.55913749273387,Trusted Data
422,60.89272727272723,95,17,62,-66.60977527986456,-61.76528685279388,Trusted Data
423,79.48999999999998,93,20,45,-38.359260414751944,98.02498005969403,Trusted Data
424,66.14016528925619,52,14,99,17.1348748169258,52.02302286578782,Trusted Data
425,79.93999999999998,100,11,60,80.68518200627133,139.09079850847127,Trusted Data
426,66.958347107438,57,14,23,11.619651460757538,-1.7227977015996316,Trusted Data
427,67.14842975206611,68,13,42,-15.512764807811209,2.6258773560019506,Malware Detected (dos)
428,80.53999999999998,91,10,39,77.7531929582843,-79.54124249661821,Trusted Data
429,61.3624242424242,27,11,45,13.151368367305082,78.93757878945217,Malware Detected (xss)
430,61.70333333333329,11,15,74,-82.54561785229475,178.19715661891286,Trusted Data
431,62.26393939393935,22,15,55,-81.76414923667456,-146.6867533804258,Trusted Data
432,80.92999999999998,13,18,23,-17.237162724299026,-115.54913944819582,Malware Detected (ddos)
433,81.15999999999998,71,14,81,58.7887214831334,130.41726242139742,Malware Detected (ransomware)
434,62.68060606060602,36,12,36,-39.60125765086243,133.87295333923294,Malware Detected (password)
435,67.49553719008263,32,19,37,84.69883322572696,-19.692580009492616,Trusted Data
436,67.80132231404957,74,10,90,5.027984301165446,52.41824050097233,Trusted Data
437,68.54512396694213,85,17,36,-18.079228970107323,7.535213847865094,Trusted Data
438,81.96999999999998,87,16,39,35.5272852637888,178.8734398870629,Trusted Data
439,62.95333333333329,82,18,84,-48.33898523227335,41.49634188731696,Malware Detected (xss)
440,68.84264462809915,34,19,83,86.25822921999682,178.7352924466689,Malware Detected (ddos)
441,82.35999999999999,99,13,23,9.881909333313615,123.18714867431743,Trusted Data
442,82.58999999999999,37,12,33,-17.476906163142516,134.17830574744096,Trusted Data
443,63.589696969696924,24,16,94,-81.81585674668473,39.068267691992446,Trusted Data
444,82.91999999999999,99,10,33,-1.2086926684911816,27.494530834686742,Trusted Data
445,83.24999999999999,74,11,100,-10.163997322955439,130.75997987181682,Trusted Data
446,69.52859504132229,67,16,67,2.8074130210222705,43.65403658713339,Trusted Data
447,70.08231404958676,98,16,15,30.76647951505805,13.410140188931678,Malware Detected (password)
448,70.20628099173551,23,10,35,69.82928176775681,63.630165615002824,Malware Detected (xss)
449,84.24999999999999,87,19,43,40.065135117037954,98.87414920810443,Trusted Data
450,64.30181818181813,99,19,78,12.528374279366801,45.138359046188526,Trusted Data
451,64.89272727272723,43,18,70,-64.01106425707539,-139.0960144704117,Malware Detected (scanning)
452,70.49553719008262,56,17,97,65.11373740243286,-84.77548713796187,Trusted Data
453,84.67999999999999,59,20,14,54.6395443620103,90.13360427698433,Malware Detected (xss)
454,84.82,65,19,19,-8.641921515654502,58.97706001667987,Trusted Data
455,85.00999999999999,71,11,45,80.0882602434458,-101.49396440038615,Malware Detected (xss)
456,65.42303030303026,81,17,73,-74.62510316353737,-148.06770599374974,Malware Detected (dos)
457,71.2971900826446,52,20,61,2.244268501739171,-40.22050897078509,Trusted Data
458,85.46,71,10,57,5.093385356750844,96.27041849221433,Trusted Data
459,86.02999999999999,64,15,83,29.00508365149348,54.26021254992909,Trusted Data
460,71.80132231404956,76,19,37,0.9908424685413024,64.43159486106416,Trusted Data
461,65.97606060606056,14,10,34,-69.94712124816017,74.25529991744588,Trusted Data
462,72.1071074380165,23,13,37,20.726590645257176,-68.43734460397366,Trusted Data
463,66.23363636363631,99,17,29,17.13022373938267,-163.4429309753744,Malware Detected (xss)
464,86.85999999999999,88,14,28,32.38940901304889,170.43916726366388,Malware Detected (ddos)
465,72.41289256198344,42,19,26,36.63123917723303,76.2261139400166,Malware Detected (dos)
466,72.62776859504129,96,11,22,63.09726447071375,-37.12895205335445,Trusted Data
467,72.80958677685948,17,13,86,40.133056735402675,-13.483257447680813,Trusted Data
468,66.45333333333328,41,20,25,-40.050868179979496,143.589592320135,Trusted Data
469,87.13999999999999,54,15,79,82.32598158986511,146.3259193981986,Trusted Data
470,66.64272727272721,35,19,19,-77.58003917315067,117.66516089248364,Trusted Data
471,66.7866666666666,54,16,99,-70.81924917852942,-71.79131531685152,Malware Detected (dos)
472,73.52033057851237,42,16,88,87.57562198013167,-108.69864695008877,Trusted Data
473,87.92999999999999,58,12,57,71.42997052046795,-75.4249248622194,Malware Detected (injection)
474,74.2476033057851,24,10,23,-4.23383517368481,-22.268925851895915,Malware Detected (dos)
475,88.49999999999999,63,15,36,84.79952975506609,79.18905342444384,Trusted Data
476,74.43768595041321,34,17,82,79.65904754764497,-25.875161747551232,Malware Detected (ransomware)
477,67.5366666666666,60,20,54,-35.22896728298128,155.1139937914396,Malware Detected (ddos)
478,88.85999999999999,73,11,89,86.25806887903687,-0.5315245224234104,Trusted Data
479,67.94575757575751,55,15,14,3.0354886794708023,14.457720243801958,Trusted Data
480,68.05575757575751,57,15,71,-27.7717890959254,107.14654907470964,Trusted Data
481,89.74999999999999,92,15,21,42.0347081119331,-20.696694291897586,Malware Detected (injection)
482,68.59363636363629,83,14,96,-35.95449888509083,-34.78266905117803,Malware Detected (injection)
483,75.11537190082643,13,18,71,20.42205932012874,25.11236483031587,Malware Detected (scanning)
484,89.95999999999998,29,15,52,-30.462585393375093,25.41431658222791,Trusted Data
485,90.47999999999998,25,11,80,50.60345474388495,123.36386982787417,Trusted Data
486,69.32090909090903,33,14,85,-54.173733734857514,-120.42478229420509,Trusted Data
487,69.96484848484842,87,14,85,-63.8542633110706,-44.763001203349745,Malware Detected (type)
488,91.27999999999997,97,17,25,-16.215136751749796,154.88764807796485,Malware Detected (password)
489,75.70214876033056,39,15,23,-22.433431313821615,47.965466136051305,Malware Detected (ransomware)
490,91.52999999999997,32,16,55,-80.13180028593915,128.66858461720278,Trusted Data
491,70.60878787878781,83,12,70,-64.71904805090865,-175.81771856775444,Trusted Data
492,92.07999999999997,66,18,31,-65.131003456826,-90.86658012454784,Malware Detected (backdoor)
493,75.89223140495866,46,10,77,64.23670520252631,-105.54487680339061,Malware Detected (ddos)
494,76.5285950413223,20,10,57,31.953618434649414,-97.88833546986444,Trusted Data
495,92.38999999999997,29,10,99,22.580561765951316,77.03268797699297,Malware Detected (ransomware)
496,76.9996694214876,90,17,71,-28.208561891537343,50.474385297084154,Trusted Data
497,77.58644628099172,58,19,36,37.272886031141184,-40.54489315724106,Trusted Data
498,93.37999999999997,46,12,99,38.244173912788426,-170.32267957529587,Trusted Data
499,77.88396694214875,66,19,15,74.35452301607606,86.71677292828673,Malware Detected (xss)
500,71.13909090909084,40,11,55,-33.46146563528054,-133.40658929188996,Malware Detected (scanning)
501,71.55575757575751,87,10,85,-68.80762330855961,-32.83973674596055,Trusted Data
502,78.0079338842975,78,17,47,-50.824818365557086,5.712402404725339,Trusted Data
503,78.39636363636362,69,16,15,9.586884187979607,-20.167066537790674,Malware Detected (backdoor)
504,78.52033057851237,17,15,12,-31.07678951232093,-36.98517603221842,Trusted Data
505,72.1996969696969,16,11,76,-60.168771878580884,176.14051905532114,Trusted Data
506,94.36999999999996,72,15,42,-72.45750365993945,139.50713782761295,Trusted Data
507,78.63033057851237,25,12,56,69.17906482868395,154.05484631524212,Trusted Data
508,94.78999999999996,78,18,12,-31.124985933548345,102.04218821738681,Trusted Data
509,94.90999999999997,72,16,98,-50.56421658936057,100.65055251199169,Trusted Data
510,79.09314049586774,100,16,16,18.241635416386558,99.5065567304303,Malware Detected (injection)
511,72.77545454545448,96,15,45,-89.79309395663351,51.265702904986426,Malware Detected (backdoor)
512,79.22537190082642,39,17,25,1.4531180447473417,58.679108116611104,Malware Detected (xss)
513,79.43198347107435,81,20,55,52.71136156324397,55.59561496563353,Trusted Data
514,79.8865289256198,34,17,37,39.14299953170604,68.47674701120374,Trusted Data
515,95.88999999999997,80,11,40,50.944890136657705,-127.62000788517229,Trusted Data
516,73.11636363636357,67,12,64,-62.601939807997105,105.7358927320426,Malware Detected (ransomware)
517,96.28999999999998,92,15,15,28.706763743186187,109.77859107047601,Malware Detected (ransomware)
518,96.43999999999998,94,18,62,16.26979213558414,120.8822706970999,Trusted Data
519,80.19231404958674,87,15,48,-30.36691534551356,5.887240656472699,Trusted Data
520,73.60121212121206,18,20,96,-72.06687335981795,78.9324697629392,Malware Detected (scanning)
521,80.58900826446278,31,19,24,20.075024896467383,11.760295875017306,Trusted Data
522,80.78735537190079,15,13,68,-31.800985090158342,-14.97282762976269,Trusted Data
523,97.05999999999999,32,10,49,-50.23654665472246,-4.065414581829998,Trusted Data
524,81.34933884297517,58,20,57,16.676166536543946,-17.627784050261766,Trusted Data
525,74.32848484848479,11,14,52,-35.92933296350525,-112.48849638653468,Trusted Data
526,97.54999999999998,64,12,24,-38.28861262783801,135.3847140806509,Malware Detected (scanning)
527,74.72242424242418,40,15,34,-71.26144040204588,-15.429909251879309,Malware Detected (ransomware)
528,74.97999999999993,96,12,77,-66.62556261507571,-48.17709414324412,Malware Detected (backdoor)
529,97.78999999999998,65,11,92,47.77596239685337,-138.83976821282397,Trusted Data
530,81.82041322314046,36,11,51,-32.03372151843196,93.17185967608413,Malware Detected (password)
531,82.24190082644625,16,18,65,0.35049367757900995,14.54510114853494,Trusted Data
532,98.70999999999998,97,20,42,19.07234432351278,94.34175637504109,Malware Detected (ddos)
533,75.56333333333326,52,11,51,-67.61635982230382,70.83571624184566,Malware Detected (injection)
534,82.77909090909088,80,19,75,-7.026252363713127,5.9916302682689775,Trusted Data
535,99.12999999999998,10,13,84,-18.57356140240681,-46.358974543968856,Trusted Data
536,83.39892561983469,78,13,53,18.86160653111358,27.485559677141566,Trusted Data
537,99.96999999999998,79,13,73,44.87821332454311,68.7848114342627,Trusted Data
538,75.9496969696969,75,11,21,-66.73595739355565,40.91086270382763,Trusted Data
539,76.10878787878781,61,20,21,-2.8637541940761366,177.86796008566046,Trusted Data
540,83.8369421487603,64,16,80,75.3388901124255,101.60413365354657,Trusted Data
541,76.26787878787871,97,13,63,27.533287330033488,-120.81830901372939,Malware Detected (backdoor)
542,100.69999999999999,34,19,70,86.31867722373002,69.05944566177666,Trusted Data
543,76.74515151515145,75,13,20,-47.68934608892631,-131.4608230207726,Malware Detected (dos)
544,84.49809917355368,60,15,66,81.47081307052323,-9.177734046860309,Trusted Data
545,101.39999999999999,91,19,78,42.889569857777474,49.85519157173917,Malware Detected (password)
546,85.04355371900823,78,13,16,62.298464703110994,-12.215100183059263,Malware Detected (mitm)
547,76.8966666666666,54,18,60,58.568311172121156,-119.1896151606157,Trusted Data
548,77.35121212121206,44,15,84,-77.10029345666054,104.40104813718006,Trusted Data
549,77.9875757575757,89,13,93,-56.17756041772863,-166.32716332391118,Trusted Data
550,85.1757851239669,29,14,27,-53.81427436455269,-39.64334048787845,Trusted Data
551,102.17999999999999,38,18,95,-42.75662149612227,-149.42253460919102,Malware Detected (backdoor)
552,85.39892561983467,23,12,93,19.552123315269313,-32.44579655359104,Trusted Data
553,78.69212121212115,36,18,23,-64.04393936310075,-17.575904650802414,Malware Detected (injection)
554,86.16752066115698,14,10,10,36.962915544754495,74.76631272860737,Trusted Data
555,103.13,51,12,92,-23.729188447233952,92.65244621786724,Trusted Data
556,86.27752066115698,33,11,77,88.40560936861382,-1.1424492444574526,Malware Detected (password)
557,86.91388429752062,24,13,16,10.822122054219449,11.685051903944156,Trusted Data
558,87.0461157024793,92,10,31,49.61211581551177,15.03865776445815,Trusted Data
559,87.30231404958674,82,13,28,52.215879639465044,51.91710607336867,Trusted Data
560,78.86636363636357,98,11,64,-22.921901643270147,93.99882458236124,Malware Detected (ddos)
561,79.35121212121206,75,17,92,-85.39015638760952,114.76367614499753,Trusted Data
562,104.05,86,16,21,-80.33103681753117,-18.86653031370045,Trusted Data
563,104.25999999999999,30,17,80,-54.836807725125574,-42.538437620566725,Trusted Data
564,80.04818181818176,85,19,85,-86.60958199688756,-108.69292315601218,Malware Detected (ransomware)
565,105.05999999999999,80,11,77,-59.411247049691084,-60.16472937430413,Malware Detected (injection)
566,87.53371900826443,38,18,84,-14.469595063860226,116.78537566411444,Trusted Data
567,88.22793388429749,91,14,96,7.542199073767961,-43.82004595887554,Trusted Data
568,89.02132231404956,18,15,61,37.13916933393499,-57.39745377097779,Trusted Data
569,105.82999999999998,19,11,39,81.79255853868355,-116.93572924493408,Malware Detected (ddos)
570,80.69212121212115,53,19,17,-17.519668862086704,179.83332224296703,Trusted Data
571,106.21999999999998,76,11,12,68.05156233957982,25.719744727906573,Malware Detected (password)
572,106.33999999999999,16,13,21,24.83057535933213,-41.89088942278332,Trusted Data
573,80.82090909090903,11,11,67,-38.14634925489209,149.48851706899757,Trusted Data
574,81.32848484848478,95,16,56,-43.863945341241916,148.0118726015305,Trusted Data
575,106.54999999999998,19,19,55,-72.06205346198475,-39.24210359457561,Malware Detected (password)
576,81.7527272727272,81,12,74,-60.71864650895678,-21.6554979076993,Trusted Data
577,89.52545454545451,88,14,64,-40.83577208385946,-15.28193368519399,Trusted Data
578,107.09999999999998,74,14,10,-49.67161714311272,149.10914154333346,Malware Detected (ransomware)
579,90.05438016528922,59,20,66,34.40240813977975,-5.608712970416946,Trusted Data
580,107.20999999999998,75,15,65,58.61912756206854,163.14121319886652,Trusted Data
581,107.85999999999999,94,13,53,28.548000908448955,-138.17313349754446,Trusted Data
582,82.31333333333326,91,13,66,4.946184878943569,-119.51714285335635,Malware Detected (ransomware)
583,108.38999999999999,77,15,54,63.252035175273136,-131.46656472238647,Malware Detected (backdoor)
584,82.81333333333326,67,14,81,-36.52912130038594,149.35890126376603,Trusted Data
585,83.42696969696962,98,17,28,-27.362540607362156,-90.98768636176833,Trusted Data
586,90.59983471074376,43,14,19,-46.79290940569034,-4.661611821053867,Malware Detected (xss)
587,108.92999999999999,83,12,54,-70.46915789610125,112.84101242941927,Trusted Data
588,90.7568595041322,23,10,99,-30.487613985536022,-26.316776107988574,Malware Detected (backdoor)
589,91.57504132231401,52,20,46,78.37315851640912,32.38178979469811,Malware Detected (backdoor)
590,109.47,51,13,20,-3.8893987334802915,-120.04454685235649,Trusted Data
591,83.63909090909084,58,20,19,-27.30630865287047,-139.66383043899359,Trusted Data
592,109.67,55,16,46,11.592470359664176,151.19117418904722,Malware Detected (ransomware)
593,91.9552066115702,83,17,76,57.73708117933171,-75.90402375694056,Trusted Data
594,83.78303030303023,37,18,49,-68.29093097639804,-26.0964391420095,Trusted Data
595,110.13,18,12,29,43.18246983899354,-153.0155937660345,Trusted Data
596,110.42,39,18,35,-19.589235814127733,43.09581507503458,Malware Detected (xss)
597,84.15424242424236,35,10,84,-19.110713756773805,146.48226872412744,Trusted Data
598,110.77,68,15,98,58.37493715214708,-160.4197866113508,Malware Detected (xss)
599,92.58330578512393,63,12,94,37.533007375980446,34.794016869629985,Malware Detected (scanning)
600,84.790606060606,73,14,18,-62.02763661877983,123.2410656931578,Trusted Data
601,93.36016528925616,81,15,63,85.82817789655866,-48.80213035264404,Malware Detected (ransomware)
602,84.92696969696964,68,20,54,-68.64272421197796,23.563836325706774,Trusted Data
603,111.75,12,16,46,18.51167655357814,39.03335073977303,Trusted Data
604,93.88082644628095,15,14,75,76.94158806196307,149.65816520108342,Malware Detected (ransomware)
605,112.21,11,19,95,29.98507603212161,164.1651275997146,Trusted Data
606,85.33606060606054,84,17,65,-43.14091477635435,132.88554030411774,Malware Detected (dos)
607,94.50066115702475,90,10,30,80.823286101755,-124.00337172522677,Trusted Data
608,94.74859504132228,67,12,85,67.20402398221461,88.35021523085425,Trusted Data
609,85.82848484848479,96,16,66,-72.35763935033981,74.86899740025206,Trusted Data
610,86.32848484848479,62,16,51,4.1843379637000595,-171.79170205063585,Trusted Data
611,113.16,99,16,41,74.05302420658941,31.39819977958311,Malware Detected (scanning)
612,113.57,51,10,17,15.564373927963643,-80.89813363411018,Malware Detected (scanning)
613,113.74,43,17,21,-1.0808854083554138,46.24688873725344,Trusted Data
614,86.71484848484843,62,13,42,-35.545485943343834,-14.651807386214813,Trusted Data
615,113.94999999999999,24,11,70,-62.93968068012362,112.04309558522152,Trusted Data
616,87.03303030303024,39,19,81,-40.467752079837545,-75.86352600412873,Trusted Data
617,87.6466666666666,96,13,83,-76.12484256894678,119.75454838887225,Trusted Data
618,95.45107438016525,45,12,53,80.23909872110039,-69.94888763163368,Trusted Data
619,114.64999999999999,50,19,60,46.051409479231864,114.86901687447022,Trusted Data
620,95.88909090909087,60,20,92,-19.895605627976494,-52.11063382752201,Trusted Data
621,115.24999999999999,27,10,33,-5.801130233488422,134.9667804501388,Malware Detected (scanning)
622,96.64942148760326,39,13,72,79.2147213592855,-63.042045445568476,Trusted Data
623,115.57999999999998,90,16,37,9.978476317674406,28.93660559603464,Trusted Data
624,115.94999999999999,21,20,38,80.48626972563332,109.94941153193702,Trusted Data
625,97.24446280991731,11,18,18,72.85045923478674,-120.65345134482928,Malware Detected (ransomware)
626,88.27545454545448,20,11,81,13.083337943517293,-89.22494372369187,Malware Detected (ddos)
627,116.32999999999998,100,16,83,10.591516951583884,83.26045730001744,Trusted Data
628,88.88909090909084,95,13,66,-31.021726552474192,162.37519301015732,Trusted Data
629,89.38909090909084,76,14,64,-29.493185450732042,-143.49172843747868,Malware Detected (xss)
630,117.15999999999998,42,13,96,-72.16176479473826,1.3184861073073364,Malware Detected (backdoor)
631,97.39322314049582,85,18,85,-37.57679838185947,82.05039591572086,Trusted Data
632,98.0957024793388,64,11,66,-11.788219594706362,-52.33855444019703,Trusted Data
633,89.87393939393932,83,10,61,-21.932556639822295,145.81803716864374,Malware Detected (injection)
634,98.64115702479334,34,14,35,50.28200875685786,-23.593648035185197,Trusted Data
635,118.11999999999998,57,17,94,68.20096450769299,99.44020798178559,Malware Detected (dos)
636,90.33606060606054,40,18,31,-4.907711432462847,-164.34993227272932,Malware Detected (xss)
637,98.93041322314045,92,16,13,43.96969542430995,-28.551733340771023,Malware Detected (dos)
638,90.57090909090903,32,13,23,-62.650615511591496,-148.65656362033974,Malware Detected (scanning)
639,99.04041322314045,77,20,25,42.18753382663016,30.06944824285287,Trusted Data
640,99.24702479338838,55,16,90,-32.41499578563133,37.55342496766784,Trusted Data
641,90.74515151515145,93,10,96,-49.42491985295003,-54.07301086709187,Trusted Data
642,119.05999999999997,53,20,14,-27.315937167259285,-156.7940253672048,Malware Detected (dos)
643,119.19999999999997,63,11,71,45.94248016615654,-164.13797011033938,Malware Detected (ransomware)
644,119.90999999999997,54,16,92,20.887404686455284,-95.20200996610254,Trusted Data
645,99.99082644628093,86,19,24,16.055951247924455,-92.44185308270472,Malware Detected (xss)
646,91.47242424242418,12,20,90,-8.631227598796471,119.37622234760852,Trusted Data
647,100.18917355371894,16,10,21,38.76133294560117,-11.638254435997084,Malware Detected (xss)
648,100.36272727272721,65,11,24,-2.9007039631266878,92.95845688791911,Trusted Data
649,100.56107438016522,27,19,50,6.084236163212751,56.87527693716609,Malware Detected (password)
650,92.15424242424237,57,10,59,-72.12487514952035,37.475758879076324,Trusted Data
651,120.82999999999997,38,13,64,-43.68201587283996,116.37094369493735,Malware Detected (injection)
652,100.9742975206611,86,14,89,84.83413877724729,-79.0295246079743,Trusted Data
653,92.60121212121207,60,10,61,-84.21060793923915,-127.63667900736394,Malware Detected (injection)
654,101.70983471074373,51,13,47,87.02456268223204,114.25087225552335,Trusted Data
655,121.46999999999997,46,17,70,-47.99328986572606,-142.2483851491097,Trusted Data
656,93.06333333333329,69,11,84,-6.849348099182222,161.16121083661415,Trusted Data
657,122.16999999999997,45,10,62,-17.245133585433607,124.19793137344419,Malware Detected (scanning)
658,102.09826446280985,90,17,65,-29.11436112665097,40.423175688345,Malware Detected (ddos)
659,122.78999999999998,31,11,83,-51.799790797392724,27.982295891782428,Trusted Data
660,93.69969696969693,61,11,65,-6.776852664391953,-141.13018904639765,Malware Detected (backdoor)
661,94.19212121212118,20,17,69,-9.460689221382296,160.7669598937362,Trusted Data
662,102.63545454545448,58,10,87,73.37535367184762,53.81051886528658,Trusted Data
663,103.3544628099173,35,15,35,6.251188791273975,34.788987194377654,Malware Detected (injection)
664,94.71484848484845,89,15,100,-52.62650872392405,171.75016758106506,Trusted Data
665,123.61999999999998,29,13,11,36.15885633898074,146.42657260977984,Malware Detected (ddos)
666,123.72999999999998,39,17,54,-25.820220663642544,36.135585558325744,Malware Detected (password)
667,124.26999999999998,80,16,100,-45.98623994942973,-158.08777778554298,Malware Detected (ddos)
668,103.6437190082644,55,16,44,-68.18572947090504,73.23739209033388,Trusted Data
669,125.26999999999998,80,16,95,17.742599979673543,127.50444168185851,Trusted Data
