TaskID,TaskFileSize,TaskOutputFileSize,TaskFileLength,CpuTime,TotalLength,UserLatitude,UserLongitude,GA_predicted_DC,SNAKE_predicted_DC,ENSEMBLE_predicted_DC,ENSEMBLE_predicted_VM,SNAKE_predicted_VM
305,84,19,65,6.395740333452989,65,-89.80299184026035,22.3113957181092,4,4,3,3,1
306,93,19,35,12.002427646178818,35,37.77988091291036,-22.34018619145209,4,5,5,3,1
307,47,14,59,11.002932921730723,59,-51.37458840716644,169.12573994486365,4,4,3,3,1
308,75,20,58,6.41138005870016,58,-83.8947341880944,171.53834563994388,4,3,3,3,1
309,91,15,65,11.048101692261996,65,58.35000135795673,-69.40235161346065,4,4,5,3,1
310,39,17,42,5.844861196601604,42,79.50687989761892,-60.87678496802751,5,5,5,3,1
311,94,18,96,1.124501115516502,96,-14.840193397555351,128.9171966380386,4,4,3,11,11
312,78,12,52,10.547417762149244,52,76.49972913624268,-167.6047124054546,5,5,5,3,1
313,88,10,12,10.071219457096214,12,49.68041870323262,-24.73788381546493,5,5,5,3,1
314,16,20,22,3.154127382880968,22,-35.0213690825432,9.651513766768886,4,4,4,1,1
315,72,11,24,5.534504741365725,24,17.736262925413044,65.56435892179826,4,4,4,3,1
316,11,12,38,13.470955986222876,38,-26.838818477312024,138.15157879649,4,3,3,3,1
317,31,18,73,12.2462279999466,73,-74.96182733261884,111.77787161161984,4,4,3,3,1
318,48,17,34,5.747011059834612,34,60.00876841825587,-162.62478007562112,5,5,5,3,1
319,86,14,44,13.709672613702889,44,58.63952627525481,71.64321130848074,4,4,5,3,1
320,83,14,68,1.9368564606528096,68,-70.7522100961186,15.663360257925518,4,4,4,10,11
321,90,12,51,14.57327298445849,51,-87.93580869163536,36.69955020319051,4,4,3,3,1
322,12,18,16,10.74865903685997,16,-52.402622980754174,143.7630000142088,3,3,3,3,1
323,36,16,20,11.10977583234513,20,-5.997796276137706,82.2142780362422,4,4,4,3,1
324,34,10,38,7.642223075074174,38,63.81736394511424,-137.89782430555042,5,5,5,3,1
325,60,16,100,12.163073297402716,100,-28.31779814616993,76.34833085612394,4,4,4,3,1
326,31,12,91,13.193444232669847,91,-58.40216584544646,94.56345672754765,4,4,3,3,1
327,15,10,18,1.846971515836212,18,75.73346689425085,-174.7899028145622,5,5,5,1,1
328,12,12,34,6.543208166794068,34,-3.0735099395600827,-169.8885720457109,3,3,3,3,1
329,95,14,38,6.815024695540143,38,-10.868626414635642,-164.3553179648175,3,5,3,3,1
330,56,17,93,5.059327613959262,93,-7.889877881082867,113.3506650570542,4,4,4,6,5
331,62,16,96,3.62955811293786,96,78.74587831234152,146.51572493664105,4,4,5,9,10
332,52,11,17,4.8648118759951,17,27.92484507642781,22.39549089016592,4,4,4,3,1
333,81,19,19,7.725421561987455,19,77.03676927692752,-90.23766300349726,5,5,5,3,1
334,20,10,40,3.191772475388239,40,72.05874061719379,-62.19098997393654,5,5,5,3,3
335,45,16,76,6.721332644852814,76,81.75195740238698,-21.609551886887857,4,4,5,3,2
336,12,18,93,11.586459645505707,93,-58.711621205129234,13.842639495938757,4,4,4,3,1
337,10,14,92,0.0160016345273583,92,-37.80417279506126,83.38726183617092,4,4,4,13,11
338,91,17,38,12.681499918594568,38,-58.44685617935631,77.89428472519592,4,4,3,3,1
339,73,14,99,9.283166762932485,99,2.5870004645384057,74.15533916708472,4,4,4,3,1
340,90,18,88,13.516917465875135,88,-49.91437287769436,179.27243986653036,4,4,3,3,1
341,79,15,36,13.7304517360786,36,-67.75640231978049,60.09234858527171,4,3,3,3,1
342,24,20,47,7.535126269260084,47,24.472659979316845,-12.429781005623738,4,4,4,3,1
343,88,20,23,8.420299215990283,23,-40.306874749075895,-149.4787292252502,3,3,3,3,1
344,17,13,99,1.1117950419909175,99,-2.7603286842172423,126.09168804208385,4,4,4,11,11
345,30,14,42,6.228265469251272,42,-24.837622755074875,35.09042010109599,4,4,4,3,1
346,18,15,86,14.498182669787088,86,19.826607793021097,88.82002157361075,4,4,4,3,1
347,12,18,16,8.602523377109907,16,29.5107738445482,96.11950179224158,4,4,4,3,1
348,15,13,72,12.026329285967345,72,-2.7101322977821525,-122.39269860624368,4,4,3,3,1
349,79,15,12,12.474357062091409,12,-17.818230505789003,163.45058755626815,3,3,3,3,1
350,74,14,33,11.505256643591643,33,81.56187478634712,-129.39051597830235,5,5,5,3,1
351,66,20,69,6.732436956805252,69,50.5869224782833,153.11658889558817,4,4,5,3,1
352,47,18,37,9.72327803076034,37,37.31669002108968,-24.71109819299184,4,4,4,3,1
353,96,10,59,11.717266237894677,59,-58.78829336691051,-9.591417662708407,4,4,4,3,1
354,68,11,56,2.1363551228866102,56,14.463458736117644,28.348867719796687,4,4,4,9,9
355,21,16,56,5.333648467263724,56,-56.62213842558314,-50.08214585392133,4,4,4,3,1
356,34,19,38,10.038049083765516,38,-20.3685711862946,116.91334805523768,4,4,3,3,1
357,81,19,56,8.982109200216398,56,-9.022439700896244,35.66202847228374,4,4,4,3,1
358,68,13,17,11.751615454843469,17,60.78880516475843,91.2968917283868,5,5,5,3,1
359,79,11,42,4.377473060783923,42,12.297384396992982,134.91446585125465,4,4,4,3,1
360,62,12,56,9.942418725944282,56,27.61785089310013,-66.18029656929498,4,4,5,3,1
361,59,15,82,3.837957250366784,82,2.558233819290137,157.7492993710672,4,4,3,7,7
362,24,14,13,4.592488451879445,13,68.8424749914449,-145.84245103930294,5,5,5,3,1
363,51,14,50,11.43419227732856,50,46.67513476522316,123.36802222285952,4,4,5,3,1
364,15,10,23,14.516083820406791,23,-76.1904020944079,97.32855099979037,3,3,3,3,1
365,14,20,15,7.56630627022304,15,21.41200565903924,-25.06168843017298,4,4,4,3,1
366,64,19,91,10.682803642661163,91,-80.59105200815569,176.64810465765095,4,4,3,3,1
367,88,17,20,14.274480440416673,20,33.30369444290186,96.26296744044748,4,5,5,3,1
368,36,10,69,12.470153358043795,69,-22.08208039533656,-33.367755936218515,4,4,4,3,1
369,82,12,60,13.763612272285147,60,3.9790600693573737,106.8801681011941,4,4,4,3,1
370,46,18,55,9.013720825633165,55,-12.41762975228987,63.75334048557548,4,4,4,3,1
371,61,18,41,12.42760094858254,41,57.15460691901976,66.12687398258896,4,4,5,3,1
372,99,15,76,1.3102435953732463,76,86.99884174673994,131.78769799693413,4,4,5,10,11
373,87,15,64,3.366063534523062,64,51.794535673495886,68.126084012066,4,4,5,6,5
374,70,17,91,11.603807372568372,91,-13.18503521410102,0.0213882083361625,4,4,4,3,1
375,43,20,32,6.448507142915398,32,9.138078616382614,-167.42220159344183,5,5,5,3,1
376,40,11,69,1.5686120839562268,69,-8.883818709631655,-80.18431758783603,4,4,5,10,11
377,17,20,49,2.893770170164225,49,16.37771157847925,49.75804907241604,4,4,4,5,5
378,82,13,42,6.174525442948876,42,-37.462136628008025,57.61439452203817,4,4,4,3,1
379,24,15,39,12.25914290369167,39,77.39102056898324,101.53686766592595,4,4,5,3,1
380,14,16,11,4.677495303921447,11,-73.92987337483808,-22.068724998547992,3,3,3,3,1
381,53,20,15,8.382680874650557,15,45.07606229427984,-176.18335000356123,5,5,5,3,1
382,69,12,85,3.1865582651540967,85,-45.86192261035245,33.20956641814877,4,4,4,9,10
383,11,16,73,7.525484970759441,73,14.535731851807654,-86.60710460094526,4,4,5,3,1
384,50,11,48,13.677018456178594,48,44.56474860865848,-142.18542627068177,5,5,5,3,1
385,39,11,81,3.6316404294952505,81,70.34018481770832,-33.96899746878984,4,4,5,7,7
386,37,20,19,3.818478121415807,19,-27.456495376519136,71.3324237186257,4,4,4,1,1
387,45,20,20,13.614288076470288,20,-69.36041033387274,-8.061521177648615,3,3,3,3,1
388,36,13,16,1.6713893109739892,16,-77.79424762108378,24.16654246054992,3,3,3,1,1
389,67,16,86,8.605501219284589,86,70.63148621676538,-151.258590269588,5,4,5,3,1
390,66,14,81,14.43675601412735,81,46.54127028440041,161.39784518263855,4,4,5,3,1
391,19,13,53,8.756451637167858,53,15.099951771640336,119.16814057108064,4,4,4,3,1
392,61,17,83,11.619245998178554,83,19.698159200745536,79.82104756765733,4,4,4,3,1
393,59,15,24,0.6924741079693425,24,-1.4570612097111706,-6.460066408938673,4,4,4,9,11
394,89,10,14,6.374451179347683,14,-12.28497908646696,95.58884091942582,4,4,4,3,1
395,92,18,94,5.011321519747304,94,-74.82577921633708,-33.03285922787845,4,4,3,6,5
396,66,19,80,14.652320030063876,80,-23.15472930533072,38.79876305339249,4,4,4,3,1
397,37,20,38,13.512536416842236,38,76.4829341619645,155.19222315608334,4,4,5,3,1
398,63,20,26,9.901976301570558,26,-89.95012024889273,-72.80729854334912,3,4,3,3,1
399,37,13,20,4.282606555102608,20,15.855441061627388,48.83202419552399,4,4,4,3,1
400,36,10,34,3.372531648738886,34,66.42677245397667,141.92896892189316,4,5,5,2,1
401,44,10,24,2.4307069650612663,24,-32.057560763412305,-161.8826591288551,3,3,3,2,1
402,60,19,25,8.271667606987966,25,58.3368724567822,-164.30351789721487,5,4,5,3,1
403,37,16,15,12.452665807632751,15,57.7688056415881,177.85403486718178,4,5,5,3,1
404,14,12,54,0.8975378322802863,54,25.655912761771248,20.62331974061425,4,4,4,9,11
405,30,18,99,14.43024883742222,99,54.61569741787076,19.69047930151441,4,4,4,3,1
406,37,12,50,13.025533023293372,50,82.2730823089328,91.66955675282492,4,4,5,3,1
407,75,16,11,11.408356096865363,11,51.91584725913708,-15.470739419312252,5,5,5,3,1
408,98,10,37,2.1494988699124744,37,68.07708033396281,62.94889543570119,5,5,5,3,5
409,75,13,12,0.5015143323188981,12,70.97511255661664,-115.80166760896024,5,5,5,9,9
410,18,18,26,2.981558556489942,26,-46.62092453697356,-65.23271076950446,4,4,4,2,1
411,74,19,16,14.862528992913402,16,4.046287516093955,-79.33940030027287,5,4,5,3,1
412,59,12,78,2.7394761619125174,78,-47.094897689588414,-80.54472297874895,4,4,3,9,10
413,55,12,100,14.225842904549571,100,86.63286287840918,-54.62590531934316,4,4,5,3,1
414,24,17,37,13.144943568433405,37,62.19445415394139,-15.979633661469933,4,4,5,3,1
415,46,15,97,0.6904046117165202,97,-50.16624262533603,-174.8697621673886,4,4,3,11,11
416,71,20,21,12.225820576199636,21,-0.072410666405176,-172.971159859916,5,5,3,3,1
417,86,10,33,1.142047904301315,33,0.9510542622147112,43.633287986299365,4,4,4,9,10
418,89,11,96,8.123853741240188,96,-75.87151117207691,12.791140521322518,4,4,3,3,2
419,46,16,89,11.096881289250708,89,-50.342592062317095,129.6679528468813,4,4,4,3,1
420,84,16,18,8.717398192894862,18,64.22601144037384,138.1797982919822,5,5,5,3,1
421,35,13,71,11.60655724005618,71,-32.68247066449904,29.252113363082746,4,4,4,3,1
422,95,12,21,8.724374478537385,21,4.875690425556613,37.54212802608444,4,4,4,3,1
423,80,18,52,7.321091311274111,52,-27.79514710428431,-17.04717145891982,4,4,4,3,1
424,26,18,58,14.823068487699592,58,-89.6347301905719,-163.5124392515689,3,3,3,3,1
425,77,19,19,1.2082408218627334,19,-14.889170542708456,-77.10526116305516,5,5,5,4,4
426,24,12,37,12.216349338924262,37,4.83688080859919,-152.56784918149037,3,4,3,3,1
427,15,18,55,4.497648213080698,55,-12.0619900123221,167.6077142327759,4,4,3,3,3
428,91,12,47,9.245622275210923,47,-65.12808401337372,-81.41387210730711,4,4,3,3,1
429,22,18,15,13.76769708098012,15,61.89508990349916,-64.71314298676012,5,5,5,3,1
430,41,12,35,12.46951983016689,35,59.3922205427387,131.41049460937586,4,5,5,3,1
431,17,17,30,5.222030765311833,30,-16.663965590685663,3.745397017486283,4,4,4,3,1
432,98,14,16,14.05527241333621,16,-67.54263181056982,-85.29079012488224,3,4,3,3,1
433,72,13,39,11.03235420206804,39,33.803249812766055,-148.78007335825097,5,5,5,3,1
434,76,14,80,2.9566992802921206,80,-39.8727149717312,69.55961252346688,4,4,4,10,10
435,51,18,12,6.665610155245966,12,80.89262018475924,142.6853143567269,5,5,5,3,1
436,57,14,36,8.338090208332867,36,24.683030540955457,63.95977954518739,4,4,4,3,1
437,40,16,34,9.21042891890646,34,10.301371561359131,100.95641421870432,4,4,4,3,1
438,31,13,82,0.5556072947717994,82,46.34339969366599,38.49987982570602,4,4,4,9,11
439,41,18,87,6.360816309989583,87,-36.506110359392856,149.89307360500345,4,4,3,3,3
440,97,17,68,14.977601234424816,68,29.98912734534339,34.151328025022934,4,4,4,3,1
441,58,12,35,2.871789858139796,35,67.370413331328,-125.7708637477188,5,5,5,3,2
442,59,17,95,13.24495055515246,95,8.768596889003177,164.0985661877546,4,4,5,3,1
443,72,19,30,9.051810632332964,30,-1.3271865066868995,29.296917783438857,4,4,4,3,1
444,100,19,82,7.599248080860214,82,25.96921643368978,69.8933981207339,4,4,4,3,2
445,29,20,76,11.167974104874585,76,36.78407706143369,24.714322827116234,4,4,4,3,1
446,18,20,17,3.1603715566733688,17,84.25179162658503,-125.6178431992338,5,5,5,1,1
447,38,11,80,7.227329991061403,80,2.247345004027821,-47.890727331960846,4,4,4,3,1
448,58,17,24,4.888326982196262,24,87.2794047959874,151.740407701876,5,5,5,3,1
449,22,20,96,7.195151289401548,96,-13.701868890701334,-10.186839084534768,4,4,4,3,3
450,67,13,41,11.188589571389985,41,48.22901516010401,-84.50346952963277,5,5,5,3,1
451,47,14,89,9.014325144269172,89,6.264992075850273,164.68285016723536,4,4,5,3,1
452,97,15,79,0.2710005191776793,79,-7.741609517556341,-122.4758569572887,5,4,5,9,11
453,10,20,32,11.037820947493389,32,28.80610815961816,166.02261874677862,4,4,5,3,1
454,82,14,95,2.539216976191201,95,32.616174630157175,81.2441826091939,4,4,4,9,11
455,71,13,82,3.34818029958064,82,24.9887306090438,21.67319988932374,4,4,4,9,9
456,80,12,68,9.626360150564734,68,-2.360016698600901,-162.7966542083779,4,4,3,3,1
457,67,13,26,11.35919997143257,26,18.835916776984902,146.55448003372464,4,5,4,3,1
458,80,14,31,8.52344926104097,31,19.176196337019235,67.23044578060805,4,4,4,3,1
459,74,11,31,8.290480367852314,31,76.16341164088578,-107.788703379346,5,5,5,3,1
460,25,17,36,3.8558527415003656,36,89.64637764865236,119.37779264940735,4,4,5,3,1
461,39,18,28,11.319876991970547,28,-20.64195885068297,70.91245123490953,4,4,4,3,1
462,62,20,98,0.0167226510223955,98,-68.40390890085456,119.35809795686328,4,4,3,9,11
463,89,15,40,6.034305175356535,40,71.33933564893303,-102.16489885210292,5,5,5,3,1
464,60,18,26,9.892549234316284,26,-51.812351192286414,34.77192271765395,4,4,4,3,1
465,43,14,98,14.79135246410887,98,-27.4366280272614,10.221723675696694,4,4,4,3,1
466,83,15,69,0.289843996969143,69,-43.654588262849565,33.45870801597849,4,4,4,10,11
467,75,20,92,3.2089590975675053,92,30.01576324179679,-77.19168807131018,4,4,5,10,11
468,93,13,27,2.2101021380861017,27,89.76184211892848,40.30075028041296,5,5,5,3,3
469,30,20,72,2.147215923213146,72,66.7515385783866,-33.00962478360523,4,4,5,9,11
470,58,16,43,14.801483214665671,43,-82.15881742789742,-66.41077522382831,4,4,3,3,1
471,85,15,100,2.2406232401434165,100,-89.88502595928692,44.64434502804639,4,4,3,10,11
472,89,13,39,7.522174035246322,39,69.98240760230908,-54.24729988717101,5,5,5,3,1
473,85,17,52,9.776828855358984,52,74.77269560054282,124.64061705374644,4,5,5,3,1
474,51,18,76,9.461145126548775,76,73.0740509747983,157.34368596591457,4,4,5,3,1
475,36,18,18,4.263744319754771,18,44.54349992085128,-29.39836270111413,4,5,4,3,1
476,59,14,61,3.607049592588638,61,47.477686149391474,-25.427485419614868,4,4,4,6,5
477,72,17,58,5.950823974407852,58,-76.26515122714234,-101.30934036437957,4,4,3,3,1
478,73,12,33,2.853746991054496,33,-49.40264900638961,159.6319938731153,3,3,3,2,2
479,24,15,72,13.255088877431136,72,-8.451242261014684,13.075434983706288,4,4,4,3,1
480,42,15,83,4.041423872233619,83,-85.57256129965188,-157.07134798991842,3,4,3,7,6
481,96,10,58,5.935460387701774,58,62.36284327758656,154.66701958661378,4,5,5,3,1
482,40,17,52,7.094983844050342,52,-35.751925795091985,-97.29951892229084,4,4,3,3,1
483,62,15,32,14.027478585101028,32,-65.39102388810944,-48.62969245288824,4,4,4,3,1
484,31,12,59,6.65608501588425,59,85.3590959887421,-81.36484541509675,5,5,5,3,1
485,69,11,79,5.073322429383132,79,89.57025135389966,22.48632321117381,4,4,5,5,4
486,70,14,53,13.500784190827158,53,44.02676015530059,-112.46432502202718,5,5,5,3,1
487,54,11,48,12.444240878935972,48,21.611331797154207,110.00302716708144,4,4,4,3,1
488,74,10,62,11.81287776583556,62,-30.907285981174383,-176.722827029081,3,4,3,3,1
489,75,15,26,5.934039548536678,26,-22.95099966415796,-47.85263172037611,4,4,4,3,1
490,23,13,83,6.924402950849991,83,-29.744825143331298,31.99824242436605,4,4,4,3,2
491,32,18,91,9.523827562272572,91,-1.5912609438096297,43.18724465490072,4,4,4,3,1
492,17,18,32,2.8474172391622634,32,-65.28652848769136,145.1639296638486,3,3,3,3,2
493,34,12,86,7.572436256066751,86,-0.1642196447179316,67.95826273647091,4,4,4,3,1
494,84,16,18,11.24093387619019,18,2.941048720063748,-165.0371288155821,5,5,3,3,1
495,57,14,74,11.927978082111856,74,25.201390177736613,135.6211640816145,4,4,5,3,1
496,44,10,87,13.23260420691285,87,62.32492423983092,160.0396264842219,4,4,5,3,1
497,42,13,20,14.359785519361475,20,39.76034292255221,0.9184217244950617,4,4,4,3,1
498,31,17,23,4.658213239407906,23,-55.767424216138494,-117.9239274543584,3,3,3,3,1
499,51,10,23,7.698138184369718,23,87.56100617500388,85.7469418710233,5,5,5,3,1
500,76,12,41,1.885697192290422,41,-6.417670203506148,-155.94218243688294,3,5,3,9,7
501,97,20,75,14.351434321888656,75,-0.0312595869183098,126.3841154494864,4,4,3,3,1
502,46,19,72,13.625900430556346,72,21.94443552764372,-119.2261659446634,4,4,5,3,1
503,72,16,85,2.8291494052291464,85,47.46722343460365,65.1666386836479,4,4,4,9,11
504,49,13,84,2.8869453018872178,84,32.94183874034725,122.88336295639796,4,4,4,9,11
505,62,11,36,11.69806217712563,36,41.6694141898339,-0.1227023215926408,4,4,4,3,1
506,36,13,92,6.798084275606809,92,-0.0354401869262517,150.21802631785306,4,4,4,3,3
507,41,17,88,4.542775501949526,88,-56.90880108746414,160.7173088943419,4,4,3,7,5
508,84,18,17,9.283347687273253,17,68.10223726169261,8.870252605456756,5,5,5,3,1
509,86,15,19,3.1970254263158586,19,-17.467850601653197,131.0079185944088,3,3,3,1,1
510,74,10,38,10.659651419097658,38,-18.4026966743574,113.67559039836158,4,3,3,3,1
511,70,12,41,11.33239992645853,41,89.41568552183804,-64.18142531194698,5,5,5,3,1
512,62,13,93,8.68896007173785,93,85.65948034332706,53.0666289589937,4,4,5,3,1
513,30,13,78,1.4598731553366295,78,-36.6300750489184,169.23432455400308,4,4,3,10,11
514,84,10,83,10.226839587975016,83,17.522764376053757,86.222714317554,4,4,4,3,1
515,17,13,99,8.622280261068616,99,85.0744879286664,-83.09724573459549,4,4,5,3,1
516,46,16,71,13.056000746936022,71,50.18463412630717,-103.45015315528396,4,4,5,3,1
517,35,10,39,9.756721674139374,39,55.36133212542893,-163.70736122649464,5,5,5,3,1
518,45,12,61,14.53963102881062,61,-2.92241593309555,-152.60583646933858,4,4,3,3,1
519,52,19,64,9.268652549924449,64,-68.8242882924921,110.84988564132756,4,4,3,3,1
520,95,18,20,10.69209904535353,20,-62.94792635560939,7.464725432569594,4,4,3,3,1
521,75,18,19,1.4669255352738564,19,74.49788755051347,93.84715671892155,5,5,5,3,3
522,12,11,58,9.309058902716275,58,86.01112548479003,-17.52476733897737,4,4,5,3,1
523,99,13,69,7.860782678617957,69,62.07346191815259,-129.3287567695811,5,5,5,3,1
524,42,11,46,10.55301665860775,46,48.849783373350704,-7.824257322021481,4,4,4,3,1
525,58,10,29,8.351730747874495,29,-52.17248512468273,72.96688324714378,4,3,4,3,1
526,16,14,46,6.52295902077812,46,-47.7995092563592,-110.68959555297114,4,4,3,3,1
527,36,19,38,10.811117728123111,38,-35.863410942408194,153.46091285770711,4,3,3,3,1
528,50,11,88,12.784193457093446,88,-32.10602014398007,73.75345792995674,4,4,4,3,1
529,48,17,16,11.078162132490029,16,20.999414688005857,157.15355397278478,4,4,5,3,1
530,79,17,99,4.959151953083979,99,27.117898627519864,76.26634665968527,4,4,4,6,6
531,32,12,93,13.41585119688503,93,34.57628687608616,-102.30952714159372,4,4,5,3,1
532,70,19,51,13.338578215588631,51,-82.00329705586346,30.68431160089645,4,4,3,3,1
533,17,15,100,11.256533195574214,100,-43.49677696103019,4.250045555141355,4,4,4,3,1
534,69,15,17,0.8852583420397664,17,-9.224276261006509,92.25636699620571,4,3,4,4,5
535,69,12,32,13.161797275433376,32,-77.99404788382863,-66.12607933471331,3,4,3,3,1
536,22,13,21,9.17925904460394,21,-74.12518613048303,172.02885933561868,3,3,3,3,1
537,88,10,63,6.874444810458855,63,15.735783586759368,108.14218094040945,4,4,4,3,1
538,78,10,20,10.754358175124716,20,86.96362416859722,-9.815369305334258,5,5,5,3,1
539,90,15,94,12.722135758765637,94,62.42982383660572,138.32313565876984,4,4,5,3,1
540,66,16,88,4.97964867024289,88,-19.266343442605987,94.8107691697823,4,4,4,5,5
541,74,13,30,3.326477588743868,30,-13.559028199608846,-138.1116056604042,3,3,3,2,1
542,78,15,62,3.5006640801717985,62,27.20706874238776,-169.89189974600518,5,5,5,6,5
543,93,11,12,4.88179859942416,12,17.9737955236709,-19.583589527342667,5,5,4,3,1
544,44,17,90,14.24739443625682,90,-76.7227651287257,47.59163207373501,4,4,3,3,1
545,42,12,21,1.6225163635985107,21,85.17589107759989,-29.52693384247385,4,5,5,4,3
546,65,17,34,0.1239338540642293,34,-16.673590127482512,-170.31227839318603,3,3,3,9,11
547,11,10,27,0.4795720648449136,27,-30.544203688180303,26.01659021081537,4,4,4,9,11
548,46,16,50,1.8463625238467016,50,51.314250123673645,96.48486434010243,4,4,4,9,10
549,100,20,68,8.553389405668689,68,29.067724225126668,-85.99214924488541,4,4,5,3,1
550,45,14,53,8.827917762734407,53,-68.22078176867126,-129.77381784600055,3,4,3,3,1
551,72,13,86,4.9168728809188185,86,87.85290043355667,-29.160845439696743,4,4,5,5,5
552,82,19,14,7.863036028728192,14,31.26106529771951,-133.13680597386738,5,4,5,3,1
553,78,11,39,0.5318394003048005,39,-43.65430632664864,164.6068449354879,3,3,3,9,11
554,17,14,54,11.45422733137631,54,-24.801975102455444,-25.98402443938903,4,4,4,3,1
555,64,20,35,6.037439006815545,35,-19.602059110111128,71.54944521597471,4,4,4,3,1
556,64,18,96,2.880714453522656,96,43.34729713158421,-61.19134816000306,4,4,5,9,11
557,91,15,64,4.112936439575392,64,77.31410172435065,125.94673681543428,4,4,5,4,4
558,31,12,11,2.4570325415423766,11,82.32197933372922,88.24003107104414,5,5,5,1,1
559,83,14,41,2.495242154836278,41,-66.05963157103365,100.79342671784588,4,3,3,4,4
560,45,10,29,1.3472123760357908,29,-25.690646618321964,80.2743438319443,4,4,4,9,7
561,13,17,75,11.89807154599895,75,43.15012018141704,132.9645641811722,4,4,4,3,1
562,44,20,37,14.740283490145718,37,-51.01622959592957,-9.870196154189813,4,4,4,3,1
563,88,19,66,4.1586721898975885,66,-9.331168929687635,-131.75063473271527,4,4,3,3,4
564,57,13,96,0.037551368953142,96,-82.68329253087322,17.2119163754204,4,4,3,9,11
565,41,14,17,7.2649381512077245,17,-28.16207648364894,53.49797204373235,4,4,4,3,1
566,10,11,40,3.5405308528535784,40,-9.6814096383344,-147.83391428491524,3,3,3,3,1
567,58,12,35,7.220439037989301,35,-36.25385549505998,155.16138103297095,3,3,3,3,1
568,76,12,50,10.832183469516533,50,-2.221528587550239,-82.78603678686234,4,4,5,3,1
569,86,12,90,12.759392552925627,90,64.18636736939888,-113.61057155078076,4,4,5,3,1
570,26,20,63,6.008676087541849,63,-63.57343489033154,-13.500986426083417,4,4,4,3,1
571,11,14,50,14.936516217294557,50,-59.75294660515121,-10.05208441943074,4,4,4,3,1
572,95,19,36,14.910183741594206,36,-72.30036016505835,49.49721475311949,4,4,3,3,1
573,96,15,61,4.626761838140876,61,74.04738373242321,-160.7592542924368,5,5,5,3,3
574,96,19,43,3.747665914462223,43,-35.62492643576607,-11.135178823796023,4,4,4,3,2
575,31,20,23,8.56192799318897,23,42.83561773102136,40.06097440901533,4,4,4,3,1
576,68,15,72,9.177449023087728,72,1.0905746295632923,-93.75905312981256,4,4,5,3,1
577,99,15,81,3.012592383809904,81,19.57641102987091,-103.1921027486938,4,4,5,9,10
578,46,14,35,11.780973764133565,35,-33.45902984912348,13.319029965091204,4,4,4,3,1
579,73,16,100,2.323677546797243,100,-88.26752297478555,-154.4304882361694,4,4,3,11,11
580,80,18,92,9.899192408637507,92,46.49557147263792,132.05390848780235,4,4,5,3,1
581,19,13,84,5.458582142290446,84,-15.870674267862938,-39.50634837788644,4,4,4,3,3
582,96,14,69,3.3499525106486394,69,-58.11145418592832,-43.743615056475335,4,4,4,8,6
583,23,18,99,11.61611413646909,99,-42.30192159625172,-71.9686833251181,4,4,4,3,1
584,96,14,15,6.8039604224413495,15,66.06866030620262,52.88062456107298,5,5,5,3,1
585,88,16,53,8.027614117756972,53,-58.70209202027981,19.88787303362318,4,4,4,3,1
586,36,14,38,12.925086893383815,38,-85.65679562326847,-178.1033597136843,3,3,3,3,1
587,12,11,58,0.2318128084429244,58,-63.228372750265606,-62.86355818695186,4,4,3,9,11
588,43,12,21,3.095003407408476,21,7.929336711367839,-11.865575515158213,4,4,4,1,1
589,70,14,75,3.728164530380088,75,-61.25917886538787,104.41475595823306,4,4,3,6,6
590,94,15,57,2.753655805836188,57,17.844302225451003,-15.272463041978456,4,4,4,7,7
591,71,10,76,9.176431823037875,76,32.82052853001093,121.21735432961373,4,4,4,3,1
592,63,11,57,10.931623118980768,57,-2.1955044227994875,27.01504493196876,4,4,4,3,1
593,17,15,92,1.9788147791510016,92,-86.98034017764617,-43.53583025015519,4,4,3,10,11
594,36,14,25,10.82299826002094,25,-51.04799150901596,-74.37699628147939,4,4,3,3,1
595,96,19,25,12.04382525165524,25,-30.850206801489986,156.3093613375603,3,3,3,3,1
596,90,10,90,8.19599041839485,90,64.58266286316905,-7.122013591021528,4,4,5,3,2
597,58,20,25,2.775161882444132,25,86.58668166218439,139.24302605849533,5,5,5,2,1
598,96,12,46,1.788318529617314,46,-11.05506314748034,-69.45426618636033,4,4,5,9,10
599,70,19,73,4.743662980621899,73,56.60544313429045,-172.04875554636996,5,5,5,3,4
600,88,19,14,10.585508458132292,14,48.69080986679009,-30.33351138838978,5,5,5,3,1
601,45,20,28,4.288522739006865,28,-17.4399915425993,86.78922416321109,4,4,4,3,1
602,67,20,49,3.180778362209447,49,58.93119787458824,157.6240641026705,4,5,5,4,4
603,58,18,55,1.1087363088367563,55,-83.2017182228474,103.9231610643298,4,4,3,11,11
604,86,16,63,1.5706187602371364,63,89.70227693306799,60.15159725613651,4,4,5,11,11
605,60,13,32,0.5294400723942538,32,69.62364057469802,144.75854553386552,5,5,5,9,11
606,21,17,21,3.3051963612189788,21,53.202569976040536,118.41468412692666,4,5,5,2,1
607,67,11,82,0.2764977008098412,82,40.53181380744618,-101.14652058536396,4,4,5,9,11
608,40,20,56,7.853001618766648,56,-69.5341177110407,-95.7165546049488,4,4,3,3,1
609,48,15,26,2.1577629918387684,26,-33.86467204821513,-50.70797677818652,4,4,4,2,2
610,72,18,35,8.507734116431266,35,-36.10232287050516,2.4069798805932123,4,4,4,3,1
611,93,11,97,6.7013844401059695,97,-26.66279728965207,142.18210117244718,4,4,3,3,3
