,TaskFileSize,TaskOutputFileSize,TaskFileLength,UserLatitude,UserLongitude,DataCenterID,TaskFileSize_binned_small,TaskFileSize_binned_medium,TaskFileSize_binned_large,"UserRegion_(-0.095, 44.832]_(-180.331, -89.98]","UserRegion_(-0.095, 44.832]_(-89.98, 0.0105]","UserRegion_(-0.095, 44.832]_(0.0105, 90.001]","UserRegion_(-0.095, 44.832]_(90.001, 179.992]","UserRegion_(-45.022, -0.095]_(-180.331, -89.98]","UserRegion_(-45.022, -0.095]_(-89.98, 0.0105]","UserRegion_(-45.022, -0.095]_(0.0105, 90.001]","UserRegion_(-45.022, -0.095]_(90.001, 179.992]","UserRegion_(-90.129, -45.022]_(-180.331, -89.98]","UserRegion_(-90.129, -45.022]_(-89.98, 0.0105]","UserRegion_(-90.129, -45.022]_(0.0105, 90.001]","UserRegion_(-90.129, -45.022]_(90.001, 179.992]","UserRegion_(44.832, 89.76]_(-180.331, -89.98]","UserRegion_(44.832, 89.76]_(-89.98, 0.0105]","UserRegion_(44.832, 89.76]_(0.0105, 90.001]","UserRegion_(44.832, 89.76]_(90.001, 179.992]",TaskFileSize_DataCenterID_interaction,FileProcessingTime_Tier
185,77,11,73,24.32853298,-169.6725621,4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,308,Tier 1
186,43,11,32,71.51117463,-109.9844509,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,129,Tier 1
187,98,15,65,79.12689958,-62.8589874,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,490,Tier 2
188,46,15,84,-34.98060504,-14.14215088,5,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,230,Tier 2
189,83,17,67,62.72432419,96.811799,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,332,Tier 1
190,74,12,71,-3.648723936,-161.272879,3,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,222,Tier 1
191,30,20,32,-83.84550439,-29.67872237,5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,150,Tier 2
192,15,19,30,38.48498167,57.89002058,4,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,60,Tier 1
193,73,17,27,-46.06508951,75.89781936,3,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,219,Tier 1
194,50,15,42,31.49492153,119.4771581,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,250,Tier 2
195,31,18,40,-57.95531946,77.02875984,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,124,Tier 1
196,52,10,63,-63.98188161,-3.964929016,4,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,208,Tier 1
197,14,15,11,86.05791169,41.15411691,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,42,Tier 1
198,95,13,12,17.26091718,67.62821418,5,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,475,Tier 2
199,97,16,38,-65.48419986,-138.0731472,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,485,Tier 2
200,69,14,11,-72.7319125,-156.4414154,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,207,Tier 1
201,53,11,70,-68.91774309,-89.54024935,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,159,Tier 1
202,29,16,50,86.38378434,-23.84643821,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,87,Tier 1
203,34,20,23,-74.71372311,79.09861571,5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,170,Tier 2
204,69,10,55,63.57018504,89.53923663,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,345,Tier 2
205,46,20,10,-55.74176905,172.4453206,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,138,Tier 1
206,95,13,14,-25.62708853,-64.73277716,5,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,475,Tier 2
207,29,18,41,-39.07800333,-158.2135644,5,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,145,Tier 2
208,22,15,46,5.569931874,41.9313531,4,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,88,Tier 1
209,84,15,15,-31.48650517,171.8369656,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,252,Tier 1
210,19,13,66,-33.32716227,-141.7214354,4,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,76,Tier 1
211,14,13,16,-5.880269398,-148.030308,4,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,56,Tier 1
212,98,20,46,30.22467359,-49.61165948,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,294,Tier 1
213,73,11,61,-52.63388831,148.6229604,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,219,Tier 1
214,46,11,67,86.26901666,-68.30509738,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,230,Tier 2
215,39,16,100,-72.75903768,60.47206795,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,156,Tier 1
216,87,14,31,61.42086873,125.8690399,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,435,Tier 2
217,31,16,39,63.85993098,-49.18083597,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,93,Tier 1
218,25,13,70,-57.66113252,147.0949138,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,125,Tier 2
219,49,12,63,-10.91906762,-21.59315238,4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,196,Tier 1
220,79,14,75,33.94394241,-102.815531,3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,237,Tier 1
221,24,16,69,-40.37138787,-18.06336979,5,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,120,Tier 2
222,42,18,54,-62.96711715,-159.3259189,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,126,Tier 1
223,78,14,50,29.38038469,-179.4973295,5,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,390,Tier 2
224,80,12,95,-87.22184055,138.8667836,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,320,Tier 1
225,31,18,49,29.36470488,156.6645771,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,93,Tier 1
226,29,13,68,-19.29936069,149.5996913,5,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,145,Tier 2
227,95,15,97,-77.0606591,-171.5804065,4,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,380,Tier 1
228,23,15,33,84.37710591,55.3063763,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,69,Tier 1
229,25,14,88,38.46235094,-88.80289961,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,75,Tier 1
230,61,17,66,83.23188585,115.8758956,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,305,Tier 2
231,87,16,91,-23.38771155,-143.6413599,4,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,348,Tier 1
232,52,16,33,-81.38515418,151.3319925,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,156,Tier 1
233,44,14,43,-43.28275622,149.6604959,5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,220,Tier 2
234,51,11,40,20.49302157,-96.87354302,4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,204,Tier 1
235,12,18,77,24.08858925,171.6504452,5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,60,Tier 2
236,10,11,41,5.36418401,41.86822976,4,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,40,Tier 1
237,81,20,64,14.01672784,-59.93744405,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,324,Tier 1
238,57,16,44,-25.22735856,-45.72219432,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,171,Tier 1
239,90,19,65,-80.84263178,93.53504735,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,450,Tier 2
240,45,18,11,6.531944091,-127.666407,3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,135,Tier 1
241,10,11,56,-89.64288165,117.3146937,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,30,Tier 1
242,90,17,35,-73.00848114,-125.1916822,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,450,Tier 2
243,45,16,57,17.03329452,73.09031099,4,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,180,Tier 1
244,59,11,14,17.96648958,-65.99228273,3,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,177,Tier 1
245,66,16,100,-73.72780779,-115.7527994,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,198,Tier 1
246,14,12,46,44.18343758,173.8631861,5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,70,Tier 2
247,35,12,64,-68.02629361,108.2970652,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,175,Tier 2
248,97,14,50,40.72639751,117.910657,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,388,Tier 1
249,63,14,17,76.00327131,-104.7501631,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,189,Tier 1
250,72,16,90,-20.83298854,-66.64300421,4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,288,Tier 1
251,65,16,76,32.93447221,-3.822001276,3,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,195,Tier 1
252,100,20,79,-44.57396653,-72.77793354,5,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,500,Tier 2
253,78,20,83,-18.42991524,30.49572679,3,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,234,Tier 1
254,59,14,79,-18.50235259,84.46853369,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,236,Tier 1
255,74,17,58,-4.866998364,7.173972528,5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,370,Tier 2
256,70,18,66,-41.4091268,124.1022616,4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,280,Tier 1
257,34,15,100,1.14432804,-53.84008026,5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,170,Tier 2
258,87,13,64,-80.97738638,-12.02485321,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,261,Tier 1
259,58,19,59,-74.46701307,154.8693224,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,232,Tier 1
260,64,10,21,6.034653842,-69.85157984,5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,320,Tier 2
261,39,16,58,51.84816042,88.13287397,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,195,Tier 2
262,12,15,78,-20.67525597,80.43345626,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,36,Tier 1
263,94,17,69,-60.25020349,-85.55531035,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,282,Tier 1
264,46,10,27,71.71569546,109.0027798,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,184,Tier 1
265,13,10,79,72.03827077,-149.3468727,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,52,Tier 1
266,12,16,63,62.14729002,17.32848298,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,60,Tier 2
267,46,19,52,-22.88681372,66.40819513,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,184,Tier 1
268,22,10,38,-4.977723467,128.792044,5,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,110,Tier 2
269,80,12,66,-81.5248981,-145.1585229,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,240,Tier 1
270,50,14,51,-61.1479213,34.24576198,4,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,200,Tier 1
271,90,14,92,-4.352363269,152.5325272,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,270,Tier 1
272,20,13,29,83.04103526,-1.768709766,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,80,Tier 1
273,29,15,48,-26.0004037,67.39456596,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,87,Tier 1
274,70,19,89,-30.87546296,-35.8959176,5,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,350,Tier 2
275,53,10,69,21.09318695,91.56401959,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,212,Tier 1
276,75,19,30,74.51371451,-137.3577269,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,300,Tier 1
277,89,16,31,-26.29170861,36.73456391,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,267,Tier 1
278,73,16,89,53.45530529,-150.0393854,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,219,Tier 1
279,40,10,90,-49.37578425,82.57784435,5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,200,Tier 2
280,85,13,29,89.39521872,-97.46788575,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,255,Tier 1
281,48,10,56,-44.8084388,163.0517124,4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,192,Tier 1
282,30,20,93,-17.87273187,131.4186208,5,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,150,Tier 2
283,31,19,31,32.22205734,-76.0603919,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93,Tier 1
284,96,15,41,70.54493999,78.69080367,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,384,Tier 1
285,82,16,27,47.057335,35.60130255,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,410,Tier 2
286,67,16,38,-83.85444249,-66.62862718,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,201,Tier 1
287,89,17,56,17.63168707,65.61812281,4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,356,Tier 1
288,72,14,11,64.16339792,3.712328662,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,360,Tier 2
289,42,15,29,49.54188319,-85.55395796,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,168,Tier 1
290,71,14,63,-26.72110908,-103.4932811,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,355,Tier 2
291,89,19,24,48.15439083,-10.52686204,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,356,Tier 1
292,82,10,16,53.3555596,-69.46342389,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,328,Tier 1
293,87,13,82,-80.77922262,-99.54856235,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,435,Tier 2
294,47,14,94,-82.1169561,-50.71684337,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,141,Tier 1
295,44,20,91,-18.14537271,-30.25364931,4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,176,Tier 1
296,15,12,37,19.71550752,30.8434093,5,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,75,Tier 2
297,99,12,94,-46.05695324,69.85325055,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,297,Tier 1
298,82,10,79,-8.299500303,-6.637006944,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,246,Tier 1
299,89,18,21,38.44453002,-35.17431411,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,356,Tier 1
300,93,14,96,2.611997944,-157.0046606,5,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,465,Tier 2
301,85,16,11,48.57435185,-120.9076395,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,255,Tier 1
302,32,13,18,-10.66247678,-126.466147,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,96,Tier 1
303,88,15,11,-68.82231203,15.31836291,4,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,352,Tier 1
304,54,10,28,14.62896958,-82.24662394,4,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,216,Tier 1
305,85,17,17,-74.94040044,33.68993063,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,255,Tier 1
306,72,14,70,38.16624505,-59.67738947,4,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,288,Tier 1
307,46,10,68,-19.94941101,-86.19185315,5,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,230,Tier 2
308,79,10,53,2.03230948,91.33182838,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,237,Tier 1
309,67,20,12,85.10608988,-174.9506706,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,201,Tier 1
310,49,19,37,11.51207025,-88.70990928,4,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,196,Tier 1
311,80,19,73,18.88818368,154.3978527,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,400,Tier 2
312,32,10,16,77.6473115,-91.12567647,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,160,Tier 2
313,83,20,43,-69.54747389,48.10619005,4,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,332,Tier 1
314,77,18,39,50.12654944,25.14658338,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,231,Tier 1
315,21,20,91,-63.2027977,-78.6898277,5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,105,Tier 2
316,55,12,36,68.47287835,61.21055556,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,220,Tier 1
317,67,15,90,-50.73141628,127.9740421,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,201,Tier 1
318,56,20,35,-62.8342511,156.4016833,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,280,Tier 2
319,47,12,17,-70.19498675,91.32334332,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,188,Tier 1
320,54,10,47,68.41460122,-5.333559451,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,270,Tier 2
321,64,17,85,6.409111355,-63.11013327,4,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,256,Tier 1
322,67,11,77,-0.710266422,-35.30670841,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,201,Tier 1
323,14,15,66,87.00476375,132.3045171,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,70,Tier 2
324,33,11,67,74.65816065,-14.44826872,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,132,Tier 1
325,28,19,78,53.06971652,139.093873,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,84,Tier 1
326,57,10,26,60.19369204,-119.50553,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,285,Tier 2
327,71,13,52,-23.66625827,-46.59443651,5,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,355,Tier 2
328,35,15,62,62.71698581,145.6851612,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,140,Tier 1
329,75,15,77,-27.24531152,160.0501678,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,225,Tier 1
330,61,16,16,32.07339683,96.91746565,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,305,Tier 2
331,100,19,11,-65.45358295,146.2149226,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,400,Tier 1
332,63,15,39,-29.21569862,-78.17224019,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,189,Tier 1
333,87,11,40,61.44467283,-97.21009031,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,435,Tier 2
334,47,10,15,-6.342122796,-47.62008988,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,141,Tier 1
335,36,12,35,19.84982221,84.54189816,5,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,180,Tier 2
336,21,10,79,0.992565546,-22.10927403,4,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,84,Tier 1
337,91,15,54,23.68592729,82.12875873,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,273,Tier 1
338,56,10,89,-8.902889568,-31.29721172,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,168,Tier 1
339,56,10,58,73.35473954,55.26612326,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,280,Tier 2
340,15,11,96,-45.25829646,-135.4478445,4,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,60,Tier 1
341,26,14,32,-21.96186979,-110.4584325,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,78,Tier 1
342,63,12,10,89.14768935,122.2155752,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,189,Tier 1
343,56,13,99,-53.08073931,143.2656885,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,280,Tier 2
344,23,18,18,29.43258923,-94.88271986,5,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,115,Tier 2
345,57,11,84,-25.81010992,-167.6340681,4,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,228,Tier 1
346,85,16,61,-64.22711631,-30.02982405,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,255,Tier 1
347,82,20,83,41.58948604,66.95138043,5,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,410,Tier 2
348,69,15,51,15.17858049,-2.331405762,4,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,276,Tier 1
349,80,16,41,-14.49778942,-136.8816642,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,400,Tier 2
350,81,15,81,41.69054525,-61.2772975,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,243,Tier 1
351,56,14,30,-52.46304942,-142.9876859,5,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,280,Tier 2
352,52,19,14,-83.84385608,67.2586493,5,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,260,Tier 2
353,57,17,49,33.80894945,-1.220777539,3,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,171,Tier 1
354,42,14,67,-28.02342881,-168.7083355,3,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,126,Tier 1
355,49,20,93,48.97280515,-101.1571825,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,196,Tier 1
356,92,11,15,-32.21533718,143.2146401,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,276,Tier 1
357,60,20,54,53.0919515,123.0368889,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,300,Tier 2
358,38,18,99,72.24199186,89.44325895,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,152,Tier 1
359,51,10,82,63.90175524,108.5578975,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,153,Tier 1
360,38,11,96,20.99983006,66.54543573,5,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,190,Tier 2
361,19,17,87,-81.78531829,161.8719256,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,76,Tier 1
362,91,17,24,-50.75480452,15.28938034,4,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,364,Tier 1
363,40,11,62,59.12920524,99.19783591,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,120,Tier 1
364,34,12,83,8.387651717,-52.11581346,5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,170,Tier 2
365,60,10,54,17.89160953,23.63512853,4,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,240,Tier 1
366,31,11,60,-79.89343418,36.92103824,5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,155,Tier 2
367,17,13,87,-57.14735938,-58.50316063,3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,51,Tier 1
368,79,17,48,48.37090551,-9.02954252,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,316,Tier 1
369,76,14,23,49.47441789,151.2147444,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,380,Tier 2
370,63,20,83,-85.44796785,-105.8302941,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,189,Tier 1
371,51,20,32,42.3618686,74.20826376,5,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,255,Tier 2
372,45,18,52,-47.63127483,-124.2160604,5,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,225,Tier 2
373,15,10,64,6.853556453,170.7526051,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,45,Tier 1
374,77,17,84,-26.1064885,131.0302849,4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,308,Tier 1
375,74,10,46,75.97020217,-28.66149051,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,370,Tier 2
376,40,10,50,64.03833336,21.67910832,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,160,Tier 1
377,96,14,78,66.82995615,-9.474913709,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,384,Tier 1
378,75,15,30,59.57623669,174.0898974,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,225,Tier 1
