TaskID,StartTime,TaskFileSize,TaskOutputFileSize,TaskFileLength,UserLatitude,UserLongitude
517,67.86770563,24,13,19,-42.03047868,12.73629023
518,66.53926407,64,14,19,71.38802994,-80.321218
519,67.97770563,17,15,24,82.0622282,85.02622215
520,66.87614719,65,12,19,-35.19968087,-174.9025737
521,68.31536797,49,13,13,82.27934345,-77.75901129
522,67.09614719,24,11,21,-55.62249742,-134.1082889
523,68.5595671,35,14,23,-88.72815993,153.9325082
524,67.43735931,16,16,20,49.94659006,-66.1702374
525,68.91021645,89,18,25,83.51515199,-85.82877819
526,67.54735931,42,11,12,-53.87325149,-76.58565405
527,69.02021645,10,13,12,-59.67709635,-86.78788514
528,67.97770563,39,20,14,-16.38279304,-137.5056851
529,69.13021645,92,20,21,83.9494672,128.3718087
530,68.18549784,72,18,15,-0.318774622,45.2195533
531,69.55445887,42,11,15,-13.39213285,-146.7824192
532,68.42536797,91,20,10,-73.77388988,128.995768
533,69.77445887,27,15,10,-48.42409835,-82.30641079
534,68.7587013,51,17,24,20.60246086,-158.8240362
535,70.24121212,23,11,10,8.332654244,-93.08930356
536,69.13021645,48,11,11,-17.68845716,-74.81208986
537,70.41437229,93,20,14,-61.65116575,116.5068679
538,69.37264069,82,20,17,-75.30398789,16.67635739
539,70.6178355,35,19,24,-42.24331521,-57.57037297
540,69.66445887,34,17,20,36.89657953,179.5211111
541,70.85770563,92,13,20,70.41458538,21.41787759
542,70.02121212,43,16,23,-86.24438523,-1.392907668
543,71.07770563,94,13,24,-42.5112645,-151.3080793
544,70.13121212,91,20,20,84.71519118,176.842382
545,71.29848485,67,20,21,48.5349346,-163.156518
546,70.24121212,37,13,22,79.54335966,48.88728344
547,71.40848485,20,10,17,-41.2219479,140.3340645
548,70.7278355,91,20,21,-70.2021263,-169.7408024
549,71.57298701,88,13,14,-26.91425433,-144.4673456
550,70.96770563,77,13,10,2.598231955,-127.0382168
551,71.97991342,74,20,23,-36.37908088,122.9932567
552,71.07770563,40,10,15,-88.8352357,-126.9519365
553,72.08991342,47,18,17,-2.600299255,100.7834215
554,71.40848485,13,15,24,-83.72401395,-161.1895752
555,72.41203463,33,12,20,-48.27738558,117.4228528
556,71.69852814,73,13,20,34.55142311,-45.32838162
557,72.70385281,47,20,22,-29.87937613,-92.39572602
558,71.82406926,59,13,11,23.1500515,-69.32071198
559,72.885671,76,18,11,49.1780586,-105.7996672
560,72.08991342,12,17,22,-26.72603499,140.0889444
561,73.105671,84,18,23,-57.97388352,46.94236446
562,72.19991342,16,13,19,-50.05187073,82.08338964
563,73.45199134,15,14,16,-45.29271149,143.3408363
564,72.52203463,12,11,25,58.8353967,102.4531862
565,73.56199134,48,10,21,-4.295300728,-156.5086665
566,72.995671,34,18,14,46.37073891,7.547384648
567,73.75679654,10,12,20,-35.29552895,105.2638868
568,73.105671,96,11,20,-12.61152556,-131.3913756
569,73.86679654,34,11,19,-77.98992056,-125.5082313
570,73.24852814,27,20,20,-86.86188735,101.5909386
571,74.19679654,24,10,16,38.68066002,116.6207279
572,73.56199134,57,20,15,16.22573216,112.0536303
573,74.52324675,26,12,20,77.76609653,-92.02767045
574,73.97679654,20,16,25,-10.98517545,-173.5585394
575,74.63324675,11,12,14,82.70476175,-134.694118
576,74.08679654,41,13,21,57.883892,-122.1146637
577,74.98822511,35,13,11,-15.79497139,3.432006708
578,74.41324675,52,14,19,51.42627658,-134.9951443
579,75.20822511,88,16,17,-9.065585625,-175.1803215
580,74.63324675,32,15,24,-81.29770407,52.39165807
581,75.48095238,95,18,11,3.593768612,164.067508
582,75.09822511,85,12,19,5.681203873,143.5573014
583,75.85069264,47,11,19,-53.8059245,168.3293459
584,75.59095238,29,16,20,87.95403351,152.8523245
585,76.16848485,14,11,10,47.26045287,152.2770241
586,75.96069264,41,14,21,84.0011281,-57.11144936
587,76.29402597,67,15,13,87.41684896,-147.0587825
588,76.40402597,71,12,12,13.78594269,-106.4257551
589,76.62402597,92,20,15,-11.01087665,162.0441144
590,76.51402597,79,12,14,-27.07800551,78.31230033
591,76.84402597,77,14,24,-71.05693494,-70.4244749
592,76.73402597,59,12,23,21.59051201,23.33628565
593,77.11675325,43,13,18,-1.707969256,-127.2386565
594,77.22675325,96,13,22,-66.4539415,22.46015776
595,77.50813853,10,13,12,87.34364894,-48.5799199
596,77.61813853,17,14,22,-27.75992751,-62.03376412
597,77.61813853,56,14,11,2.740494585,-74.41693204
598,78.02683983,44,10,15,-3.02577178,15.23693951
599,77.91683983,29,15,23,-35.52886611,-106.1043729
600,78.17402597,41,18,21,28.96155553,-60.71912317
601,78.28402597,51,11,12,-40.91083453,120.4898833
602,78.56285714,29,19,15,-27.38434417,70.29973372
603,78.45285714,76,17,19,24.36432494,15.05558934
604,78.89619048,53,11,16,-68.84464183,32.14089441
605,78.69705628,96,12,10,-36.07009537,-7.798691286
606,79.11619048,74,14,20,51.95872991,-95.18269246
607,79.00619048,47,10,14,-83.07056727,-123.1210612
608,79.57251082,82,10,16,49.66235898,176.0286207
609,79.27636364,84,14,22,-45.27028798,-121.7229052
610,79.82969697,15,16,20,84.6807493,-152.9883342
611,79.46251082,16,10,16,-23.10568595,170.1590228
612,80.14748918,77,14,17,57.25853688,-151.2982077
613,79.68251082,48,15,23,-1.166004117,174.692352
614,80.36748918,49,10,19,18.41386509,123.3450197
615,79.93969697,78,15,15,18.86044395,38.68780728
616,80.58748918,11,20,15,86.97568296,-7.753943167
617,80.25748918,59,13,20,87.55929431,-8.844719257
618,80.80748918,47,16,10,14.15691303,46.54117163
619,80.47748918,67,10,20,-35.73588275,-28.3070888
620,81.01961039,83,12,23,-8.2516636,83.56472905
621,80.69748918,56,13,21,-61.92449968,-28.89321956
622,81.12961039,55,19,16,67.78512223,27.8048815
623,81.01961039,23,17,13,-45.75152318,32.62111622
624,81.34961039,11,20,21,-82.64312275,86.24871039
625,81.12961039,38,14,24,27.08372064,87.44544876
626,81.59636364,21,12,11,-52.92673266,102.4406741
627,81.23961039,28,15,13,-86.81151982,-163.4724402
628,81.9704329,49,10,18,53.67323993,-110.3966421
629,81.70636364,95,15,22,82.67199763,26.4830096
630,82.29077922,80,10,11,85.93378323,-174.6351702
631,82.08731602,68,19,25,-84.13816726,86.72878987
632,82.52632035,72,17,19,-74.22084532,51.92288308
633,82.40077922,100,18,11,-38.5367326,87.45168604
634,82.71246753,65,10,24,-7.173796967,-83.49895354
635,82.82246753,17,10,20,-21.2170828,-101.9428561
636,82.93246753,64,13,15,-80.62766855,39.92752794
637,83.04246753,84,10,22,16.46517018,106.4591337
638,83.29354978,52,15,22,32.0142137,-114.4935267
639,83.43207792,21,14,17,-68.93846806,-114.9406144
640,83.54207792,98,14,17,41.10773888,61.12465631
641,83.65207792,39,14,13,34.91757363,3.277160482
642,83.92047619,26,19,12,62.09495526,72.26380668
643,84.05467532,48,14,15,-79.07728305,19.70072944
644,84.16467532,60,18,22,11.23122876,11.60741185
645,84.46337662,50,13,11,35.99827789,100.4089398
646,84.57337662,37,10,20,55.45948627,98.92677292
647,84.68337662,28,12,21,42.56286086,-21.1914454
648,84.87385281,12,16,24,15.78030684,-139.0959511
649,84.98385281,60,18,13,11.45115459,-112.3870672
650,85.20385281,65,10,24,-3.639650986,93.74001313
651,85.09385281,99,13,18,-82.9726661,171.1017882
652,85.56926407,21,16,19,-64.98634384,-177.8107576
653,85.45926407,79,18,22,35.94212128,138.6026736
654,85.88528139,59,11,13,-77.35295185,-33.60213361
655,85.76839827,78,11,21,-45.73934994,-144.853428
656,86.15112554,78,11,16,-49.95173688,-171.3267513
657,86.04112554,98,10,16,29.90498366,-57.05448506
658,86.31995671,54,17,18,52.28296459,8.407773505
659,86.15112554,26,10,11,-19.10295277,-80.67963478
660,86.44549784,53,15,17,-5.784773489,76.75515069
661,86.55549784,77,11,14,-29.69481477,105.3891304
662,86.68103896,58,11,17,30.96550013,-114.0993592
663,86.79103896,88,15,11,-59.04961608,151.2414533
664,87.02658009,25,13,22,-10.64101467,157.5435046
665,86.91658009,29,18,16,-5.566140913,-148.6103237
666,87.13658009,77,15,10,65.8782795,-26.08428836
667,87.28376623,82,17,24,-1.008910136,-102.0917859
668,87.48722944,21,18,25,51.05699088,33.49351464
669,87.59722944,43,14,12,33.34115145,27.94616064
670,87.87861472,80,20,22,-15.28600866,-137.1248532
671,87.70978355,18,15,17,71.6544261,-131.8378741
672,88.09073593,32,19,22,54.40166639,37.27003765
673,88.20073593,79,16,14,-62.53489862,53.16366154
674,88.42073593,49,20,11,49.27753331,20.35810214
675,88.31073593,64,16,12,-4.606986434,56.19466811
676,88.82943723,24,13,16,50.33330002,43.37004818
677,88.53073593,41,15,25,-11.83195343,-124.4569502
678,89.24424242,29,17,13,82.66281644,-2.775208974
679,88.93943723,44,10,13,-38.12890086,-47.23015023
680,89.47545455,61,14,19,31.48071577,89.20202452
681,89.13424242,32,17,25,-28.33849651,-179.2767453
682,89.68324675,88,19,19,-28.25757163,-174.0514298
683,89.36545455,56,18,11,-4.040325868,115.3058047
684,90.01402597,67,19,10,-2.02408813,69.12634223
685,89.47545455,55,10,12,8.962459728,-87.38501909
686,90.12402597,41,10,25,-61.60586681,-157.0219243
687,89.90402597,66,20,18,76.64142021,-163.1776146
688,90.51363636,27,15,19,20.32227858,59.64866556
689,90.28852814,97,15,16,-61.06078294,-113.7310668
690,90.66515152,33,13,24,-16.35457427,44.87854506
691,90.66515152,85,17,20,-19.99196661,142.8492637
692,90.77515152,29,14,14,69.38309247,6.188775353
693,90.88515152,95,18,11,79.3920218,173.8620547
694,91.09294372,61,15,18,-63.77908695,-67.27190606
695,91.20294372,86,11,20,-17.14173615,62.13095588
696,91.49909091,84,12,22,11.44313556,-41.286994
697,91.31294372,63,18,14,78.3911903,158.1758938
698,91.76493506,93,12,19,81.83226339,152.437719
699,91.65493506,91,19,13,-4.47866537,38.87637538
700,92.23168831,57,14,25,-73.42039491,31.69122539
701,91.76493506,85,17,21,-20.48927839,-113.9519953
702,92.40051948,35,16,13,2.799257255,-66.75585816
703,91.87493506,34,13,20,-45.91638693,-117.9090085
704,92.70354978,53,11,25,-1.643728281,-50.79216454
705,92.12168831,51,11,13,10.59184624,145.5610178
706,92.8204329,64,17,21,53.70204624,-134.6466082
707,92.23168831,89,19,18,14.43378363,153.8321329
708,93.30705628,71,19,10,35.54491808,-150.003103
709,92.53471861,44,14,11,-26.84064214,-11.64667396
710,93.52705628,48,13,18,11.33043174,86.78794625
711,92.93731602,46,19,10,-83.89206116,-72.74085673
712,93.69588745,44,19,11,-26.33256795,90.35344191
713,93.19705628,11,12,16,-46.56619473,-172.4884087
714,93.98770563,90,19,24,78.38911895,158.5483181
715,93.41705628,18,10,24,64.72489103,66.23861767
716,94.38519481,74,16,10,43.93203343,125.7731754
717,93.80588745,94,19,10,27.23354064,-156.6929744
718,94.49519481,50,18,15,-87.86743766,-88.42514192
719,94.09770563,74,11,25,78.5130371,11.60929708
720,94.82519481,42,12,20,12.91270657,-49.16195006
721,94.27519481,34,20,15,63.87541769,-119.6920229
722,95.13688312,36,16,18,13.30766419,-57.7104244
723,94.60519481,31,17,18,53.35939186,-178.3561641
724,95.35688312,68,14,20,56.52820376,144.5831262
725,94.71519481,47,17,12,5.412220189,166.2365727
726,95.59497835,80,10,23,-71.57432787,-73.38395467
727,95.24688312,85,14,25,46.83626029,156.7939252
728,95.9474026,89,14,13,-89.22611533,-160.1277425
729,95.70497835,74,19,16,-21.92168653,150.8197306
730,96.07727273,46,15,12,32.75450003,-139.6582599
731,96.18727273,52,20,17,-23.69810361,-150.4813506
732,96.44268398,65,19,13,-39.80232834,82.57897282
733,96.55268398,74,15,20,48.24871051,-92.17204112
734,96.66268398,23,18,24,39.9911811,40.30000219
735,96.77268398,59,18,14,82.52665827,-119.0574347
736,96.91554113,13,13,18,81.46815102,66.46256364
737,97.13554113,59,18,24,-10.6302156,114.1856955
738,97.02554113,24,15,24,64.6404325,-160.2206814
739,97.53813853,97,20,16,-26.26700559,47.52415573
740,97.36930736,70,14,22,-41.14213741,148.3289812
741,97.69398268,92,19,18,-61.63253636,-26.88606437
742,97.80398268,15,11,17,-63.598623,80.79431012
743,97.9165368,61,10,12,-19.94401579,-31.92250924
744,98.1365368,42,15,11,4.329090377,92.31976269
745,98.0265368,94,10,11,-3.369816289,18.14004626
746,98.35909091,97,14,10,32.69011045,-85.41030521
747,98.2465368,54,14,22,79.9840525,103.056562
748,98.58164502,59,17,23,-42.1947833,-135.4276587
749,98.46909091,42,18,19,12.57995247,155.311684
750,99.06316017,69,13,19,78.00202489,-20.98488171
751,98.69164502,50,18,18,-87.99314067,134.2113396
752,99.36796537,60,13,21,26.07583058,-101.0363667
753,98.80164502,21,15,23,28.3848366,28.95737601
754,99.77056277,41,20,12,51.24062604,41.88387381
755,98.95316017,56,15,14,-1.979728794,-144.3994863
756,100.114329,16,10,16,-78.65459136,-39.18541727
757,99.25796537,62,13,22,78.84548677,104.015104
758,100.224329,74,19,11,64.14681073,-20.41465107
759,99.5974026,94,12,22,49.3899336,59.5241225
760,100.4858442,85,14,24,-43.0340012,107.0849552
761,100.004329,91,13,20,89.2706479,39.28339888
762,100.5958442,54,20,25,26.23442797,-89.17590856
763,100.3758442,54,17,23,-8.129510363,116.1490323
764,100.9118615,36,11,19,10.0678972,-96.42570702
765,100.5958442,55,17,14,51.09255868,72.73042122
766,101.3569697,94,10,23,-80.0805351,-164.6949903
767,101.0218615,15,16,21,10.59851178,-70.17507563
768,101.4669697,26,16,25,29.14460328,-36.90473668
769,101.2469697,46,19,13,-42.67293937,123.000856
770,101.832381,42,17,15,-44.46930179,147.9937332
771,101.3569697,23,13,21,12.38211282,-68.39535994
772,102.1934632,92,16,17,-68.05574435,-73.35776892
773,101.4669697,82,13,15,85.00165908,123.2481543
774,102.5632035,45,12,21,34.89495248,-30.01446326
775,101.722381,73,10,25,-82.5785198,159.4558123
776,102.9484848,71,18,20,-35.7067585,80.92525996
777,102.0834632,43,20,25,22.07035083,-57.16245192
778,103.0584848,85,15,15,-0.22896826,-169.559157
779,102.4532035,62,13,15,-62.6120464,73.72934789
780,103.43,52,10,22,-23.44601958,104.3379087
781,102.5632035,89,10,19,26.52264801,-57.73475271
782,103.7719913,48,16,20,-40.76874204,-169.9868785
783,103.0584848,54,19,21,-85.49388725,63.16098091
784,104.0793506,72,14,10,-63.53646916,179.8364114
785,103.1684848,35,10,21,16.61176764,-162.6631469
786,104.2993506,90,11,14,32.70156206,14.37919595
787,103.32,34,20,15,25.00364619,-122.6660937
788,104.611039,10,20,12,-42.2557713,-155.5558083
789,103.43,35,16,13,16.80935529,3.551856726
790,105.0301732,83,14,16,11.67130935,138.8467106
791,103.5988312,26,14,16,-53.85600203,-155.8097773
792,105.1401732,22,10,13,-28.09877701,63.41746934
793,103.9105195,71,18,16,73.90677546,122.7509489
794,105.2501732,29,13,19,-62.30581997,175.7060803
795,104.1893506,29,14,19,-64.47878954,42.84294884
796,105.6390043,26,12,10,-64.82980966,163.5836786
797,104.4898268,69,18,10,-48.70208375,-44.36984396
798,106.0416017,48,16,11,-35.86853301,111.2989686
799,104.8101732,71,12,24,-82.11078489,117.9392588
800,106.398355,88,16,10,71.66359953,138.9277294
801,104.9201732,60,12,20,33.35959965,91.91294261
802,106.7749784,51,12,10,78.88209347,173.5308181
803,105.3601732,55,15,22,62.11480555,125.739519
804,107.0390476,15,12,24,-84.64441495,-125.6700653
805,105.5290043,92,14,14,72.83389713,-179.435809
806,107.3247619,57,14,23,-86.62385582,150.3603304
807,105.8857576,59,13,25,-14.77591633,128.6717135
808,107.5447619,60,18,17,-88.62311215,55.64702953
809,106.288355,78,19,12,-9.172122951,125.9279567
810,107.9213853,66,16,17,59.99926975,-93.04353606
811,106.5195671,80,19,20,-28.804108,152.9476915
812,108.2608225,68,10,25,2.017936715,122.1692126
813,106.9221645,85,17,14,39.98604264,97.08085258
814,108.3708225,90,12,17,80.2208771,-178.3466522
815,107.4347619,32,18,14,71.23764134,-62.24013914
816,108.6236797,85,14,22,-66.12805214,81.29299981
817,107.5447619,37,15,14,23.56645459,-145.5641948
818,109.0522511,50,16,21,-44.60037833,-91.5979058
819,107.7958442,10,17,16,87.91917681,108.4494215
820,109.3224242,53,10,19,80.98549241,141.6281582
821,108.1508225,22,14,17,79.14742847,157.1763397
822,109.6099134,96,16,20,-20.47222158,120.0457423
823,108.4808225,57,18,17,-59.36693111,136.0320701
824,109.8220346,20,17,12,88.67206254,-94.17959927
825,108.8314719,57,16,25,-79.80407883,-78.46154459
826,109.9320346,19,14,14,62.35807202,33.3571833
827,109.2124242,62,15,11,8.79347411,-99.23187831
828,110.0792208,58,16,22,-35.50903387,-130.225231
829,109.4999134,21,11,25,65.32611244,138.5922962
830,110.1892208,42,19,18,60.06487894,97.41036637
831,109.9320346,99,15,18,48.36969006,15.55036696
832,110.422987,79,12,21,-88.43122964,0.316251423
833,110.3061039,45,12,11,30.60344863,-89.30928407
834,110.532987,58,13,13,-2.179950461,11.284417
835,110.6888312,76,12,22,52.73473491,44.84036119
836,110.9052814,53,15,23,-67.99149046,117.5974363
837,111.0152814,37,15,21,-76.29333489,-86.87291294
838,111.0152814,70,12,11,-44.5518871,35.11516714
839,111.2100866,49,16,20,-6.501149254,-15.7782979
840,111.3200866,19,11,10,67.96791399,-16.78255208
841,111.3200866,98,11,22,-4.169010403,-77.90329036
842,111.4300866,61,12,17,14.44799719,-117.4134981
843,111.6248918,53,17,15,67.44066009,-172.2784422
844,111.7348918,30,16,19,12.06141512,-3.673137514
845,111.8448918,98,17,13,65.27527829,135.8879146
846,111.9548918,37,20,17,-16.27344988,158.8953231
847,112.3506061,18,19,20,-29.15893901,-122.5354339
848,112.2406061,67,17,17,45.09987252,-24.97532841
849,112.7661905,30,19,10,-5.444694993,161.4077509
850,112.6016883,69,18,16,75.03626419,67.5097197
851,112.9861905,53,17,11,0.30725448,-119.5157266
852,112.8761905,91,13,25,-46.08134225,92.27841687
853,113.0961905,16,11,15,-30.8679757,-143.2355817
854,113.3620346,68,15,12,-62.50869901,66.25847649
855,113.2520346,59,14,17,-82.35408392,30.34674462
856,113.5222078,89,18,10,26.92960325,-101.3377364
857,113.6322078,73,20,24,-19.05749543,-91.80868546
858,113.6322078,57,20,17,72.52499527,-94.07893275
859,114.0582251,67,12,14,-2.932013806,-5.417074858
860,113.9482251,27,18,13,16.32206302,-178.5043701
861,114.3024242,96,19,18,-18.15254259,56.81929003
862,114.0582251,81,18,18,89.39818703,-77.84518245
863,114.5985714,73,16,12,2.29659282,94.67648514
864,114.1682251,90,18,16,72.56443543,-56.44040066
865,114.9397835,19,13,11,39.52767613,151.6836509
866,114.4885714,64,11,15,-11.61474247,-24.01200171
867,115.0497835,58,12,21,-32.53135197,68.12885265
868,114.7085714,23,20,12,-34.61203002,35.79991112
869,115.1597835,82,17,18,-54.87798984,-20.21286265
870,114.8297835,80,19,11,22.14265497,124.3639426
871,115.5035498,43,18,13,-23.1722723,-48.77194077
872,115.1597835,85,12,19,-70.23066203,-137.3324204
873,115.83,37,15,16,-6.839224704,-9.847083265
874,115.3935498,93,13,19,0.266062238,56.86517806
875,116.1113853,41,15,11,-43.17542509,55.5407942
876,115.6135498,98,15,20,72.72400233,-56.77421273
877,116.3902165,49,17,14,47.45973872,-66.6209494
878,115.9988312,37,17,16,-23.73309227,50.41658587
879,116.5002165,98,12,25,39.61804115,89.38613691
880,116.2802165,42,17,17,-67.43245539,-162.5090359
881,116.7202165,64,10,16,31.97633326,127.1423934
882,116.6102165,40,16,22,8.917447407,-60.49031793
883,116.9687446,57,10,24,-7.589975344,-171.768531
884,116.8587446,17,10,19,-21.52349328,-62.04988184
885,117.2519048,21,15,22,51.23078919,117.4064109
886,116.9687446,85,12,20,62.35373356,154.1643585
887,117.4961039,15,19,18,-81.69766772,62.4699123
888,117.1419048,54,15,18,74.59571522,51.20939621
889,117.6692641,25,20,24,-25.57961991,61.73511792
890,117.3619048,84,11,18,27.41217273,37.29961183
891,118.0216883,78,11,23,-32.30306278,0.61730335
892,117.7792641,42,10,14,-65.75251255,173.654756
893,118.1316883,31,14,18,-53.384472,148.9747119
894,118.2416883,84,19,15,-55.60772982,-83.951883
895,118.4711255,60,11,13,42.59054007,131.0343522
896,118.5811255,40,16,17,-4.747074166,141.2448598
897,118.8902597,79,15,16,-84.5768203,176.2133921
898,118.6911255,67,20,20,-25.38270441,-156.5544274
899,119.180303,85,16,20,6.258838595,131.0665305
900,119.0590909,15,10,15,16.41303884,-97.60067909
901,119.5915584,49,18,18,27.03995492,-77.55748038
902,119.3145022,14,15,12,74.75338639,147.8450773
903,119.8115584,90,10,24,8.850389727,51.21376585
904,119.4443723,35,19,14,-62.84961594,-23.14472548
905,120.0990476,58,10,23,-77.46266149,126.6663889
906,119.7015584,22,19,16,77.97272771,-34.43668925
907,120.3190476,29,18,21,-0.220367309,106.81525
908,119.9890476,29,17,12,48.02329507,-152.7156489
909,120.712987,83,20,25,-85.04812706,125.2645271
910,120.2090476,94,14,20,-20.2180915,-33.88025685
911,120.822987,49,18,16,-83.5586702,-156.3508449
912,120.4922078,41,15,16,77.76014396,87.53845578
913,121.1970563,70,18,10,-30.22338807,-83.73792495
914,120.932987,85,19,12,24.75701297,4.36016102
915,121.3070563,100,15,11,-7.045631792,64.98994964
916,121.0541991,47,10,15,87.26453881,-164.5289209
917,121.6335065,68,19,11,-49.02869075,123.1538236
918,121.3070563,84,15,15,19.25877506,24.31888223
919,121.8283117,22,13,24,63.52269801,-86.63796733
920,121.5235065,28,13,19,21.88207259,-43.56106022
921,122.2128139,87,18,13,56.60260205,10.75330834
922,121.9383117,67,14,24,-61.33301188,-112.2644781
923,122.3228139,93,19,23,6.587381569,102.7338119
924,122.0483117,42,12,24,-32.15500041,-23.44459004
925,122.73329,53,13,20,9.39148637,27.51271544
926,122.2128139,88,14,11,44.89830211,-124.5084271
927,122.9237662,52,15,12,13.4223516,-3.231021032
928,122.4328139,28,19,11,-70.08312104,-148.1533422
929,123.2415584,38,16,21,72.26928295,80.35086764
930,122.62329,53,16,24,82.13850277,144.0114701
931,123.3515584,74,15,12,89.70680614,-117.3206004
932,123.0337662,56,11,19,-69.97073293,57.07548899
933,123.7905628,91,14,20,-15.7703811,-69.81233056
934,123.3515584,69,17,18,68.91686896,-38.79854577
935,124.0105628,86,17,21,12.58555645,110.4823707
936,123.6805628,45,11,10,-71.46878358,94.52924567
937,124.3741991,39,20,19,-50.27776182,-2.932880766
938,123.7905628,31,17,21,89.67236377,-118.012647
939,124.4841991,70,12,23,-78.4685963,-47.9854408
940,123.9005628,61,15,14,20.33182064,138.8737089
941,124.8651515,96,10,24,-83.68644231,-45.4275465
942,124.0105628,13,19,24,-31.85438169,-145.7034471
943,125.3275758,69,14,25,-24.16289785,-120.0787828
944,124.4841991,65,20,19,-30.59988218,-83.98508676
945,125.7406061,40,12,23,63.79523709,-134.1244004
946,124.7266234,23,13,19,-81.93828612,-133.9050912
947,125.8506061,45,13,23,-74.137199,38.13847329
948,125.1075758,84,20,14,-42.97278273,88.51054157
949,126.1449784,80,19,10,28.81738163,-112.0977696
950,125.2175758,17,20,17,-26.38051705,48.6174267
951,126.6056277,86,19,25,35.07805696,62.1978543
952,125.3275758,40,10,15,66.6458767,73.07891911
953,126.9104329,24,19,17,72.29953339,-64.69721672
954,125.5093939,79,14,19,32.36663195,-162.8958715
955,127.1304329,22,11,21,-16.17516867,136.0064556
956,125.6193939,79,19,10,80.62208157,121.3759795
957,127.5287013,22,12,25,-20.4227614,81.84838425
958,126.0324242,19,17,10,-29.19536787,-82.55039582
959,127.6387013,20,15,21,-49.21966287,-169.4323135
960,126.3051515,66,16,18,57.70272648,-23.5533892
961,127.9677056,13,16,10,-40.1108041,-104.6234142
962,126.4956277,66,16,15,75.80835117,-76.45560913
963,128.3114719,25,10,25,-0.549755217,-76.81429895
964,126.8004329,24,12,13,61.8960745,-163.1978037
965,128.4214719,65,16,25,-1.745855483,-7.063615093
966,127.0204329,31,19,10,44.3273897,83.49971993
967,128.7825541,67,10,21,-19.23725625,14.28809923
968,127.1304329,68,17,11,-80.88476279,11.05729444
969,129.1955844,34,13,18,-24.10705629,35.24251857
970,127.5287013,14,10,17,-4.611520874,-45.7701703
971,129.4874026,92,19,21,-82.9150499,-159.1456302
972,127.8508225,83,14,11,-71.71588737,-174.4842
973,129.5974026,32,19,19,71.20702135,-43.77291478
974,128.2014719,10,12,13,-5.969125096,-60.73454782
975,129.9195238,54,18,17,-53.5222906,-112.1556123
976,128.4214719,96,13,20,68.02138467,-163.5416532
977,130.3524242,67,10,22,-82.30622853,77.10508537
978,128.6725541,32,12,25,-74.78538121,87.55929961
979,130.4624242,92,10,11,-85.78542875,-96.61941861
980,129.0855844,40,18,25,-25.76986785,-86.2041838
981,130.7369264,54,13,24,59.39914746,164.9813015
982,129.1955844,40,16,12,-10.72536716,136.833841
983,130.9569264,96,14,16,-3.748231191,-34.24613257
984,129.3774026,64,13,18,-79.2355585,127.9986474
985,131.3551948,39,18,21,-3.040791161,-171.3911984
986,129.8095238,78,15,11,3.896849071,-61.84998806
987,131.562987,94,19,24,-21.49254111,152.7482406
988,129.9195238,32,20,25,80.64374828,-122.5931527
989,131.7898701,64,13,16,53.67161527,19.17125772
990,130.157619,46,18,25,-70.31572842,54.85321753
991,132.1570563,21,13,15,-15.99979485,109.2818766
992,130.4624242,91,19,18,-47.57054364,-39.21486152
993,132.2869264,52,18,12,85.70257428,-9.473492231
994,130.6269264,33,20,19,50.52278449,105.8745981
995,132.5614286,56,18,20,36.89957836,87.97556953
996,130.8469264,29,10,11,50.42213765,51.77126537
997,132.6714286,65,12,11,79.97963977,114.6295022
998,131.1733766,18,10,17,19.63795611,19.5313133
999,132.7814286,99,14,13,79.1902628,-141.4329254
1000,131.672987,49,19,10,-8.675622926,-3.863171455
1001,133.0862338,14,17,24,-4.562305653,-89.74410403
1002,131.8998701,67,15,11,35.87408715,107.5151523
1003,133.3520779,72,15,23,86.13035929,88.38273299
1004,132.0470563,72,14,20,-19.03273926,45.2943797
1005,133.6179221,68,18,23,-88.41847784,-83.23681118
1006,132.3969264,97,12,18,-5.78156372,-87.58394229
1007,133.8379221,16,13,18,-31.22034069,140.0997577
1008,132.8914286,37,18,17,-84.09527974,-154.6325593
1009,133.9479221,66,10,17,-5.404791214,-99.84654014
1010,133.2420779,46,17,10,-50.53078899,44.36190697
1011,134.0579221,84,11,13,62.25419844,-82.83659216
1012,133.4620779,68,12,17,-5.969240597,-130.9703576
1013,134.1679221,55,10,24,-30.91301368,40.63453927
1014,133.7279221,44,16,25,41.23174166,-39.14260624
1015,134.4034632,27,18,19,-17.92476553,121.4706849
1016,133.9479221,78,14,21,57.16539213,-65.33318226
1017,134.8251515,97,13,25,-30.21297146,81.82571564
1018,134.2934632,33,18,14,84.53636531,177.4948378
1019,135.0451515,36,12,17,-86.06216806,-62.79725556
1020,134.5134632,44,12,13,39.96457796,-147.0692058
1021,135.2486147,41,13,19,-16.74690318,-46.84871774
1022,134.9351515,44,18,20,55.499869,-7.959055494
1023,135.7612121,68,15,11,47.84709986,40.58044704
1024,135.0451515,50,18,23,-17.77031685,-171.6824894
1025,135.9880952,37,16,25,-82.60411316,-5.95241151
1026,135.4520779,16,19,13,64.83331957,-10.2878766
1027,136.0980952,78,20,15,-85.40045025,99.47164934
1028,135.6512121,25,10,24,10.71764039,101.7391748
1029,136.4184416,31,12,18,-22.69205308,-82.6267154
1030,135.8780952,63,17,25,5.691038047,-19.13999672
1031,136.6522078,84,19,21,75.00511908,174.4341002
1032,136.2712554,44,18,25,-48.63095301,-118.6597913
1033,137.017619,26,19,20,42.29068536,-39.65769921
