TaskID,TaskFileSize,TaskOutputFileSize,TaskFileLength,CpuTime,TotalLength,UserLatitude,UserLongitude,DataCenterID,VmID
425,56,19,14,1.982683983,18,-19.34898329,-134.5298112,3,3
426,15,17,17,3.014115852,46,-64.15551182,52.8278785,4,6
427,50,13,14,2.666666667,30,-45.88125333,118.9532227,3,4
428,19,13,15,1.56,39,76.45972379,-104.9518301,4,11
429,46,14,17,2.604452307,45,36.69471326,-20.1384218,4,7
430,84,14,11,5.384615385,70,-86.41753984,79.42300166,3,5
431,10,13,23,2.52,63,-46.08787135,-32.80868652,4,11
432,36,17,20,4.739398304,100,-4.498651562,141.0545,3,9
433,68,11,19,5.230769231,68,-48.79859737,-70.80029168,4,5
434,57,14,24,3.68,92,-59.45750378,-163.1184533,3,11
435,41,11,21,1.474747475,17,-71.2111482,159.2127881,3,4
436,33,18,21,2.547785548,29,60.55388952,80.34606534,4,4
437,97,12,15,3.419862893,52,82.9734797,-79.22392768,5,6
438,64,13,23,6.076923077,79,-86.94521335,155.2470625,3,5
439,26,18,10,1.52,38,10.3776822,72.40131903,4,11
440,39,12,22,2.525195341,48,5.449138207,-104.7474747,5,8
441,62,13,22,0.391111111,11,1.991411916,-146.4804589,5,12
442,19,12,19,1.88,47,69.18023401,153.7846698,5,11
443,57,19,19,4.384615385,57,-64.01221733,-173.9720609,3,5
444,30,11,25,4.188968457,88,-55.1745353,-150.9347869,3,9
445,88,13,20,3.16,79,-29.22283236,125.4686006,4,11
446,25,20,17,3.230769231,42,-43.17931988,25.8497727,4,5
447,55,17,11,1.352380952,21,-72.58979036,131.086741,3,6
448,53,15,17,1.923076923,25,-45.08562734,-0.241063926,4,5
449,68,19,16,2.262626263,25,-23.06864398,29.69789772,4,4
450,81,14,24,0.6,15,-19.37160172,114.7844593,5,11
451,27,18,17,3.812691575,65,-10.26782917,138.6855638,4,7
452,89,12,17,1.794380587,49,-57.1356081,-83.95675407,3,12
453,11,13,13,6.615384615,86,21.77112812,-152.1514411,5,5
454,97,12,23,1.44,36,49.06761813,69.31259059,5,11
455,24,14,18,2.401290951,56,3.805685915,139.8408057,4,10
456,76,19,21,0.72,18,-45.3405707,55.89926329,4,11
457,64,10,11,3.348199234,91,35.52489584,146.7379185,5,12
458,16,18,21,0.99719888,17,-20.37924878,146.012832,3,7
459,67,16,16,6.076923077,79,-68.61209501,-79.81659049,3,5
460,12,18,13,2.818171964,48,-28.46014919,-13.87715934,4,7
461,35,18,23,3.456299252,73,80.95248448,58.96317056,5,9
462,100,10,21,2.36,59,-80.9306649,145.983561,3,11
463,49,18,16,5,65,48.90056319,-119.9976339,5,5
464,27,18,25,2.8,70,11.60752996,123.4966068,4,11
465,10,17,17,2.520526316,42,52.26859112,170.2396354,5,7
466,77,19,13,2.384615385,31,51.5425953,58.40228802,4,5
467,93,14,18,2.134088134,20,1.905288962,-25.69177435,5,3
468,52,12,24,1.352941176,21,68.06055541,89.36826383,5,6
469,43,17,22,5.384615385,70,46.02306042,-126.7047331,5,5
470,70,14,23,1.101863354,17,81.95061819,36.56548224,5,6
471,50,16,11,2.440613027,66,79.62108402,-83.23600285,4,12
472,26,13,16,3.262095136,62,-53.61116244,69.3519416,4,8
473,56,16,13,3.28,82,30.77398609,-162.5923455,5,11
474,33,19,20,3.887100103,90,-18.65481337,-22.45608752,4,10
475,47,12,18,5.615384615,73,-36.22862303,-132.0852771,3,5
476,24,10,17,3.846153846,50,83.23601524,164.2275954,4,5
477,93,20,19,3.96,99,33.51806325,-127.3255018,5,11
478,61,17,25,4.4592503,94,51.2565805,-47.97818975,4,9
479,43,19,12,3.307692308,43,-87.21210269,117.9678188,3,5
480,91,13,25,1.877560664,51,-28.6482765,74.20596453,4,12
481,88,15,16,2,26,24.76406835,-83.29782761,5,5
482,74,12,17,3.161708619,73,-12.88212147,81.02988567,4,10
483,26,12,11,2.076923077,27,-89.15634253,-55.78768038,3,5
484,60,10,12,2.313908314,26,11.67958032,43.11554935,4,4
485,89,11,19,3.923076923,51,22.12327768,178.7103517,5,5
486,34,12,20,0.68,17,20.02813321,-156.270101,3,11
487,50,11,21,2,50,-37.95871343,-19.15597162,4,11
488,63,11,17,1.618163055,25,77.9565827,77.73015142,5,6
489,69,10,18,1.12,28,-31.51347291,39.95072016,4,11
490,82,18,24,6.153846154,80,41.89951675,154.8376709,5,5
491,45,12,12,4.588823722,97,-4.038855372,96.5573977,4,9
492,65,15,10,1,25,-52.36841273,156.2755379,3,11
493,86,20,18,1.24,31,40.27615185,-107.5588728,5,11
494,65,12,24,2.923076923,38,-54.88805041,122.7446955,3,5
495,15,10,13,3.68,92,-35.74476953,-93.81227875,3,11
496,95,17,12,4.349240044,92,-16.81455362,-42.75363842,5,9
497,26,17,24,1.511709402,17,26.57983154,-95.27343107,5,4
498,71,17,10,6.230769231,81,2.115452869,-112.9751727,3,5
499,80,20,16,3.72,93,62.13291613,68.37971687,5,11
500,47,18,11,3.386554622,58,-67.05429585,41.5937279,3,7
501,33,19,15,2.538461538,33,30.68470425,148.7579923,4,5
502,53,12,12,2.954168029,45,41.11335003,79.4528515,4,6
503,52,18,11,6.769230769,88,29.11618006,53.57176363,4,5
504,89,14,21,3.48,87,48.21475532,102.4087131,5,11
505,44,14,20,1.765217391,27,-56.88491164,113.8446036,3,6
506,33,19,17,2.846351172,43,83.2418906,-37.91886183,5,6
507,14,14,25,2.692307692,35,77.29742086,119.1722005,4,5
508,89,14,18,2.27,60,6.248536884,-35.92293366,5,12
509,99,10,21,1.542540494,27,68.86011509,-84.05642101,5,7
510,71,19,15,1.923076923,25,66.82886118,-61.60688798,5,5
511,96,16,16,1.19047619,25,-29.30182269,165.2621027,3,9
512,39,16,24,3.692307692,48,-82.94168334,29.76207691,3,5
513,27,10,17,5.032114814,86,-21.761873,-62.45365144,4,7
514,68,16,10,2.52,63,-59.57223359,-21.12629735,3,11
515,47,15,25,3.230769231,42,-87.8205952,-71.26374866,3,5
516,26,10,16,1.076923077,14,67.68199757,-68.87388189,4,5
517,24,13,19,1.587301587,15,-42.03047868,12.73629023,4,3
518,64,14,19,4.063037389,78,71.38802994,-80.321218,5,8
519,17,15,24,6,78,82.0622282,85.02622215,4,5
520,65,12,19,1.32,33,-35.19968087,-174.9025737,3,11
521,49,13,13,2.084814815,57,82.27934345,-77.75901129,5,12
522,24,11,21,6.076923077,79,-55.62249742,-134.1082889,3,5
523,35,14,23,4.229398304,81,-88.72815993,153.9325082,3,8
524,16,16,20,0.52,13,49.94659006,-66.1702374,4,11
525,89,18,25,0.68,17,83.51515199,-85.82877819,5,11
526,42,11,12,3.249706258,95,-53.87325149,-76.58565405,3,13
527,10,13,12,0.675217391,11,-59.67709635,-86.78788514,3,6
528,39,20,14,3.692307692,48,-16.38279304,-137.5056851,3,5
529,92,20,21,4.651080258,98,83.9494672,128.3718087,5,9
530,72,18,15,1.88,47,-0.318774622,45.2195533,4,11
531,42,11,15,2.076923077,27,-13.39213285,-146.7824192,3,5
532,91,20,10,5.923076923,77,-73.77388988,128.995768,3,5
533,27,15,10,3.76,94,-48.42409835,-82.30641079,4,11
534,51,17,24,4.115288221,62,20.60246086,-158.8240362,5,6
535,23,11,10,3.606060606,40,8.332654244,-93.08930356,4,4
536,48,11,11,3.236219705,56,-17.68845716,-74.81208986,4,7
537,93,20,14,1.88,47,-61.65116575,116.5068679,3,11
538,82,20,17,4.153846154,54,-75.30398789,16.67635739,3,5
539,35,19,24,4.307692308,56,-42.24331521,-57.57037297,4,5
540,34,17,20,3.94935164,83,36.89657953,179.5211111,5,9
541,92,13,20,1.2,30,70.41458538,21.41787759,5,11
542,43,16,23,0.84,21,-86.24438523,-1.392907668,3,11
543,94,13,24,2.04,51,-42.5112645,-151.3080793,3,11
544,91,20,20,1.272727273,14,84.71519118,176.842382,5,4
545,67,20,21,2.538461538,23,48.5349346,-163.156518,4,3
546,37,13,22,4.35985488,92,79.54335966,48.88728344,4,9
547,20,10,17,2.923076923,38,-41.2219479,140.3340645,3,5
548,91,20,21,3.923076923,51,-70.2021263,-169.7408024,3,5
549,88,13,14,3.76,94,-26.91425433,-144.4673456,3,11
550,77,13,10,1.384615385,18,2.598231955,-127.0382168,5,5
551,74,20,23,1.612590299,25,-36.37908088,122.9932567,3,6
552,40,10,15,5,65,-88.8352357,-126.9519365,4,5
553,47,18,17,4.374080983,75,-2.600299255,100.7834215,4,7
554,13,15,24,2.287931034,67,-83.72401395,-161.1895752,3,13
555,33,12,20,2.72,68,-48.27738558,117.4228528,4,11
556,73,13,20,2.585858586,29,34.55142311,-45.32838162,5,4
557,47,20,22,3.230769231,42,-29.87937613,-92.39572602,4,5
558,59,13,11,2.456583851,57,23.1500515,-69.32071198,5,10
559,76,18,11,1.64,41,49.1780586,-105.7996672,5,11
560,12,17,22,1,11,-26.72603499,140.0889444,3,4
561,84,18,23,6.153846154,80,-57.97388352,46.94236446,4,5
562,16,13,19,3.097173817,71,-50.05187073,82.08338964,4,10
563,15,14,16,0.48,12,-45.29271149,143.3408363,3,11
564,12,11,25,3.397407407,97,58.8353967,102.4531862,4,13
565,48,10,21,2.61512605,45,-4.295300728,-156.5086665,3,7
566,34,18,14,1.585858586,18,46.37073891,7.547384648,5,4
567,10,12,20,1.384615385,18,-35.29552895,105.2638868,4,5
568,96,11,20,2.538461538,33,-12.61152556,-131.3913756,5,5
569,34,11,19,3.476190476,53,-77.98992056,-125.5082313,3,6
570,27,20,20,5.538461538,72,-86.86188735,101.5909386,3,5
571,24,10,16,2.84,71,38.68066002,116.6207279,4,11
572,57,20,15,4.720021089,90,16.22573216,112.0536303,5,8
573,26,12,20,1.376623377,13,77.76609653,-92.02767045,5,3
574,20,16,25,2.111111111,24,-10.98517545,-173.5585394,3,4
575,11,12,14,2.813703704,82,82.70476175,-134.694118,5,13
576,41,13,21,5.846153846,76,57.883892,-122.1146637,5,5
577,35,13,11,1.861919505,28,-15.79497139,3.432006708,4,6
578,52,14,19,2.601002506,40,51.42627658,-134.9951443,5,6
579,88,16,17,4.846153846,63,-9.065585625,-175.1803215,3,5
580,32,15,24,3.32,83,-81.29770407,52.39165807,4,11
581,95,18,11,4.074214885,86,3.593768612,164.067508,5,9
582,85,12,19,7.307692308,95,5.681203873,143.5573014,5,5
583,47,11,19,2.96,74,-53.8059245,168.3293459,3,11
584,29,16,20,3.278579954,63,87.95403351,152.8523245,5,8
585,14,11,10,1.16,29,47.26045287,152.2770241,4,11
586,41,14,21,7,91,84.0011281,-57.11144936,5,5
587,67,15,13,2.922632669,68,87.41684896,-147.0587825,5,10
588,71,12,12,0.68,17,13.78594269,-106.4257551,4,11
589,92,20,15,1.56,39,-11.01087665,162.0441144,3,11
590,79,12,14,0.986117497,27,-27.07800551,78.31230033,4,12
591,77,14,24,3.277345538,63,-71.05693494,-70.4244749,3,8
592,59,12,23,3.6,90,21.59051201,23.33628565,4,11
593,43,13,18,7,91,-1.707969256,-127.2386565,3,5
594,96,13,22,3.976725638,68,-66.4539415,22.46015776,4,7
595,10,13,12,0.64,16,87.34364894,-48.5799199,5,11
596,17,14,22,6.153846154,80,-27.75992751,-62.03376412,4,5
597,56,14,11,2.76,69,2.740494585,-74.41693204,5,11
598,44,10,15,2.239215686,34,-3.02577178,15.23693951,4,6
599,29,15,23,2.831909633,66,-35.52886611,-106.1043729,3,10
600,41,18,21,3.08,77,28.96155553,-60.71912317,5,11
601,51,11,12,3,39,-40.91083453,120.4898833,3,5
602,29,19,15,5.140241781,77,-27.38434417,70.29973372,4,6
603,76,17,19,4.384615385,57,24.36432494,15.05558934,4,5
604,53,11,16,1.72,43,-68.84464183,32.14089441,3,11
605,96,12,10,5.230769231,68,-36.07009537,-7.798691286,4,5
606,74,14,20,3.433461047,93,51.95872991,-95.18269246,5,12
607,47,10,14,2.961997064,63,-83.07056727,-123.1210612,3,9
608,82,10,16,4.615384615,60,49.66235898,176.0286207,5,5
609,84,14,22,2.866666667,43,-45.27028798,-121.7229052,3,6
610,15,16,20,2.96,74,84.6807493,-152.9883342,5,11
611,16,10,16,2.283709273,35,-23.10568595,170.1590228,3,6
612,77,14,17,3.846153846,50,57.25853688,-151.2982077,5,5
613,48,15,23,2.386693075,41,-1.166004117,174.692352,3,7
614,49,10,19,2.153846154,28,18.41386509,123.3450197,4,5
615,78,15,15,2.532413793,69,18.86044395,38.68780728,4,12
616,11,20,15,2.028571429,31,86.97568296,-7.753943167,4,6
617,59,13,20,3.58041958,40,87.55929431,-8.844719257,5,4
618,47,16,10,3.252012384,49,14.15691303,46.54117163,4,6
619,67,10,20,1.4,35,-35.73588275,-28.3070888,4,11
620,83,12,23,1.076923077,14,-8.2516636,83.56472905,4,5
621,56,13,21,3.908347531,75,-61.92449968,-28.89321956,3,8
622,55,19,16,3.222222222,36,67.78512223,27.8048815,5,4
623,23,17,13,0.72,18,-45.75152318,32.62111622,4,11
624,11,20,21,4.384615385,57,-82.64312275,86.24871039,3,5
625,38,14,24,0.68,17,27.08372064,87.44544876,4,11
626,21,12,11,3.48,87,-52.92673266,102.4406741,3,11
627,28,15,13,4.711144806,89,-86.81151982,-163.4724402,3,8
628,49,10,18,5.692307692,74,53.67323993,-110.3966421,5,5
629,95,15,22,3.016206897,88,82.67199763,26.4830096,5,13
630,80,10,11,2.613104372,55,85.93378323,-174.6351702,5,9
631,68,19,25,5.384615385,70,-84.13816726,86.72878987,3,5
632,72,17,19,1.72,43,-74.22084532,51.92288308,3,11
633,100,18,11,4.882256729,92,-38.5367326,87.45168604,4,8
634,65,10,24,3.538461538,46,-7.173796967,-83.49895354,5,5
635,17,10,20,1.92,48,-21.2170828,-101.9428561,3,11
636,64,13,15,6.461538462,84,-80.62766855,39.92752794,4,5
637,84,10,22,3.6,90,16.46517018,106.4591337,4,11
638,52,15,22,2.326610644,35,32.0142137,-114.4935267,5,6
639,21,14,17,1.971929825,30,-68.93846806,-114.9406144,3,6
640,98,14,17,6.769230769,88,41.10773888,61.12465631,4,5
641,39,14,13,5.464483459,93,34.91757363,3.277160482,4,7
642,26,19,12,2.16,54,62.09495526,72.26380668,5,11
643,48,14,15,3.8,95,-79.07728305,19.70072944,3,11
644,60,18,22,6.153846154,80,11.23122876,11.60741185,4,5
645,50,13,11,2.544586466,43,35.99827789,100.4089398,5,7
646,37,10,20,3.670142043,70,55.45948627,98.92677292,5,8
647,28,12,21,4.384615385,57,42.56286086,-21.1914454,4,5
648,12,16,24,2.48,62,15.78030684,-139.0959511,3,11
649,60,18,13,1.538461538,20,11.45115459,-112.3870672,5,5
650,65,10,24,3.275217455,69,-3.639650986,93.74001313,4,9
651,99,13,18,3.4,85,-82.9726661,171.1017882,3,11
652,21,16,19,5.615384615,73,-64.98634384,-177.8107576,3,5
653,79,18,22,3.755714093,72,35.94212128,138.6026736,5,8
654,59,11,13,4.769230769,62,-77.35295185,-33.60213361,3,5
655,78,11,21,2.52,63,-45.73934994,-144.853428,3,11
656,78,11,16,1.818171964,39,-49.95173688,-171.3267513,3,9
657,98,10,16,0.4,10,29.90498366,-57.05448506,5,11
658,54,17,18,2.230769231,29,52.28296459,8.407773505,4,5
659,26,10,11,4.357466492,83,-19.10295277,-80.67963478,5,8
660,53,15,17,4.230769231,55,-5.784773489,76.75515069,4,5
661,77,11,14,1.96,49,-29.69481477,105.3891304,3,11
662,58,11,17,2.24,56,30.96550013,-114.0993592,5,11
663,88,15,11,2.576534577,29,-59.04961608,151.2414533,3,4
664,25,13,22,1.384615385,18,-10.64101467,157.5435046,3,5
665,29,18,16,4.041534719,85,-5.566140913,-148.6103237,3,9
666,77,15,10,6.230769231,81,65.8782795,-26.08428836,5,5
667,82,17,24,2.36,59,-1.008910136,-102.0917859,5,11
668,21,18,25,3.64,91,51.05699088,33.49351464,4,11
669,43,14,12,2.332222222,26,33.34115145,27.94616064,4,4
670,80,20,22,3.203744656,49,-15.28600866,-137.1248532,3,6
671,18,15,17,7.615384615,99,71.6544261,-131.8378741,5,5
672,32,19,22,3.742758367,56,54.40166639,37.27003765,4,6
673,79,16,14,0.64,16,-62.53489862,53.16366154,4,11
674,49,20,11,5.559762578,95,49.27753331,20.35810214,4,7
675,64,16,12,1.88,47,-4.606986434,56.19466811,4,11
676,24,13,16,6.153846154,80,50.33330002,43.37004818,4,5
677,41,15,25,3.08,77,-11.83195343,-124.4569502,5,11
678,29,17,13,2.932773109,44,82.66281644,-2.775208974,5,6
679,44,10,13,1.8,45,-38.12890086,-47.23015023,4,11
680,61,14,19,3.692307692,48,31.48071577,89.20202452,4,5
681,32,17,25,2.571428571,54,-28.33849651,-179.2767453,3,9
682,88,19,19,5.615384615,73,-28.25757163,-174.0514298,3,5
683,56,18,11,0.52,13,-4.040325868,115.3058047,5,11
684,67,19,10,0.4,10,-2.02408813,69.12634223,4,11
685,55,10,12,3.96,99,8.962459728,-87.38501909,5,11
686,41,10,25,5.271443314,90,-61.60586681,-157.0219243,3,7
687,66,20,18,6.846153846,89,76.64142021,-163.1776146,5,5
688,27,15,19,1.4,35,20.32227858,59.64866556,4,11
689,97,15,16,4.139621432,87,-61.06078294,-113.7310668,3,9
690,33,13,24,0.48,12,-16.35457427,44.87854506,4,11
691,85,17,20,1.88,47,-19.99196661,142.8492637,3,11
692,29,14,14,5.692307692,74,69.38309247,6.188775353,5,5
693,95,18,11,2.469680715,67,79.3920218,173.8620547,5,12
694,61,15,18,4.463410444,94,-63.77908695,-67.27190606,3,9
695,86,11,20,1.522698413,14,-17.14173615,62.13095588,4,3
696,84,12,22,2.24,56,11.44313556,-41.286994,5,11
697,63,18,14,6.076923077,79,78.3911903,158.1758938,5,5
698,93,12,19,3.56,89,81.83226339,152.437719,5,11
699,91,19,13,1.792539683,17,-4.47866537,38.87637538,4,3
700,57,14,25,2.007017544,39,-73.42039491,31.69122539,3,8
701,85,17,21,1,11,-20.48927839,-113.9519953,5,4
702,35,16,13,3.297220032,70,2.799257255,-66.75585816,4,9
703,34,13,20,4.384615385,57,-45.91638693,-117.9090085,3,5
704,53,11,25,1.08,27,-1.643728281,-50.79216454,5,11
705,51,11,13,2,26,10.59184624,145.5610178,4,5
706,64,17,21,7,91,53.70204624,-134.6466082,5,5
707,89,19,18,4.106884859,70,14.43378363,153.8321329,3,7
708,71,19,10,1.68,42,35.54491808,-150.003103,5,11
709,44,14,11,3.185338442,93,-26.84064214,-11.64667396,4,13
710,48,13,18,2.536576736,39,11.33043174,86.78794625,4,6
711,46,19,10,4.615384615,60,-83.89206116,-72.74085673,3,5
712,44,19,11,3.533425636,68,-26.33256795,90.35344191,4,8
713,11,12,16,2.04,51,-46.56619473,-172.4884087,3,11
714,90,19,24,3.899830138,82,78.38911895,158.5483181,5,9
715,18,10,24,5.076923077,66,64.72489103,66.23861767,4,5
716,74,16,10,0.72,18,43.93203343,125.7731754,5,11
717,94,19,10,3.769230769,49,27.23354064,-156.6929744,5,5
718,50,18,15,2.76,69,-87.86743766,-88.42514192,3,11
719,74,11,25,3.153846154,41,78.5130371,11.60929708,5,5
720,42,12,20,3.419862893,72,12.91270657,-49.16195006,4,9
721,34,20,15,2.08,52,63.87541769,-119.6920229,5,11
722,36,16,18,3.461538462,45,13.30766419,-57.7104244,4,5
723,31,17,18,0.72,18,53.35939186,-178.3561641,4,11
724,68,14,20,3.660975969,55,56.52820376,144.5831262,5,6
725,47,17,12,3.96,99,5.412220189,166.2365727,3,11
726,80,10,23,6.307692308,82,-71.57432787,-73.38395467,3,5
727,85,14,25,4.588041716,88,46.83626029,156.7939252,5,8
728,89,14,13,2.707847708,30,-89.22611533,-160.1277425,3,4
729,74,19,16,3.92,98,-21.92168653,150.8197306,3,11
730,46,15,12,6.538461538,85,32.75450003,-139.6582599,4,5
731,52,20,17,4.052296919,69,-23.69810361,-150.4813506,3,7
732,65,19,13,1.36,34,-39.80232834,82.57897282,4,11
733,74,15,20,1.933333333,29,48.24871051,-92.17204112,5,6
734,23,18,24,4.538461538,59,39.9911811,40.30000219,4,5
735,59,18,14,2.730521893,62,82.52665827,-119.0574347,5,10
736,13,13,18,0.72,18,81.46815102,66.46256364,4,11
737,59,18,24,3.72,93,-10.6302156,114.1856955,3,11
738,24,15,24,6.153846154,80,64.6404325,-160.2206814,4,5
739,97,20,16,2.344419873,36,-26.26700559,47.52415573,4,6
740,70,14,22,5.002367748,96,-41.14213741,148.3289812,3,8
741,92,19,18,1.919948914,52,-61.63253636,-26.88606437,3,12
742,15,11,17,4.538461538,59,-63.598623,80.79431012,3,5
743,61,10,12,0.76,19,-19.94401579,-31.92250924,4,11
744,42,15,11,4,52,4.329090377,92.31976269,4,5
745,94,10,11,1.2,30,-3.369816289,18.14004626,4,11
746,97,14,10,3.446429309,52,32.69011045,-85.41030521,5,6
747,54,14,22,1.08,27,79.9840525,103.056562,5,11
748,59,17,23,3.92,98,-42.1947833,-135.4276587,3,11
749,42,18,19,2.230769231,29,12.57995247,155.311684,3,5
750,69,13,19,2.788137864,59,78.00202489,-20.98488171,5,9
751,50,18,18,1.477633478,14,-87.99314067,134.2113396,3,3
752,60,13,21,7.153846154,93,26.07583058,-101.0363667,5,5
753,21,15,23,2.288721805,35,28.3848366,28.95737601,4,6
754,41,20,12,2.96,74,51.24062604,41.88387381,4,11
755,56,15,14,4.71679198,71,-1.979728794,-144.3994863,3,6
756,16,10,16,2.45021645,23,-78.65459136,-39.18541727,3,3
757,62,13,22,3.16,79,78.84548677,104.015104,5,11
758,74,19,11,4.461538462,58,64.14681073,-20.41465107,5,5
759,94,12,22,5.487944862,94,49.3899336,59.5241225,4,7
760,85,14,24,1.615384615,21,-43.0340012,107.0849552,3,5
761,91,13,20,3.44,86,89.2706479,39.28339888,5,11
762,54,20,25,5.615384615,73,26.23442797,-89.17590856,5,5
763,54,17,23,2.508683473,38,-8.129510363,116.1490323,4,6
764,36,11,19,5.606398349,96,10.0678972,-96.42570702,4,7
765,55,17,14,6.692307692,87,51.09255868,72.73042122,4,5
766,94,10,23,0.96,24,-80.0805351,-164.6949903,3,11
767,15,16,21,2.08,52,10.59851178,-70.17507563,4,11
768,26,16,25,5,65,29.14460328,-36.90473668,4,5
769,46,19,13,0.857142857,13,-42.67293937,123.000856,3,6
770,42,17,15,2.76,69,-44.46930179,147.9937332,3,11
771,23,13,21,1.4,21,12.38211282,-68.39535994,5,6
772,92,16,17,4.259432405,64,-68.05574435,-73.35776892,3,6
773,82,13,15,4.538461538,59,85.00165908,123.2481543,5,5
774,45,12,21,2.855867837,89,34.89495248,-30.01446326,4,14
775,73,10,25,4.395714286,84,-82.5785198,159.4558123,3,8
776,71,18,20,1.731712732,16,-35.7067585,80.92525996,3,3
777,43,20,25,6.615384615,86,22.07035083,-57.16245192,5,5
778,85,15,15,3.44,86,-0.22896826,-169.559157,3,11
779,62,13,15,0.771428571,12,-62.6120464,73.72934789,3,6
780,52,10,22,3.42610875,79,-23.44601958,104.3379087,4,10
781,89,10,19,7.615384615,99,26.52264801,-57.73475271,5,5
782,48,16,20,2.84,71,-40.76874204,-169.9868785,3,11
783,54,19,21,1.411764706,22,-85.49388725,63.16098091,3,6
784,72,14,10,2.831578947,43,-63.53646916,179.8364114,3,6
785,35,10,21,2.692307692,35,16.61176764,-162.6631469,5,5
786,90,11,14,2.88,72,32.70156206,14.37919595,4,11
787,34,20,15,1.123809524,17,25.00364619,-122.6660937,5,6
788,10,20,12,5.923076923,77,-42.2557713,-155.5558083,3,5
789,35,16,13,2.572745098,39,16.80935529,3.551856726,4,6
790,83,14,16,1.477222468,23,11.67130935,138.8467106,5,6
791,26,14,16,4.780510099,72,-53.85600203,-155.8097773,3,6
792,22,10,13,0.84,21,-28.09877701,63.41746934,4,11
793,71,18,16,2,50,73.90677546,122.7509489,5,11
794,29,13,19,6.692307692,87,-62.30581997,175.7060803,3,5
795,29,14,19,4.664032139,70,-64.47878954,42.84294884,4,6
796,26,12,10,3.72,93,-64.82980966,163.5836786,3,11
797,69,18,10,5.692307692,74,-48.70208375,-44.36984396,4,5
798,48,16,11,3.253907146,62,-35.86853301,111.2989686,3,8
799,71,12,24,0.64,16,-82.11078489,117.9392588,3,11
800,88,16,10,3.48,87,71.66359953,138.9277294,5,11
801,60,12,20,6.846153846,89,33.35959965,91.91294261,4,5
802,51,12,10,3.194137518,61,78.88209347,173.5308181,5,8
803,55,15,22,1.56,39,62.11480555,125.739519,5,11
804,15,12,24,5.076923077,66,-84.64441495,-125.6700653,3,5
805,92,14,14,3.94776968,83,72.83389713,-179.435809,5,9
806,57,14,23,1.2,30,-86.62385582,150.3603304,3,11
807,59,13,25,7.153846154,93,-14.77591633,128.6717135,4,5
808,60,18,17,3.48,87,-88.62311215,55.64702953,4,11
809,78,19,12,3.151172048,54,-9.172122951,125.9279567,4,7
810,66,16,17,2.84,71,59.99926975,-93.04353606,5,11
811,80,19,20,4.020110378,93,-28.804108,152.9476915,3,10
812,68,10,25,1.474747475,14,2.017936715,122.1692126,4,3
813,85,17,14,7.461538462,97,39.98604264,97.08085258,5,5
814,90,12,17,2.36,59,80.2208771,-178.3466522,5,11
815,32,18,14,0.733333333,11,71.23764134,-62.24013914,5,6
816,85,14,22,4.702796634,99,-66.12805214,81.29299981,4,9
817,37,15,14,4.461538462,58,23.56645459,-145.5641948,5,5
818,50,16,21,2.44,61,-44.60037833,-91.5979058,3,11
819,10,17,16,6.307692308,82,87.91917681,108.4494215,5,5
820,53,10,19,2.04,51,80.98549241,141.6281582,5,11
821,22,14,17,3.517027864,60,79.14742847,157.1763397,5,7
822,96,16,20,1.96,49,-20.47222158,120.0457423,4,11
823,57,18,17,6.230769231,81,-59.36693111,136.0320701,3,5
824,20,17,12,0.866666667,13,88.67206254,-94.17959927,5,6
825,57,16,25,4.621565423,88,-79.80407883,-78.46154459,3,8
826,19,14,14,1.36,34,62.35807202,33.3571833,4,11
827,62,15,11,2.466206897,67,8.79347411,-99.23187831,5,12
828,58,16,22,1.857142857,17,-35.50903387,-130.225231,3,3
829,21,11,25,6.538461538,85,65.32611244,138.5922962,4,5
830,42,19,18,3.572725932,54,60.06487894,97.41036637,5,6
831,99,15,18,3.48,87,48.36969006,15.55036696,5,11
832,79,12,21,1.578947368,24,-88.43122964,0.316251423,3,6
833,45,12,11,6.846153846,89,30.60344863,-89.30928407,5,5
834,58,13,13,4.057172279,86,-2.179950461,11.284417,4,9
835,76,12,22,2.96,74,52.73473491,44.84036119,4,11
836,53,15,23,1.776666667,16,-67.99149046,117.5974363,3,3
837,37,15,21,3.461538462,45,-76.29333489,-86.87291294,3,5
838,70,12,11,3.976293675,60,-44.5518871,35.11516714,4,6
839,49,16,20,0.52,13,-6.501149254,-15.7782979,4,11
840,19,11,10,2.01010101,23,67.96791399,-16.78255208,5,4
841,98,11,22,2.84,71,-4.169010403,-77.90329036,5,11
842,61,12,17,2.820835913,64,14.44799719,-117.4134981,5,10
843,53,17,15,3.230769231,42,67.44066009,-172.2784422,5,5
844,30,16,19,1.28,32,12.06141512,-3.673137514,4,11
845,98,17,13,7.461538462,97,65.27527829,135.8879146,5,5
846,37,20,17,4.359103641,66,-16.27344988,158.8953231,3,6
847,18,19,20,3.84,96,-29.15893901,-122.5354339,3,11
848,67,17,17,3.626225346,84,45.09987252,-24.97532841,5,10
849,30,19,10,2.877233877,32,-5.444694993,161.4077509,3,4
850,69,18,16,3.230769231,42,75.03626419,67.5097197,5,5
851,53,17,11,0.44,11,0.30725448,-119.5157266,5,11
852,91,13,25,3.88,97,-46.08134225,92.27841687,4,11
853,16,11,15,2.362229102,36,-30.8679757,-143.2355817,3,6
854,68,15,12,2.846153846,37,-62.50869901,66.25847649,4,5
855,59,14,17,3.863245069,74,-82.35408392,30.34674462,4,8
856,89,18,10,2.111111111,19,26.92960325,-101.3377364,5,3
