TaskFileSize,TaskOutputFileSize,TaskFileLength,UserLatitude,UserLongitude,DataCenterID,ENSEMBLE_predicted_DC
96,12,10,-36.07009537,-7.798691286,4,4
74,14,20,51.95872991,-95.18269246,5,5
47,10,14,-83.07056727,-123.1210612,3,3
82,10,16,49.66235898,176.0286207,5,5
84,14,22,-45.27028798,-121.7229052,3,3
15,16,20,84.6807493,-152.9883342,5,5
16,10,16,-23.10568595,170.1590228,3,3
77,14,17,57.25853688,-151.2982077,5,5
48,15,23,-1.166004117,174.692352,3,3
49,10,19,18.41386509,123.3450197,4,4
78,15,15,18.86044395,38.68780728,4,4
11,20,15,86.97568296,-7.753943167,4,5
59,13,20,87.55929431,-8.844719257,5,5
47,16,10,14.15691303,46.54117163,4,4
67,10,20,-35.73588275,-28.3070888,4,4
83,12,23,-8.2516636,83.56472905,4,4
56,13,21,-61.92449968,-28.89321956,3,3
55,19,16,67.78512223,27.8048815,5,5
23,17,13,-45.75152318,32.62111622,4,4
11,20,21,-82.64312275,86.24871039,3,3
38,14,24,27.08372064,87.44544876,4,4
21,12,11,-52.92673266,102.4406741,3,3
28,15,13,-86.81151982,-163.4724402,3,3
49,10,18,53.67323993,-110.3966421,5,5
95,15,22,82.67199763,26.4830096,5,5
80,10,11,85.93378323,-174.6351702,5,5
68,19,25,-84.13816726,86.72878987,3,3
72,17,19,-74.22084532,51.92288308,3,3
100,18,11,-38.5367326,87.45168604,4,4
65,10,24,-7.173796967,-83.49895354,5,3
17,10,20,-21.2170828,-101.9428561,3,3
64,13,15,-80.62766855,39.92752794,4,4
84,10,22,16.46517018,106.4591337,4,4
52,15,22,32.0142137,-114.4935267,5,5
21,14,17,-68.93846806,-114.9406144,3,3
98,14,17,41.10773888,61.12465631,4,4
39,14,13,34.91757363,3.277160482,4,4
26,19,12,62.09495526,72.26380668,5,5
48,14,15,-79.07728305,19.70072944,3,3
60,18,22,11.23122876,11.60741185,4,4
50,13,11,35.99827789,100.4089398,5,5
37,10,20,55.45948627,98.92677292,5,5
28,12,21,42.56286086,-21.1914454,4,4
12,16,24,15.78030684,-139.0959511,3,3
60,18,13,11.45115459,-112.3870672,5,5
65,10,24,-3.639650986,93.74001313,4,4
99,13,18,-82.9726661,171.1017882,3,3
21,16,19,-64.98634384,-177.8107576,3,3
79,18,22,35.94212128,138.6026736,5,5
59,11,13,-77.35295185,-33.60213361,3,3
78,11,21,-45.73934994,-144.853428,3,3
78,11,16,-49.95173688,-171.3267513,3,3
98,10,16,29.90498366,-57.05448506,5,5
54,17,18,52.28296459,8.407773505,4,4
26,10,11,-19.10295277,-80.67963478,5,5
53,15,17,-5.784773489,76.75515069,4,4
77,11,14,-29.69481477,105.3891304,3,3
58,11,17,30.96550013,-114.0993592,5,5
88,15,11,-59.04961608,151.2414533,3,3
25,13,22,-10.64101467,157.5435046,3,3
29,18,16,-5.566140913,-148.6103237,3,3
77,15,10,65.8782795,-26.08428836,5,5
82,17,24,-1.008910136,-102.0917859,5,5
21,18,25,51.05699088,33.49351464,4,4
43,14,12,33.34115145,27.94616064,4,4
80,20,22,-15.28600866,-137.1248532,3,3
18,15,17,71.6544261,-131.8378741,5,5
32,19,22,54.40166639,37.27003765,4,4
79,16,14,-62.53489862,53.16366154,4,4
49,20,11,49.27753331,20.35810214,4,4
64,16,12,-4.606986434,56.19466811,4,4
24,13,16,50.33330002,43.37004818,4,4
41,15,25,-11.83195343,-124.4569502,5,5
29,17,13,82.66281644,-2.775208974,5,5
44,10,13,-38.12890086,-47.23015023,4,4
61,14,19,31.48071577,89.20202452,4,4
32,17,25,-28.33849651,-179.2767453,3,3
88,19,19,-28.25757163,-174.0514298,3,3
56,18,11,-4.040325868,115.3058047,5,5
67,19,10,-2.02408813,69.12634223,4,4
55,10,12,8.962459728,-87.38501909,5,5
41,10,25,-61.60586681,-157.0219243,3,3
66,20,18,76.64142021,-163.1776146,5,5
27,15,19,20.32227858,59.64866556,4,4
97,15,16,-61.06078294,-113.7310668,3,3
33,13,24,-16.35457427,44.87854506,4,4
85,17,20,-19.99196661,142.8492637,3,3
29,14,14,69.38309247,6.188775353,5,5
95,18,11,79.3920218,173.8620547,5,5
61,15,18,-63.77908695,-67.27190606,3,3
86,11,20,-17.14173615,62.13095588,4,4
84,12,22,11.44313556,-41.286994,5,5
63,18,14,78.3911903,158.1758938,5,5
93,12,19,81.83226339,152.437719,5,5
91,19,13,-4.47866537,38.87637538,4,4
57,14,25,-73.42039491,31.69122539,3,4
85,17,21,-20.48927839,-113.9519953,5,3
35,16,13,2.799257255,-66.75585816,4,4
34,13,20,-45.91638693,-117.9090085,3,3
53,11,25,-1.643728281,-50.79216454,5,5
51,11,13,10.59184624,145.5610178,4,4
64,17,21,53.70204624,-134.6466082,5,5
89,19,18,14.43378363,153.8321329,3,5
71,19,10,35.54491808,-150.003103,5,5
44,14,11,-26.84064214,-11.64667396,4,4
48,13,18,11.33043174,86.78794625,4,4
46,19,10,-83.89206116,-72.74085673,3,3
44,19,11,-26.33256795,90.35344191,4,4
11,12,16,-46.56619473,-172.4884087,3,3
90,19,24,78.38911895,158.5483181,5,5
18,10,24,64.72489103,66.23861767,4,4
74,16,10,43.93203343,125.7731754,5,5
94,19,10,27.23354064,-156.6929744,5,5
50,18,15,-87.86743766,-88.42514192,3,3
74,11,25,78.5130371,11.60929708,5,5
42,12,20,12.91270657,-49.16195006,4,4
34,20,15,63.87541769,-119.6920229,5,5
36,16,18,13.30766419,-57.7104244,4,4
31,17,18,53.35939186,-178.3561641,4,4
68,14,20,56.52820376,144.5831262,5,5
47,17,12,5.412220189,166.2365727,3,3
80,10,23,-71.57432787,-73.38395467,3,3
85,14,25,46.83626029,156.7939252,5,5
89,14,13,-89.22611533,-160.1277425,3,3
74,19,16,-21.92168653,150.8197306,3,3
46,15,12,32.75450003,-139.6582599,4,4
52,20,17,-23.69810361,-150.4813506,3,3
65,19,13,-39.80232834,82.57897282,4,4
74,15,20,48.24871051,-92.17204112,5,5
23,18,24,39.9911811,40.30000219,4,4
59,18,14,82.52665827,-119.0574347,5,5
13,13,18,81.46815102,66.46256364,4,4
59,18,24,-10.6302156,114.1856955,3,3
24,15,24,64.6404325,-160.2206814,4,4
97,20,16,-26.26700559,47.52415573,4,4
70,14,22,-41.14213741,148.3289812,3,3
92,19,18,-61.63253636,-26.88606437,3,3
15,11,17,-63.598623,80.79431012,3,3
61,10,12,-19.94401579,-31.92250924,4,4
42,15,11,4.329090377,92.31976269,4,4
94,10,11,-3.369816289,18.14004626,4,4
97,14,10,32.69011045,-85.41030521,5,5
54,14,22,79.9840525,103.056562,5,5
59,17,23,-42.1947833,-135.4276587,3,3
42,18,19,12.57995247,155.311684,3,3
69,13,19,78.00202489,-20.98488171,5,5
50,18,18,-87.99314067,134.2113396,3,3
60,13,21,26.07583058,-101.0363667,5,5
21,15,23,28.3848366,28.95737601,4,4
41,20,12,51.24062604,41.88387381,4,4
56,15,14,-1.979728794,-144.3994863,3,3
16,10,16,-78.65459136,-39.18541727,3,3
62,13,22,78.84548677,104.015104,5,5
74,19,11,64.14681073,-20.41465107,5,5
94,12,22,49.3899336,59.5241225,4,4
85,14,24,-43.0340012,107.0849552,3,3
91,13,20,89.2706479,39.28339888,5,5
54,20,25,26.23442797,-89.17590856,5,5
54,17,23,-8.129510363,116.1490323,4,4
36,11,19,10.0678972,-96.42570702,4,5
55,17,14,51.09255868,72.73042122,4,4
94,10,23,-80.0805351,-164.6949903,3,3
15,16,21,10.59851178,-70.17507563,4,4
26,16,25,29.14460328,-36.90473668,4,4
46,19,13,-42.67293937,123.000856,3,3
42,17,15,-44.46930179,147.9937332,3,3
23,13,21,12.38211282,-68.39535994,5,5
92,16,17,-68.05574435,-73.35776892,3,3
82,13,15,85.00165908,123.2481543,5,5
45,12,21,34.89495248,-30.01446326,4,4
73,10,25,-82.5785198,159.4558123,3,3
71,18,20,-35.7067585,80.92525996,3,3
43,20,25,22.07035083,-57.16245192,5,5
85,15,15,-0.22896826,-169.559157,3,3
62,13,15,-62.6120464,73.72934789,3,3
52,10,22,-23.44601958,104.3379087,4,4
89,10,19,26.52264801,-57.73475271,5,5
48,16,20,-40.76874204,-169.9868785,3,3
54,19,21,-85.49388725,63.16098091,3,3
72,14,10,-63.53646916,179.8364114,3,3
35,10,21,16.61176764,-162.6631469,5,5
90,11,14,32.70156206,14.37919595,4,4
34,20,15,25.00364619,-122.6660937,5,5
10,20,12,-42.2557713,-155.5558083,3,3
35,16,13,16.80935529,3.551856726,4,4
83,14,16,11.67130935,138.8467106,5,5
26,14,16,-53.85600203,-155.8097773,3,3
22,10,13,-28.09877701,63.41746934,4,4
71,18,16,73.90677546,122.7509489,5,5
29,13,19,-62.30581997,175.7060803,3,3
29,14,19,-64.47878954,42.84294884,4,4
26,12,10,-64.82980966,163.5836786,3,3
69,18,10,-48.70208375,-44.36984396,4,4
48,16,11,-35.86853301,111.2989686,3,3
71,12,24,-82.11078489,117.9392588,3,3
88,16,10,71.66359953,138.9277294,5,5
60,12,20,33.35959965,91.91294261,4,4
51,12,10,78.88209347,173.5308181,5,5
55,15,22,62.11480555,125.739519,5,5
15,12,24,-84.64441495,-125.6700653,3,3
92,14,14,72.83389713,-179.435809,5,5
57,14,23,-86.62385582,150.3603304,3,3
59,13,25,-14.77591633,128.6717135,4,4
60,18,17,-88.62311215,55.64702953,4,3
78,19,12,-9.172122951,125.9279567,4,4
66,16,17,59.99926975,-93.04353606,5,5
80,19,20,-28.804108,152.9476915,3,3
68,10,25,2.017936715,122.1692126,4,4
85,17,14,39.98604264,97.08085258,5,5
90,12,17,80.2208771,-178.3466522,5,5
32,18,14,71.23764134,-62.24013914,5,5
85,14,22,-66.12805214,81.29299981,4,4
37,15,14,23.56645459,-145.5641948,5,5
50,16,21,-44.60037833,-91.5979058,3,3
10,17,16,87.91917681,108.4494215,5,5
53,10,19,80.98549241,141.6281582,5,5
22,14,17,79.14742847,157.1763397,5,5
96,16,20,-20.47222158,120.0457423,4,3
57,18,17,-59.36693111,136.0320701,3,3
20,17,12,88.67206254,-94.17959927,5,5
57,16,25,-79.80407883,-78.46154459,3,3
19,14,14,62.35807202,33.3571833,4,5
62,15,11,8.79347411,-99.23187831,5,5
58,16,22,-35.50903387,-130.225231,3,3
21,11,25,65.32611244,138.5922962,4,4
42,19,18,60.06487894,97.41036637,5,5
99,15,18,48.36969006,15.55036696,5,5
79,12,21,-88.43122964,0.316251423,3,3
45,12,11,30.60344863,-89.30928407,5,5
58,13,13,-2.179950461,11.284417,4,4
76,12,22,52.73473491,44.84036119,4,4
53,15,23,-67.99149046,117.5974363,3,3
37,15,21,-76.29333489,-86.87291294,3,3
70,12,11,-44.5518871,35.11516714,4,4
49,16,20,-6.501149254,-15.7782979,4,4
19,11,10,67.96791399,-16.78255208,5,5
98,11,22,-4.169010403,-77.90329036,5,5
61,12,17,14.44799719,-117.4134981,5,5
53,17,15,67.44066009,-172.2784422,5,5
30,16,19,12.06141512,-3.673137514,4,4
98,17,13,65.27527829,135.8879146,5,5
37,20,17,-16.27344988,158.8953231,3,3
18,19,20,-29.15893901,-122.5354339,3,3
67,17,17,45.09987252,-24.97532841,5,5
30,19,10,-5.444694993,161.4077509,3,3
69,18,16,75.03626419,67.5097197,5,5
53,17,11,0.30725448,-119.5157266,5,5
91,13,25,-46.08134225,92.27841687,4,3
16,11,15,-30.8679757,-143.2355817,3,3
68,15,12,-62.50869901,66.25847649,4,4
59,14,17,-82.35408392,30.34674462,4,4
89,18,10,26.92960325,-101.3377364,5,5
73,20,24,-19.05749543,-91.80868546,5,5
57,20,17,72.52499527,-94.07893275,5,5
67,12,14,-2.932013806,-5.417074858,4,4
27,18,13,16.32206302,-178.5043701,4,5
96,19,18,-18.15254259,56.81929003,4,4
81,18,18,89.39818703,-77.84518245,5,5
73,16,12,2.29659282,94.67648514,4,4
90,18,16,72.56443543,-56.44040066,5,5
19,13,11,39.52767613,151.6836509,4,4
64,11,15,-11.61474247,-24.01200171,4,4
58,12,21,-32.53135197,68.12885265,4,4
23,20,12,-34.61203002,35.79991112,4,4
82,17,18,-54.87798984,-20.21286265,3,4
80,19,11,22.14265497,124.3639426,5,5
43,18,13,-23.1722723,-48.77194077,4,4
85,12,19,-70.23066203,-137.3324204,3,3
37,15,16,-6.839224704,-9.847083265,4,4
93,13,19,0.266062238,56.86517806,4,4
41,15,11,-43.17542509,55.5407942,3,3
98,15,20,72.72400233,-56.77421273,5,5
49,17,14,47.45973872,-66.6209494,5,4
37,17,16,-23.73309227,50.41658587,4,4
98,12,25,39.61804115,89.38613691,5,5
42,17,17,-67.43245539,-162.5090359,3,3
64,10,16,31.97633326,127.1423934,5,4
40,16,22,8.917447407,-60.49031793,4,4
57,10,24,-7.589975344,-171.768531,3,3
17,10,19,-21.52349328,-62.04988184,4,4
21,15,22,51.23078919,117.4064109,5,5
85,12,20,62.35373356,154.1643585,5,5
15,19,18,-81.69766772,62.4699123,3,3
54,15,18,74.59571522,51.20939621,5,5
25,20,24,-25.57961991,61.73511792,4,4
84,11,18,27.41217273,37.29961183,4,4
78,11,23,-32.30306278,0.61730335,4,4
42,10,14,-65.75251255,173.654756,3,3
31,14,18,-53.384472,148.9747119,3,3
84,19,15,-55.60772982,-83.951883,3,3
60,11,13,42.59054007,131.0343522,5,5
40,16,17,-4.747074166,141.2448598,3,3
79,15,16,-84.5768203,176.2133921,3,3
67,20,20,-25.38270441,-156.5544274,3,3
85,16,20,6.258838595,131.0665305,3,3
15,10,15,16.41303884,-97.60067909,5,5
49,18,18,27.03995492,-77.55748038,5,5
14,15,12,74.75338639,147.8450773,5,5
90,10,24,8.850389727,51.21376585,4,4
35,19,14,-62.84961594,-23.14472548,3,3
58,10,23,-77.46266149,126.6663889,3,3
22,19,16,77.97272771,-34.43668925,5,5
29,18,21,-0.220367309,106.81525,4,4
29,17,12,48.02329507,-152.7156489,5,5
83,20,25,-85.04812706,125.2645271,3,3
94,14,20,-20.2180915,-33.88025685,5,5
49,18,16,-83.5586702,-156.3508449,3,3
41,15,16,77.76014396,87.53845578,5,5
70,18,10,-30.22338807,-83.73792495,3,3
85,19,12,24.75701297,4.36016102,4,4
100,15,11,-7.045631792,64.98994964,4,4
47,10,15,87.26453881,-164.5289209,5,5
68,19,11,-49.02869075,123.1538236,3,3
84,15,15,19.25877506,24.31888223,4,4
22,13,24,63.52269801,-86.63796733,5,5
28,13,19,21.88207259,-43.56106022,4,4
87,18,13,56.60260205,10.75330834,5,5
67,14,24,-61.33301188,-112.2644781,3,3
93,19,23,6.587381569,102.7338119,4,4
42,12,24,-32.15500041,-23.44459004,4,4
53,13,20,9.39148637,27.51271544,4,4
88,14,11,44.89830211,-124.5084271,5,5
52,15,12,13.4223516,-3.231021032,4,4
28,19,11,-70.08312104,-148.1533422,3,3
38,16,21,72.26928295,80.35086764,5,5
53,16,24,82.13850277,144.0114701,5,5
74,15,12,89.70680614,-117.3206004,5,5
56,11,19,-69.97073293,57.07548899,3,3
91,14,20,-15.7703811,-69.81233056,5,5
69,17,18,68.91686896,-38.79854577,5,5
86,17,21,12.58555645,110.4823707,4,4
45,11,10,-71.46878358,94.52924567,3,3
39,20,19,-50.27776182,-2.932880766,3,3
31,17,21,89.67236377,-118.012647,5,5
70,12,23,-78.4685963,-47.9854408,3,3
61,15,14,20.33182064,138.8737089,4,4
96,10,24,-83.68644231,-45.4275465,3,3
13,19,24,-31.85438169,-145.7034471,3,3
69,14,25,-24.16289785,-120.0787828,3,3
65,20,19,-30.59988218,-83.98508676,4,4
40,12,23,63.79523709,-134.1244004,5,5
23,13,19,-81.93828612,-133.9050912,3,3
45,13,23,-74.137199,38.13847329,4,4
84,20,14,-42.97278273,88.51054157,4,4
80,19,10,28.81738163,-112.0977696,5,5
17,20,17,-26.38051705,48.6174267,4,4
86,19,25,35.07805696,62.1978543,4,4
40,10,15,66.6458767,73.07891911,5,5
24,19,17,72.29953339,-64.69721672,5,5
79,14,19,32.36663195,-162.8958715,5,5
22,11,21,-16.17516867,136.0064556,3,3
79,19,10,80.62208157,121.3759795,5,5
22,12,25,-20.4227614,81.84838425,4,4
19,17,10,-29.19536787,-82.55039582,3,3
20,15,21,-49.21966287,-169.4323135,3,3
66,16,18,57.70272648,-23.5533892,5,5
13,16,10,-40.1108041,-104.6234142,3,3
66,16,15,75.80835117,-76.45560913,5,5
25,10,25,-0.549755217,-76.81429895,4,4
24,12,13,61.8960745,-163.1978037,5,5
65,16,25,-1.745855483,-7.063615093,4,4
31,19,10,44.3273897,83.49971993,4,4
67,10,21,-19.23725625,14.28809923,4,4
68,17,11,-80.88476279,11.05729444,3,3
34,13,18,-24.10705629,35.24251857,4,4
14,10,17,-4.611520874,-45.7701703,5,5
92,19,21,-82.9150499,-159.1456302,3,3
83,14,11,-71.71588737,-174.4842,3,3
32,19,19,71.20702135,-43.77291478,5,5
10,12,13,-5.969125096,-60.73454782,4,4
54,18,17,-53.5222906,-112.1556123,3,3
96,13,20,68.02138467,-163.5416532,5,5
67,10,22,-82.30622853,77.10508537,3,3
32,12,25,-74.78538121,87.55929961,3,3
92,10,11,-85.78542875,-96.61941861,3,3
40,18,25,-25.76986785,-86.2041838,5,5
54,13,24,59.39914746,164.9813015,5,5
40,16,12,-10.72536716,136.833841,3,3
96,14,16,-3.748231191,-34.24613257,4,4
64,13,18,-79.2355585,127.9986474,3,3
39,18,21,-3.040791161,-171.3911984,3,3
78,15,11,3.896849071,-61.84998806,5,5
94,19,24,-21.49254111,152.7482406,3,3
32,20,25,80.64374828,-122.5931527,4,5
64,13,16,53.67161527,19.17125772,4,4
46,18,25,-70.31572842,54.85321753,4,4
21,13,15,-15.99979485,109.2818766,4,4
91,19,18,-47.57054364,-39.21486152,5,5
52,18,12,85.70257428,-9.473492231,5,5
33,20,19,50.52278449,105.8745981,4,4
56,18,20,36.89957836,87.97556953,4,4
29,10,11,50.42213765,51.77126537,4,4
65,12,11,79.97963977,114.6295022,5,5
18,10,17,19.63795611,19.5313133,4,4
99,14,13,79.1902628,-141.4329254,5,5
49,19,10,-8.675622926,-3.863171455,4,4
14,17,24,-4.562305653,-89.74410403,5,5
67,15,11,35.87408715,107.5151523,5,5
72,15,23,86.13035929,88.38273299,5,5
72,14,20,-19.03273926,45.2943797,4,4
68,18,23,-88.41847784,-83.23681118,3,3
97,12,18,-5.78156372,-87.58394229,5,5
16,13,18,-31.22034069,140.0997577,3,3
37,18,17,-84.09527974,-154.6325593,3,3
66,10,17,-5.404791214,-99.84654014,5,5
46,17,10,-50.53078899,44.36190697,4,4
84,11,13,62.25419844,-82.83659216,5,5
68,12,17,-5.969240597,-130.9703576,3,3
55,10,24,-30.91301368,40.63453927,4,4
44,16,25,41.23174166,-39.14260624,5,5
27,18,19,-17.92476553,121.4706849,3,3
78,14,21,57.16539213,-65.33318226,5,5
97,13,25,-30.21297146,81.82571564,3,3
33,18,14,84.53636531,177.4948378,5,5
36,12,17,-86.06216806,-62.79725556,3,3
44,12,13,39.96457796,-147.0692058,5,5
41,13,19,-16.74690318,-46.84871774,4,4
44,18,20,55.499869,-7.959055494,4,4
68,15,11,47.84709986,40.58044704,4,4
50,18,23,-17.77031685,-171.6824894,3,3
37,16,25,-82.60411316,-5.95241151,3,3
16,19,13,64.83331957,-10.2878766,4,4
78,20,15,-85.40045025,99.47164934,3,3
25,10,24,10.71764039,101.7391748,4,4
31,12,18,-22.69205308,-82.6267154,3,3
63,17,25,5.691038047,-19.13999672,5,5
84,19,21,75.00511908,174.4341002,5,5
44,18,25,-48.63095301,-118.6597913,3,3
26,19,20,42.29068536,-39.65769921,4,4
16,18,16,43.82424546,135.5524435,4,4
94,14,21,-82.9913288,152.6574676,3,3
93,17,23,-79.3421932,-136.5566907,3,3
62,20,20,4.143072896,-67.53282078,5,5
58,11,21,80.24251883,127.6808647,5,5
10,20,22,-79.91708631,-27.47461245,3,3
26,14,25,33.27760417,78.31760767,4,4
25,11,25,38.58320026,-58.62283938,5,4
31,20,18,-69.25066885,-155.239618,3,3
29,14,18,86.27676928,49.01683589,5,5
84,10,18,-50.04278682,-82.08651467,3,3
17,18,15,56.28523992,139.8078163,4,4
100,19,11,-34.39207341,-164.8553848,3,3
43,14,11,89.51277902,-44.98108908,5,5
56,19,17,-13.67757098,72.96285864,4,4
33,10,18,-68.77645147,-96.11486071,3,3
76,17,18,-65.7574981,-96.80434689,3,3
12,19,23,-43.41476893,92.09866005,4,4
59,16,14,-60.82283766,93.08846522,3,3
41,16,25,-75.07198249,73.64824432,3,3
69,13,19,52.83177893,-115.6569118,5,5
74,15,12,-34.53920616,-90.71716635,5,5
89,10,22,-35.88640521,-179.4309908,3,3
64,17,12,-83.07353898,39.2853985,4,4
51,18,22,-53.39074589,0.079599182,4,4
36,17,22,-63.85663758,99.04500579,3,3
34,13,16,-76.49102786,-173.0259555,3,3
36,19,23,77.13576036,122.4913193,5,5
97,11,24,17.13603439,-4.127172442,4,4
88,14,24,37.09330208,52.20186195,4,4
45,17,15,42.23498749,42.60730671,4,4
16,19,13,-85.5607276,154.5576595,3,3
59,14,15,-46.08730796,-84.75586147,5,3
21,17,16,36.02736075,-43.4720441,5,5
82,18,12,37.83260495,-179.0484663,5,5
30,14,23,-59.78264069,-60.49983145,4,4
42,18,15,49.52349374,99.26001505,5,5
24,17,25,-10.05959918,-62.86448231,4,4
69,19,10,-3.711071402,29.23484944,4,4
21,11,22,20.40548999,-156.2147994,5,5
66,13,25,68.18965914,-78.17416291,5,5
70,19,22,84.41744992,136.5305814,5,5
75,20,15,3.820440831,131.6048993,3,3
33,10,18,9.102212261,97.37626443,4,4
92,20,17,-22.85512505,150.3821425,3,3
68,12,14,45.90775677,-102.144464,5,5
62,17,16,70.49980831,141.4393393,5,5
29,15,19,-8.982837992,-165.8329518,3,3
60,10,12,10.15835358,127.5690114,4,4
89,16,15,85.38213797,74.05546767,5,5
77,20,17,-75.63226462,-141.476412,3,3
75,12,11,-55.41971387,-167.7692708,3,3
80,12,16,76.13992905,-71.22732311,5,5
71,19,11,-13.24487385,-128.3425765,3,3
81,16,19,13.59094861,-28.89672261,4,4
94,13,13,-26.65501259,97.71042244,4,4
38,18,15,51.84460803,88.33767276,4,4
66,20,16,-27.69951053,-31.93357684,4,4
78,15,20,-38.36634614,156.5555144,3,3
92,18,15,66.87205175,-88.94284663,5,5
87,16,20,19.88811355,83.87582922,4,4
48,14,14,84.6019624,-16.47165617,5,5
52,20,18,35.18479259,-7.058342345,4,4
30,19,23,29.63084958,70.72659152,4,4
15,16,11,-54.9363923,5.798044955,3,3
67,14,12,-62.25648924,96.57221613,3,3
37,11,14,-0.752238885,-2.352840076,4,4
42,18,25,31.5037981,-138.7029364,5,5
96,16,10,-21.26347017,136.9571596,3,3
54,20,10,-0.598502443,36.22484362,4,4
51,15,21,77.88970999,12.69177934,5,5
58,14,19,-14.47364829,16.43157524,4,4
81,12,15,2.359639879,-159.2094208,3,3
52,12,15,-67.8007057,144.8381952,3,3
75,10,15,78.40744945,-82.90108587,5,5
72,15,18,87.20070211,17.91909644,5,5
33,19,11,27.6733477,129.3392485,4,4
58,12,20,-75.45226799,-1.066260309,3,3
13,19,11,-72.84646078,52.59392735,3,3
93,20,18,88.78501125,126.2004753,5,5
62,13,22,11.39660663,-73.93376496,5,5
17,18,18,35.37813117,-147.4704102,5,5
11,12,13,56.37893738,112.8407041,4,4
74,13,25,-35.34559886,122.049957,3,3
88,15,15,-24.98266102,-113.944157,3,3
94,16,22,-79.08830375,158.6301751,3,3
25,14,25,26.3798799,61.80616524,4,4
89,18,18,1.046884458,10.85414161,4,4
94,12,15,46.21922579,-88.39725514,5,5
97,11,13,-77.91321282,-60.31213452,3,3
97,16,20,-14.90236325,-99.99521699,5,5
85,18,23,-36.00124176,-85.25755428,3,3
55,16,11,-46.90187949,174.9549294,3,3
81,18,10,77.51085711,102.0621879,5,5
82,15,24,-63.84785347,88.37027372,4,4
78,17,22,47.29969781,-35.09160478,5,5
46,17,21,-37.26052045,156.4713108,3,3
64,14,24,-41.46890543,-19.46583543,4,4
69,16,13,-1.159414485,21.99747703,4,4
78,16,14,-46.13634419,56.18976148,4,4
99,20,23,59.48758175,158.1673658,5,5
32,11,18,25.33956674,-70.19123482,5,5
55,17,25,-39.45723466,-145.6798456,3,3
66,11,15,83.37866937,126.8459191,5,5
89,10,10,14.63696136,-149.0904016,5,5
36,19,11,-38.94528494,169.5276276,3,3
24,17,14,-22.12561554,-111.5844456,3,3
21,17,11,69.48290753,-108.8304196,4,5
22,12,12,83.4896201,10.72415827,5,5
62,10,23,-62.73085464,-139.2613872,3,3
52,19,19,0.041301565,-59.87161847,4,4
67,18,15,1.661202204,116.216865,4,4
100,19,18,-18.1641321,-57.67994383,5,5
32,19,12,26.02605082,145.227681,4,4
32,11,16,28.55315236,-125.511002,5,5
41,15,24,-88.61334069,-155.0432654,3,3
93,19,16,-23.72085385,-98.90309374,5,3
80,10,12,-60.96075273,-70.21033336,3,3
22,10,11,-47.2239777,-34.39436766,4,4
53,14,25,2.213906583,55.80452544,4,4
10,20,12,29.46927546,-176.8586223,4,4
37,14,15,-29.0394835,-60.15508409,4,4
94,12,19,-87.00410497,134.0570571,3,3
72,10,24,-2.980383851,16.6972131,4,4
69,10,13,-54.31082095,-87.65611438,3,3
30,10,16,-51.24365969,-158.3065197,3,3
43,12,25,-47.91879179,-92.05173585,3,3
34,10,14,-51.78815498,127.8717351,3,3
89,14,15,0.557721506,-171.8799746,5,5
87,18,21,-89.57090121,-45.63971078,3,3
10,12,12,85.60656477,-24.2569006,5,5
10,19,12,-19.06311953,-25.94353788,4,4
99,14,18,-41.17173579,97.22184175,5,5
12,10,16,-25.99610778,125.5673806,4,4
18,18,21,-47.02079118,100.8085849,4,4
45,14,15,12.49674368,8.123426775,4,4
68,10,15,-17.14272465,150.9979312,3,3
38,13,17,2.507939708,74.78531532,4,4
81,19,14,-18.48539662,-11.37513532,5,5
76,10,23,56.38030622,169.2143341,5,5
33,19,14,85.2672318,49.89665315,5,5
55,20,15,58.03154169,30.80367216,5,5
47,19,15,13.14526816,-31.8262591,5,5
79,18,22,-26.55727373,-133.9832126,3,3
80,10,19,-54.80908261,-160.7840133,3,3
60,15,23,14.10149435,-25.18480792,4,4
64,14,10,-68.74242549,-122.3982481,3,3
57,20,11,59.20385851,106.2848114,5,5
96,18,16,-61.05468379,-12.73381769,4,4
53,13,23,48.48024309,70.69355623,4,4
21,13,10,9.45204497,-179.4145334,5,3
57,10,12,76.2174515,-151.4897145,5,5
97,17,25,-20.287627,131.3765497,3,3
44,15,10,-26.15170706,-105.7178917,5,5
89,17,11,57.85335726,-126.8374461,5,5
24,13,19,37.31659112,28.74966198,4,4
12,13,19,19.57336909,-99.13215944,5,5
60,16,13,47.63829038,-132.0432525,5,5
53,19,16,-15.72796106,128.8385608,3,3
61,10,22,-0.363859295,-33.64212255,4,4
14,15,10,26.79228016,173.28489,5,5
54,13,25,-63.81821525,-171.5742624,3,3
53,13,24,-48.61063639,72.09833088,4,4
100,15,14,67.91670649,-144.4767645,5,5
53,20,25,-44.59569944,-131.2362084,3,3
46,13,13,71.62475305,42.1112254,5,5
46,15,25,-7.960300387,-153.8090253,3,3
57,12,12,-35.21980642,-113.4229844,3,3
70,17,11,-13.72227805,-154.393453,3,3
39,10,15,-28.42653899,173.4774504,3,3
76,19,10,80.52781514,62.67806514,5,5
51,15,18,47.80502712,-111.556011,5,5
35,19,21,78.98070198,-25.1617785,5,5
75,15,16,9.460052252,-96.72791747,5,5
56,12,12,-44.11867613,101.4279883,4,3
15,20,25,-63.12452013,-92.8061563,3,3
65,19,11,60.85741182,-117.5595858,5,5
46,16,17,-26.99962176,131.0266,4,4
