TaskID,StartTime,TaskFileSize,TaskOutputFileSize,TaskFileLength,UserLatitude,UserLongitude,DataCenterLatitude,DataCenterLongitude,DistanceFromDataCenter,DataCenterCpuCost,DataCenterRamCost,DataCenterStorageCost,DataCenterBwCost,DataCenterTotalLoad,NetworkDelay,CET,ObjectiveFunction,DataCenterID
555,73.53370370370375,25,11,65,12.184820717643333,-177.09416569065442,-74.18907544438073,-68.48584252741054,11869.0,42.0,20.0,22.0,17.0,3366.0,1.19,11.67,2373.09,5
556,52.746458333333344,86,11,24,22.720689730136954,-146.93085015794856,74.17352985627201,3.8333252049254725,9034.0,48.0,15.0,26.0,27.0,3362.0,0.4,38.98,2378.15,3
557,74.01518518518523,70,13,97,-77.28265821983511,9.117869961599723,-74.18907544438073,-68.48584252741054,1993.0,42.0,20.0,22.0,17.0,3366.0,1.77,28.76,2370.23,5
558,45.498378378378426,49,17,56,-87.4523370853656,-83.29077032217062,-46.411964600904724,27.577266332250304,4953.0,56.0,19.0,30.0,28.0,3352.0,1.12,28.13,2362.94,4
559,45.75063063063068,21,15,59,-72.12174659818325,171.7146581994462,-46.411964600904724,27.577266332250304,6539.0,56.0,19.0,30.0,28.0,3352.0,1.18,14.37,2359.04,4
560,46.016396396396445,81,13,17,-44.10830042119371,8.310484874784919,-46.411964600904724,27.577266332250304,1525.0,56.0,19.0,30.0,28.0,3352.0,0.34,41.97,2364.82,4
561,52.871458333333344,75,14,44,74.44327865605578,-169.30164107090368,74.17352985627201,3.8333252049254725,3483.0,48.0,15.0,26.0,27.0,3362.0,0.74,35.14,2371.16,3
562,74.73370370370375,91,13,33,-67.59572197496277,-13.666243231366963,-74.18907544438073,-68.48584252741054,2035.0,42.0,20.0,22.0,17.0,3366.0,0.6,36.53,2373.03,5
563,53.10062500000001,84,19,47,46.69988446742687,59.16262705496723,74.17352985627201,3.8333252049254725,4029.0,48.0,15.0,26.0,27.0,3362.0,0.79,40.22,2373.75,3
564,53.34541666666667,72,20,92,81.56341840670686,83.5479695997305,74.17352985627201,3.8333252049254725,1834.0,48.0,15.0,26.0,27.0,3362.0,1.55,35.44,2369.88,3
565,74.9781481481482,56,19,34,-87.2245293046746,8.043046474049675,-74.18907544438073,-68.48584252741054,1712.0,42.0,20.0,22.0,17.0,3366.0,0.62,24.9,2368.06,5
566,75.23000000000005,47,15,13,-79.3358285493567,178.51286576786094,-74.18907544438073,-68.48584252741054,2468.0,42.0,20.0,22.0,17.0,3366.0,0.24,20.69,2367.02,5
567,53.82458333333334,82,18,45,43.27691662338316,82.62427191508868,74.17352985627201,3.8333252049254725,5084.0,48.0,15.0,26.0,27.0,3362.0,0.76,39.12,2374.36,3
568,46.126396396396444,52,19,76,1.8926384358401265,146.61051196927866,-46.411964600904724,27.577266332250304,12342.0,56.0,19.0,30.0,28.0,3352.0,1.52,30.14,2371.25,4
569,75.34000000000005,95,10,13,-16.671945827602187,-168.7017030892781,-74.18907544438073,-68.48584252741054,8530.0,42.0,20.0,22.0,17.0,3366.0,0.24,37.35,2379.74,5
570,46.468738738738786,38,10,28,-1.4011680061512948,-39.722310241587365,-46.411964600904724,27.577266332250304,8174.0,56.0,19.0,30.0,28.0,3352.0,0.56,20.86,2363.09,4
571,54.05895833333334,48,16,35,18.65198039837962,110.9938860228009,74.17352985627201,3.8333252049254725,8519.0,48.0,15.0,26.0,27.0,3362.0,0.59,24.32,2371.82,3
572,75.45000000000005,99,15,49,-28.2211331531691,-46.099723943197205,-74.18907544438073,-68.48584252741054,5269.0,42.0,20.0,22.0,17.0,3366.0,0.9,39.93,2377.71,5
573,54.24125,39,16,32,50.744655812687114,-160.00604234577247,74.17352985627201,3.8333252049254725,6071.0,48.0,15.0,26.0,27.0,3362.0,0.54,20.54,2367.85,3
574,54.407916666666665,82,11,72,73.67997773867828,-3.1717327978213348,74.17352985627201,3.8333252049254725,222.0,48.0,15.0,26.0,27.0,3362.0,1.21,37.3,2368.91,3
575,75.81296296296301,93,12,85,56.09678593522341,-94.45306347796364,-74.18907544438073,-68.48584252741054,14616.0,42.0,20.0,22.0,17.0,3366.0,1.55,37.05,2386.1,5
576,46.59486486486491,45,11,42,-53.62644901988173,105.42968117101026,-46.411964600904724,27.577266332250304,5336.0,56.0,19.0,30.0,28.0,3352.0,0.84,24.45,2361.77,4
577,54.782916666666665,64,14,80,84.7459713602081,119.43679500465225,74.17352985627201,3.8333252049254725,2078.0,48.0,15.0,26.0,27.0,3362.0,1.35,30.52,2368.09,3
578,46.784054054054096,99,18,50,12.992760107695588,8.691052612768885,-46.411964600904724,27.577266332250304,6870.0,56.0,19.0,30.0,28.0,3352.0,1.0,51.93,2374.34,4
579,55.19958333333333,45,10,88,73.556914351112,-17.20381707673471,74.17352985627201,3.8333252049254725,650.0,48.0,15.0,26.0,27.0,3362.0,1.48,21.5,2363.09,3
580,47.00927927927932,12,10,15,1.663283277908448,86.5902763620627,-46.411964600904724,27.577266332250304,7839.0,56.0,19.0,30.0,28.0,3352.0,0.3,8.64,2357.79,4
581,47.11927927927932,64,14,50,17.18825234579029,-9.863252102876572,-46.411964600904724,27.577266332250304,8006.0,56.0,19.0,30.0,28.0,3352.0,1.0,34.28,2368.42,4
582,55.657916666666665,33,10,24,86.39512722461416,-34.847581568832794,74.17352985627201,3.8333252049254725,1467.0,48.0,15.0,26.0,27.0,3362.0,0.4,16.46,2361.57,3
583,47.34450450450454,54,15,25,-40.703622411825904,28.280195176364117,-46.411964600904724,27.577266332250304,637.0,56.0,19.0,30.0,28.0,3352.0,0.5,29.88,2359.14,4
584,76.44259259259265,97,18,72,44.32802815973858,-1.2772870876380296,-74.18907544438073,-68.48584252741054,14082.0,42.0,20.0,22.0,17.0,3366.0,1.32,39.85,2386.62,5
585,76.97592592592598,35,17,55,7.544960547695538,-60.960810877684395,-74.18907544438073,-68.48584252741054,9103.0,42.0,20.0,22.0,17.0,3366.0,1.01,16.69,2372.28,5
586,47.45711711711716,14,18,67,-12.822237514235312,49.687312575911164,-46.411964600904724,27.577266332250304,4271.0,56.0,19.0,30.0,28.0,3352.0,1.34,11.98,2355.87,4
587,77.38333333333338,69,10,65,-68.98543629361359,129.1728273741502,-74.18907544438073,-68.48584252741054,4045.0,42.0,20.0,22.0,17.0,3366.0,1.19,27.73,2371.69,5
588,55.782916666666665,30,18,13,81.93940977752578,31.177195368517175,74.17352985627201,3.8333252049254725,1045.0,48.0,15.0,26.0,27.0,3362.0,0.22,17.28,2361.42,3
589,55.892916666666665,99,12,17,38.03469161400855,156.53187219012534,74.17352985627201,3.8333252049254725,7372.0,48.0,15.0,26.0,27.0,3362.0,0.29,44.7,2378.74,3
590,47.75891891891896,16,13,77,-55.31836921422862,-167.49636893684956,-46.411964600904724,27.577266332250304,8615.0,56.0,19.0,30.0,28.0,3352.0,1.54,11.42,2360.05,4
591,77.86481481481486,87,18,76,-59.24966521339763,-4.6147856320386325,-74.18907544438073,-68.48584252741054,3040.0,42.0,20.0,22.0,17.0,3366.0,1.39,36.15,2374.12,5
592,78.42777777777782,86,11,87,-89.86467705640725,9.602966954879832,-74.18907544438073,-68.48584252741054,1755.0,42.0,20.0,22.0,17.0,3366.0,1.59,34.24,2372.13,5
593,48.1057657657658,36,16,18,-28.130263591768404,146.23218194407906,-46.411964600904724,27.577266332250304,9689.0,56.0,19.0,30.0,28.0,3352.0,0.36,21.72,2364.89,4
594,48.2157657657658,50,11,67,-58.36418791963527,-135.36081267206401,-46.411964600904724,27.577266332250304,8259.0,56.0,19.0,30.0,28.0,3352.0,1.34,26.8,2365.78,4
595,56.002916666666664,54,17,97,-5.002553797114928,148.74355282731545,74.17352985627201,3.8333252049254725,11990.0,48.0,15.0,26.0,27.0,3362.0,1.63,27.1,2376.72,3
596,56.508125,70,18,30,24.019408276199286,-117.45376765063273,74.17352985627201,3.8333252049254725,8317.0,48.0,15.0,26.0,27.0,3362.0,0.51,34.08,2375.5,3
597,48.5175675675676,88,17,92,5.059497649655299,121.64678897237326,-46.411964600904724,27.577266332250304,10726.0,56.0,19.0,30.0,28.0,3352.0,1.84,46.46,2376.26,4
598,79.07222222222227,85,12,65,-39.86946625132912,81.3317393200524,-74.18907544438073,-68.48584252741054,7133.0,42.0,20.0,22.0,17.0,3366.0,1.19,34.09,2377.33,5
599,79.55370370370375,33,17,50,-51.72956877219378,-82.60603133403657,-74.18907544438073,-68.48584252741054,2581.0,42.0,20.0,22.0,17.0,3366.0,0.91,15.95,2365.43,5
600,79.92407407407411,65,14,29,-22.234291963716416,-154.31250284370873,-74.18907544438073,-68.48584252741054,7507.0,42.0,20.0,22.0,17.0,3366.0,0.53,27.13,2374.72,5
601,48.93198198198202,66,16,44,-22.82590891949502,-52.7026053285031,-46.411964600904724,27.577266332250304,7467.0,56.0,19.0,30.0,28.0,3352.0,0.88,35.82,2368.46,4
602,49.13018018018022,44,12,73,-70.73284264675387,147.15459214960282,-46.411964600904724,27.577266332250304,6132.0,56.0,19.0,30.0,28.0,3352.0,1.46,24.28,2362.68,4
603,56.664375,19,16,59,17.645708898515764,167.19404357400026,74.17352985627201,3.8333252049254725,9735.0,48.0,15.0,26.0,27.0,3362.0,0.99,12.14,2368.29,3
604,56.971666666666664,30,13,31,2.517256172117115,-168.28982537713804,74.17352985627201,3.8333252049254725,11470.0,48.0,15.0,26.0,27.0,3362.0,0.52,15.98,2371.42,3
605,57.133125,39,10,43,86.19044979075127,-92.87411925976886,74.17352985627201,3.8333252049254725,1856.0,48.0,15.0,26.0,27.0,3362.0,0.72,18.98,2363.06,3
606,57.357083333333335,39,12,27,45.810626586340504,-175.51579447411874,74.17352985627201,3.8333252049254725,6673.0,48.0,15.0,26.0,27.0,3362.0,0.46,19.5,2368.01,3
607,57.497708333333335,97,18,50,62.154549501324595,-21.790459345355544,74.17352985627201,3.8333252049254725,1677.0,48.0,15.0,26.0,27.0,3362.0,0.84,45.42,2373.5,3
608,80.13888888888893,64,14,21,-51.362575221170225,-65.63105048156083,-74.18907544438073,-68.48584252741054,2541.0,42.0,20.0,22.0,17.0,3366.0,0.38,26.76,2369.56,5
609,80.29444444444448,53,17,38,-29.79396236434215,-170.78450103784985,-74.18907544438073,-68.48584252741054,7191.0,42.0,20.0,22.0,17.0,3366.0,0.7,23.35,2372.94,5
610,80.57592592592596,63,19,59,-54.28350885031888,141.62353687436007,-74.18907544438073,-68.48584252741054,5552.0,42.0,20.0,22.0,17.0,3366.0,1.08,27.49,2373.07,5
611,57.758125,32,14,98,46.08869524289594,-22.36589332949677,74.17352985627201,3.8333252049254725,3376.0,48.0,15.0,26.0,27.0,3362.0,1.65,17.08,2364.1,3
612,49.459009009009044,16,14,30,33.156309941479094,168.10979453848842,-46.411964600904724,27.577266332250304,16381.0,56.0,19.0,30.0,28.0,3352.0,0.6,11.72,2367.65,4
613,49.59414414414418,72,13,39,44.49856755059878,-36.02096780800926,-46.411964600904724,27.577266332250304,11875.0,56.0,19.0,30.0,28.0,3352.0,0.78,37.74,2373.61,4
614,49.76981981981986,23,15,78,31.370176031470095,96.15548917166655,-46.411964600904724,27.577266332250304,11044.0,56.0,19.0,30.0,28.0,3352.0,1.56,15.31,2364.04,4
615,81.012962962963,91,18,35,-74.58202608412347,-107.01496077900758,-74.18907544438073,-68.48584252741054,1133.0,42.0,20.0,22.0,17.0,3366.0,0.64,37.63,2372.58,5
616,81.27222222222225,55,10,85,-84.53422821050883,57.00078244426314,-74.18907544438073,-68.48584252741054,2166.0,42.0,20.0,22.0,17.0,3366.0,1.55,22.55,2367.85,5
617,50.12117117117121,84,14,15,-84.56789608306906,121.40406310796385,-46.411964600904724,27.577266332250304,4916.0,56.0,19.0,30.0,28.0,3352.0,0.3,43.68,2368.88,4
618,58.268541666666664,25,18,20,55.7781180654803,84.70300035240581,74.17352985627201,3.8333252049254725,3883.0,48.0,15.0,26.0,27.0,3362.0,0.34,15.18,2363.46,3
619,81.90185185185189,82,15,44,-34.866173069406926,-135.8283237879696,-74.18907544438073,-68.48584252741054,5614.0,42.0,20.0,22.0,17.0,3366.0,0.8,33.64,2375.51,5
620,58.37854166666666,83,12,83,83.07908085806042,25.95925098618173,74.17352985627201,3.8333252049254725,1085.0,48.0,15.0,26.0,27.0,3362.0,1.4,37.98,2370.1,3
621,58.81083333333333,63,12,83,53.567121544829604,154.1440578213863,74.17352985627201,3.8333252049254725,5637.0,48.0,15.0,26.0,27.0,3362.0,1.4,29.58,2371.29,3
622,50.23117117117121,59,14,16,-86.701390437601,114.83903035937209,-46.411964600904724,27.577266332250304,4840.0,56.0,19.0,30.0,28.0,3352.0,0.32,31.93,2364.11,4
623,50.34117117117121,32,10,56,-15.043257213098784,19.115393338685436,-46.411964600904724,27.577266332250304,3575.0,56.0,19.0,30.0,28.0,3352.0,1.12,18.04,2357.53,4
624,50.59342342342347,90,15,48,-19.271134448223506,82.31343058736843,-46.411964600904724,27.577266332250304,5789.0,56.0,19.0,30.0,28.0,3352.0,0.96,46.8,2371.2,4
625,59.24312499999999,41,19,53,87.68502171018648,76.48239938223719,74.17352985627201,3.8333252049254725,1700.0,48.0,15.0,26.0,27.0,3362.0,0.89,22.16,2364.23,3
626,82.22777777777782,69,19,11,-8.441659172297875,-40.31724829946626,-74.18907544438073,-68.48584252741054,7532.0,42.0,20.0,22.0,17.0,3366.0,0.2,29.71,2375.68,5
627,59.519166666666656,25,19,62,88.8359738292585,-161.46923261652722,74.17352985627201,3.8333252049254725,1885.0,48.0,15.0,26.0,27.0,3362.0,1.04,15.44,2361.77,3
628,82.33777777777782,65,17,78,-1.960339839884682,135.85473371009112,-74.18907544438073,-68.48584252741054,11389.0,42.0,20.0,22.0,17.0,3366.0,1.43,27.79,2379.13,5
629,50.809639639639684,27,15,85,-5.520000919283461,33.669861744558034,-46.411964600904724,27.577266332250304,4584.0,56.0,19.0,30.0,28.0,3352.0,1.7,17.19,2358.37,4
630,59.84208333333332,100,13,96,80.47693834631295,-122.53016013470733,74.17352985627201,3.8333252049254725,2531.0,48.0,15.0,26.0,27.0,3362.0,1.62,45.38,2374.57,3
631,82.9155555555556,29,18,87,-62.843804031099424,-177.8474044983796,-74.18907544438073,-68.48584252741054,3939.0,42.0,20.0,22.0,17.0,3366.0,1.59,14.69,2366.49,5
632,83.56000000000004,82,18,29,37.1978338608298,-157.8692442492078,-74.18907544438073,-68.48584252741054,13944.0,42.0,20.0,22.0,17.0,3366.0,0.53,34.3,2384.02,5
633,51.192522522522566,22,20,73,-67.91795961852885,-24.253536799362905,-46.411964600904724,27.577266332250304,3754.0,56.0,19.0,30.0,28.0,3352.0,1.46,16.34,2357.13,4
634,83.77481481481486,27,17,55,-18.05253307205743,-136.3745174630521,-74.18907544438073,-68.48584252741054,7415.0,42.0,20.0,22.0,17.0,3366.0,1.01,13.73,2369.41,5
635,51.52135135135139,15,15,12,-50.97801213428527,-104.09616135927696,-46.411964600904724,27.577266332250304,8238.0,56.0,19.0,30.0,28.0,3352.0,0.24,11.55,2359.33,4
636,51.63135135135139,40,13,54,4.821051947406971,-91.89639411127988,-46.411964600904724,27.577266332250304,12621.0,56.0,19.0,30.0,28.0,3352.0,1.08,22.7,2368.43,4
637,51.87459459459463,75,11,19,28.74565217120457,-18.67636291878904,-46.411964600904724,27.577266332250304,9563.0,56.0,19.0,30.0,28.0,3352.0,0.38,38.55,2371.5,4
638,60.34208333333332,34,15,41,55.3236574855535,-130.42049908540577,74.17352985627201,3.8333252049254725,5218.0,48.0,15.0,26.0,27.0,3362.0,0.69,18.18,2366.1,3
639,84.18222222222226,89,18,22,-88.74849832409674,-25.205738380567936,-74.18907544438073,-68.48584252741054,1659.0,42.0,20.0,22.0,17.0,3366.0,0.4,36.89,2372.74,5
640,51.98459459459463,72,10,90,2.4520615305772537,54.606074095889994,-46.411964600904724,27.577266332250304,6045.0,56.0,19.0,30.0,28.0,3352.0,1.8,36.84,2367.72,4
641,60.555624999999985,47,19,28,50.62018950182872,164.5344008064963,74.17352985627201,3.8333252049254725,6062.0,48.0,15.0,26.0,27.0,3362.0,0.47,24.68,2369.48,3
642,84.34518518518523,12,12,50,-7.132825900664855,-160.98880159738854,-74.18907544438073,-68.48584252741054,9320.0,42.0,20.0,22.0,17.0,3366.0,0.91,7.08,2368.63,5
643,84.7155555555556,14,11,93,-89.99882412224588,-140.65448884496513,-74.18907544438073,-68.48584252741054,1758.0,42.0,20.0,22.0,17.0,3366.0,1.7,7.6,2361.51,5
644,52.390000000000036,70,12,33,-0.22216933413126583,132.107039852659,-46.411964600904724,27.577266332250304,11096.0,56.0,19.0,30.0,28.0,3352.0,0.66,36.5,2372.29,4
645,60.70145833333332,85,17,27,65.76012874505028,74.14207739777058,74.17352985627201,3.8333252049254725,2645.0,48.0,15.0,26.0,27.0,3362.0,0.46,40.12,2372.23,3
646,52.53864864864868,69,10,78,-22.140025556067997,42.85688283533227,-46.411964600904724,27.577266332250304,3029.0,56.0,19.0,30.0,28.0,3352.0,1.56,35.43,2364.07,4
647,85.40444444444448,26,15,37,-84.39156538462267,-90.06532379681606,-74.18907544438073,-68.48584252741054,1199.0,42.0,20.0,22.0,17.0,3366.0,0.68,12.92,2362.77,5
648,60.84208333333332,60,12,86,49.174369702759066,1.7817046001825076,74.17352985627201,3.8333252049254725,2781.0,48.0,15.0,26.0,27.0,3362.0,1.45,28.32,2367.94,3
649,52.890000000000036,24,11,16,-75.51967253527673,21.32266005028046,-46.411964600904724,27.577266332250304,3250.0,56.0,19.0,30.0,28.0,3352.0,0.32,14.58,2355.58,4
650,85.67851851851856,66,17,99,-19.07392638160296,-149.27350623175846,-74.18907544438073,-68.48584252741054,7691.0,42.0,20.0,22.0,17.0,3366.0,1.81,28.16,2375.7,5
651,53.000000000000036,88,13,80,-6.199318435212305,-13.175630433870282,-46.411964600904724,27.577266332250304,5928.0,56.0,19.0,30.0,28.0,3352.0,1.6,45.26,2370.91,4
652,61.289999999999985,61,15,37,64.81489764454284,109.56932767085641,74.17352985627201,3.8333252049254725,3663.0,48.0,15.0,26.0,27.0,3362.0,0.62,29.52,2369.06,3
653,53.360360360360396,93,12,46,-12.555699756254114,-8.10311969908824,-46.411964600904724,27.577266332250304,5030.0,56.0,19.0,30.0,28.0,3352.0,0.92,47.31,2370.63,4
654,86.41185185185189,95,17,12,-74.46558226757058,-173.57293836749704,-74.18907544438073,-68.48584252741054,2753.0,42.0,20.0,22.0,17.0,3366.0,0.22,38.89,2374.58,5
655,61.48270833333332,72,12,53,46.12131823362992,-91.91641483330443,74.17352985627201,3.8333252049254725,5290.0,48.0,15.0,26.0,27.0,3362.0,0.89,33.36,2372.3,3
656,61.758749999999985,81,15,59,14.92702180939338,111.72325579043724,74.17352985627201,3.8333252049254725,8939.0,48.0,15.0,26.0,27.0,3362.0,0.99,37.92,2377.8,3
657,86.52185185185189,20,11,97,32.996617424315545,-147.51322965418876,-74.18907544438073,-68.48584252741054,13200.0,42.0,20.0,22.0,17.0,3366.0,1.77,9.82,2373.86,5
658,53.5675675675676,57,18,78,7.977356544499628,-78.87196572071659,-46.411964600904724,27.577266332250304,11907.0,56.0,19.0,30.0,28.0,3352.0,1.56,32.19,2371.65,4
659,87.24037037037041,58,11,40,-41.963987736604395,-107.16602563539399,-74.18907544438073,-68.48584252741054,4083.0,42.0,20.0,22.0,17.0,3366.0,0.73,23.88,2370.05,5
660,62.06604166666665,69,12,61,68.66796859563186,-40.409358675866315,74.17352985627201,3.8333252049254725,1635.0,48.0,15.0,26.0,27.0,3362.0,1.03,32.1,2368.18,3
661,62.383749999999985,94,13,35,50.868763766815874,38.93523653163646,74.17352985627201,3.8333252049254725,3056.0,48.0,15.0,26.0,27.0,3362.0,0.59,42.86,2373.78,3
662,53.918918918918955,55,15,10,-41.76426246723549,134.22715004337743,-46.411964600904724,27.577266332250304,7830.0,56.0,19.0,30.0,28.0,3352.0,0.2,30.35,2366.43,4
663,54.028918918918954,10,10,52,-82.85176614410808,60.22101786435783,-46.411964600904724,27.577266332250304,4195.0,56.0,19.0,30.0,28.0,3352.0,1.04,7.7,2353.99,4
664,87.5366666666667,60,20,87,-23.00876862590016,124.89279074748299,-74.18907544438073,-68.48584252741054,9163.0,42.0,20.0,22.0,17.0,3366.0,1.59,26.6,2376.48,5
665,62.56604166666665,61,16,49,58.32007825665784,-49.135167064060425,74.17352985627201,3.8333252049254725,2799.0,48.0,15.0,26.0,27.0,3362.0,0.83,29.78,2368.36,3
666,62.821249999999985,36,11,44,41.96052679575894,-66.78625916167292,74.17352985627201,3.8333252049254725,4972.0,48.0,15.0,26.0,27.0,3362.0,0.74,17.98,2365.79,3
667,54.26315315315319,87,15,19,-59.727069178238054,141.08722428024402,-46.411964600904724,27.577266332250304,6767.0,56.0,19.0,30.0,28.0,3352.0,0.38,45.39,2371.44,4
668,54.37315315315319,61,14,87,-69.06710298635524,121.40059775008069,-46.411964600904724,27.577266332250304,5414.0,56.0,19.0,30.0,28.0,3352.0,1.74,32.87,2365.48,4
669,63.05041666666665,66,15,15,49.569821944065154,79.61066729888165,74.17352985627201,3.8333252049254725,4350.0,48.0,15.0,26.0,27.0,3362.0,0.25,31.62,2370.47,3
670,88.18111111111115,93,15,76,-16.37319407153889,-82.17337521789784,-74.18907544438073,-68.48584252741054,6484.0,42.0,20.0,22.0,17.0,3366.0,1.39,37.71,2378.19,5
671,63.16041666666665,89,19,92,20.825085311490668,166.36158912269735,74.17352985627201,3.8333252049254725,9376.0,48.0,15.0,26.0,27.0,3362.0,1.55,42.32,2380.17,3
672,54.765045045045085,48,11,76,-49.01153652640186,19.070623579053716,-46.411964600904724,27.577266332250304,698.0,56.0,19.0,30.0,28.0,3352.0,1.52,25.86,2357.9,4
673,63.63958333333331,73,16,87,62.6906089703173,20.735626157867785,74.17352985627201,3.8333252049254725,1439.0,48.0,15.0,26.0,27.0,3362.0,1.47,34.82,2369.21,3
674,88.7440740740741,49,20,83,-86.89677093901143,145.43395150474663,-74.18907544438073,-68.48584252741054,2053.0,42.0,20.0,22.0,17.0,3366.0,1.52,22.53,2367.72,5
675,55.107387387387426,33,18,55,-29.925119561206998,96.75699033212294,-46.411964600904724,27.577266332250304,6114.0,56.0,19.0,30.0,28.0,3352.0,1.1,20.91,2361.21,4
676,64.09270833333332,40,12,97,62.799624382760186,34.30401166363717,74.17352985627201,3.8333252049254725,1735.0,48.0,15.0,26.0,27.0,3362.0,1.63,19.92,2363.59,3
677,89.35888888888893,33,18,84,-6.750711873979441,-176.79164110829026,-74.18907544438073,-68.48584252741054,9828.0,42.0,20.0,22.0,17.0,3366.0,1.54,16.17,2372.96,5
678,64.59791666666665,17,20,55,75.28704445306315,-9.58763035722643,74.17352985627201,3.8333252049254725,411.0,48.0,15.0,26.0,27.0,3362.0,0.93,12.34,2359.03,3
679,55.35513513513517,61,10,46,41.164081665865666,-29.34721976667055,-46.411964600904724,27.577266332250304,11248.0,56.0,19.0,30.0,28.0,3352.0,0.92,31.67,2370.59,4
680,55.562342342342376,40,14,38,22.794193111323082,-59.01367636050428,-46.411964600904724,27.577266332250304,11570.0,56.0,19.0,30.0,28.0,3352.0,0.76,23.0,2367.4,4
681,55.73351351351355,76,17,66,-22.585752206686692,55.166695604713794,-46.411964600904724,27.577266332250304,3625.0,56.0,19.0,30.0,28.0,3352.0,1.32,40.82,2366.75,4
682,64.88437499999998,78,18,33,73.47093443782725,-146.9934298174096,74.17352985627201,3.8333252049254725,3478.0,48.0,15.0,26.0,27.0,3362.0,0.56,37.44,2372.02,3
683,89.98111111111115,62,15,64,-63.06156088097092,-27.030094976103896,-74.18907544438073,-68.48584252741054,2017.0,42.0,20.0,22.0,17.0,3366.0,1.17,26.24,2369.06,5
684,65.05624999999998,42,17,74,82.96427124401993,67.73444411163865,74.17352985627201,3.8333252049254725,1576.0,48.0,15.0,26.0,27.0,3362.0,1.25,22.06,2364.18,3
685,56.03081081081085,62,11,96,64.15439345430005,54.65410317353417,-46.411964600904724,27.577266332250304,12520.0,56.0,19.0,30.0,28.0,3352.0,1.92,32.44,2372.47,4
686,90.45518518518521,71,18,33,-41.70309992680074,-137.66043342744933,-74.18907544438073,-68.48584252741054,4955.0,42.0,20.0,22.0,17.0,3366.0,0.6,30.23,2373.43,5
687,56.463243243243284,13,20,59,-25.265540663772384,53.46370552445691,-46.411964600904724,27.577266332250304,3283.0,56.0,19.0,30.0,28.0,3352.0,1.18,12.11,2354.88,4
688,90.69962962962965,71,17,100,-30.887741639294006,91.05790140889712,-74.18907544438073,-68.48584252741054,8233.0,42.0,20.0,22.0,17.0,3366.0,1.83,30.01,2376.99,5
689,65.44166666666665,55,18,18,40.44965384918808,136.31499217382714,74.17352985627201,3.8333252049254725,6788.0,48.0,15.0,26.0,27.0,3362.0,0.3,27.78,2371.39,3
690,91.4403703703704,23,18,80,-75.11647952831625,-149.70615682037112,-74.18907544438073,-68.48584252741054,2207.0,42.0,20.0,22.0,17.0,3366.0,1.46,12.47,2363.83,5
691,65.55166666666665,81,19,47,38.838612850987005,-104.21646461605779,74.17352985627201,3.8333252049254725,6391.0,48.0,15.0,26.0,27.0,3362.0,0.79,38.96,2375.61,3
692,56.72900900900905,27,10,21,28.1515900435694,154.45104400687273,-46.411964600904724,27.577266332250304,15005.0,56.0,19.0,30.0,28.0,3352.0,0.42,15.69,2367.81,4
693,65.79645833333332,43,15,87,41.79382573010102,-163.82807846278075,74.17352985627201,3.8333252049254725,7086.0,48.0,15.0,26.0,27.0,3362.0,1.47,21.96,2369.71,3
694,66.24958333333332,40,11,54,55.20073573749397,-91.2064917457491,74.17352985627201,3.8333252049254725,4344.0,48.0,15.0,26.0,27.0,3362.0,0.91,19.66,2365.88,3
695,56.83900900900905,50,18,71,-0.5409267690107527,160.83760829059503,-46.411964600904724,27.577266332250304,13093.0,56.0,19.0,30.0,28.0,3352.0,1.42,28.9,2371.48,4
696,57.15882882882887,47,11,15,-52.640751214875856,89.21611876087081,-46.411964600904724,27.577266332250304,4363.0,56.0,19.0,30.0,28.0,3352.0,0.3,25.39,2361.01,4
697,92.032962962963,68,12,63,-32.04125923329351,-37.830063236879,-74.18907544438073,-68.48584252741054,4985.0,42.0,20.0,22.0,17.0,3366.0,1.15,27.8,2372.65,5
698,66.53083333333332,79,11,42,53.529993875867405,-9.059931225193083,74.17352985627201,3.8333252049254725,2368.0,48.0,15.0,26.0,27.0,3362.0,0.71,36.04,2370.4,3
699,92.49962962962967,87,16,63,-25.635592876857686,-159.64305955633944,-74.18907544438073,-68.48584252741054,7306.0,42.0,20.0,22.0,17.0,3366.0,1.15,35.71,2378.14,5
700,57.268828828828866,52,13,81,-68.07258833906863,-0.04768010189431493,-46.411964600904724,27.577266332250304,2872.0,56.0,19.0,30.0,28.0,3352.0,1.62,28.34,2361.09,4
701,66.74958333333332,26,17,62,78.72333060240516,-6.0980708121728355,74.17352985627201,3.8333252049254725,566.0,48.0,15.0,26.0,27.0,3362.0,1.04,15.34,2360.41,3
702,92.96629629629633,93,11,36,-39.446428712886394,-165.4593762208604,-74.18907544438073,-68.48584252741054,6020.0,42.0,20.0,22.0,17.0,3366.0,0.66,36.83,2377.15,5
703,57.63369369369373,11,18,39,12.62602689995407,-34.79578707378249,-46.411964600904724,27.577266332250304,9024.0,56.0,19.0,30.0,28.0,3352.0,0.78,10.57,2359.89,4
704,93.232962962963,21,13,85,39.880737154868854,-93.68156035269254,-74.18907544438073,-68.48584252741054,12823.0,42.0,20.0,22.0,17.0,3366.0,1.55,10.63,2373.74,5
705,57.809369369369406,64,15,18,-17.203346080813944,-159.41018668569313,-46.411964600904724,27.577266332250304,12906.0,56.0,19.0,30.0,28.0,3352.0,0.36,34.58,2373.25,4
