TaskID,TaskFileSize,TaskOutputFileSize,TaskFileLength,UserLatitude,UserLongitude,taskStatus
514,44,14,12,-79.00037989649891,6.792476299758363,null
515,67,17,56,-78.67328038748163,-23.10073866991513,null
516,80,10,67,-67.60132272484537,39.85408759595299,null
517,54,18,89,49.45204612218552,-11.185233866597542,null
518,42,13,10,52.423938759424374,164.56979505813382,null
519,67,20,49,13.393023568540926,51.05319449854019,null
520,59,19,23,-8.599329200503462,-0.3507040366094998,null
521,92,15,91,-0.7532773196425921,73.5442341235312,null
522,39,18,37,56.35178886452832,-16.00572628870964,null
523,13,16,61,47.52924396895614,59.74300105353905,null
524,82,13,17,57.63224682516227,32.08488653896163,null
525,86,12,78,82.7402148642245,-111.6106726698412,null
526,67,10,43,71.25066622825506,-85.36700137920322,null
527,11,20,20,-72.2179863716576,-99.29415588793154,null
528,51,14,33,62.6726696749887,-15.851041950581532,null
529,39,11,12,-77.34800044714373,-145.04543782433933,null
530,56,14,44,-32.0453477111695,-3.342042786348344,null
531,30,14,67,-62.099690972731764,177.76700487949398,null
532,26,10,61,-29.882113079315914,-50.429263682411346,null
533,78,17,31,-32.96803148282364,110.7109664142323,null
534,11,10,85,-11.031251986379388,-87.71663206428829,null
535,11,11,25,8.135746355810738,-173.79451048082407,null
536,87,20,41,-11.246211489347402,-18.269828030384645,null
537,50,10,28,-78.63299661675805,132.54303917300598,null
538,65,17,41,25.247913727663345,-119.79874244608413,null
539,52,11,57,75.56989662062415,113.39896206270151,null
540,90,18,39,8.305429744648933,80.43562526426433,null
541,64,17,83,10.951859615522011,6.952090145921545,null
542,20,19,50,59.630841796554535,92.37295121321267,null
543,68,16,29,76.95728075008714,-143.76189538751345,null
544,75,11,57,50.90543925785025,-38.14215071121171,null
545,48,13,30,-41.933042445950065,123.94290307956737,null
546,89,14,54,-62.09150191286302,8.296195767185424,null
547,32,19,29,-23.622927420373188,-144.93291245312423,null
548,99,11,89,55.138793523000686,-13.368712921484416,null
549,96,14,95,85.70311121027024,24.82062300000308,null
550,70,11,35,-7.9452798927260915,-103.70111997102198,null
551,26,17,33,37.12095466339805,20.49483004220977,null
552,47,14,75,-68.87215573931358,25.595051572075533,null
553,28,13,29,-63.35577641652907,-90.5174411385444,null
554,66,11,53,25.57649985096512,-78.0673110798173,null
555,83,11,36,34.417785027187065,-89.36068307210807,null
556,46,20,17,56.09450024702795,70.49717883521922,null
557,98,13,60,69.73351184933736,-130.74704619052176,null
558,59,17,77,14.392552627908373,-168.5603540609022,null
559,34,18,25,-19.196597619914556,155.06294820857732,null
560,35,19,21,25.88580946185715,69.378835583632,null
561,23,12,42,86.60601379094487,161.64399715796452,null
562,85,17,60,-35.51062375350331,-72.73531732014257,null
563,73,15,30,-88.39059523777655,-133.43458464630896,null
564,40,17,41,53.71529299753436,22.554738724648928,null
565,46,18,42,-29.143834854625204,-76.98056193750577,null
566,14,11,24,49.57781700043171,42.38742498783304,null
567,16,19,66,-60.254965325579946,143.06099785472912,null
568,62,19,11,-47.16441280387849,-3.0521276455737905,null
569,91,17,37,-7.511082122516797,20.380417445684714,null
570,100,11,62,66.04996146051141,60.38880903125445,null
571,93,15,98,30.018517994760373,122.07916733455619,null
572,46,15,26,78.62711549591043,157.0042513427694,null
573,26,13,15,89.87920328611088,134.25890053049613,null
574,60,14,61,20.691196973058396,12.982945105009321,null
575,84,13,57,-0.11136806855861892,-107.71323688388101,null
576,61,15,47,75.64363621011287,-136.06594347896925,null
577,22,17,87,-29.15364285216412,-175.70159183351726,null
578,43,19,73,-52.77897962460455,-24.673616948530906,null
579,32,10,40,2.0126795525019645,128.06320184481228,null
580,85,15,63,-71.85662296473967,-8.82529070988403,null
581,20,20,53,-45.41225510068679,118.1260449031218,null
582,67,18,47,10.571112525190259,-151.68550489286784,null
583,67,14,13,59.67222344885269,42.688501157326186,null
584,58,19,22,76.55138178719048,-127.95623780205867,null
585,34,19,54,-23.897452116725077,119.09384832181746,null
586,25,10,65,-85.95065778074616,47.61065018957609,null
587,73,20,21,-26.270807920381195,109.68179223179726,null
588,70,16,11,41.43414854775341,40.40670438083049,null
589,11,10,85,-46.704099581687366,85.01902240428285,null
590,94,17,13,17.970958757446496,9.871663116646005,null
591,98,20,42,62.80039470068988,-80.03921510424898,null
592,99,18,81,14.739583265802011,84.94460800026053,null
593,19,17,32,72.97858015395934,-105.36483775493376,null
594,43,13,61,9.620950823781058,0.5956730885978914,null
595,35,17,50,-25.531253248211513,-127.48675585916939,null
596,93,14,41,74.57111736309673,20.668361610691818,null
597,87,17,11,57.24544971492577,-54.208508176042656,null
598,57,19,90,-8.587551048127423,171.83224057637784,null
599,28,12,48,-76.18522949358706,-31.863375058414306,null
600,20,16,100,9.164229778808988,-139.75589529368605,null
601,86,19,19,2.4282540311663183,-56.00215408837403,null
602,26,11,30,40.91144725640626,-14.606225664695216,null
603,90,11,62,70.12698660160336,-13.348881543744028,null
604,30,20,86,-82.77977416335058,31.8283873114961,null
605,40,20,64,38.4298412717292,16.609482977794528,null
606,91,19,66,-46.72534021543871,21.951424369928304,null
607,72,12,92,51.45216850828814,-148.85266837922535,null
608,74,15,51,-84.66480885289485,-151.2347129366994,null
609,21,13,90,3.907959505818596,5.302665805149786,null
610,83,16,52,-66.01801137721003,-167.78106939663704,null
611,70,11,59,22.943410264275443,117.57504106698832,null
612,11,10,84,-44.77383852687323,173.4269681041137,null
613,17,11,31,57.18922101832018,87.48064472838001,null
614,66,18,76,28.137295752418353,66.48428266861728,null
615,35,10,100,30.655919056212724,80.33548656635645,null
616,92,17,51,-56.55375622684669,-16.421159519547302,null
617,43,15,18,56.90180148578406,98.06094339107665,null
618,49,15,67,-15.974934372543473,-86.09090419544476,null
619,72,10,64,26.9818120307321,36.81942437329502,null
620,20,17,83,-68.59569052142318,-170.17780925072458,null
621,97,16,64,83.40242655600161,15.849633550961528,null
622,98,14,79,53.92460675306398,64.01415997952236,null
623,36,14,67,84.32396061074633,-134.27947051896086,null
624,63,17,57,-20.188720420102328,-73.65297777579511,null
625,46,15,79,-51.725316671547716,-143.07754815801013,null
626,75,11,37,-89.11165293172783,-32.60342924342265,null
627,60,15,62,41.57539685369335,-59.82294327749118,null
628,42,19,20,44.25888841299877,126.71041603671603,null
629,12,16,34,-7.090793813943506,-16.205229031258654,null
630,26,15,41,-77.96963401473377,-167.67346367243448,null
631,80,19,62,38.04191766726879,32.236557532074755,null
632,96,16,10,45.65480043980807,73.9082734696724,null
633,81,11,69,-32.86402271149685,-140.7928020875632,null
634,64,11,37,51.54860641877585,-110.2492867152666,null
635,64,14,57,-26.21635314904411,-10.201756492207465,null
636,79,14,24,52.8685377929728,73.06527015567565,null
637,65,11,57,46.059667689936134,-133.524171458463,null
638,42,13,90,-18.27791805100844,-138.41492715231598,null
639,48,18,62,56.453143327967865,38.86878375442984,null
640,31,18,25,-15.58295648455396,-6.313718019445048,null
641,72,20,79,73.39650344331744,-162.70478467371515,null
642,23,19,81,-36.30567900994185,78.19119003314182,null
643,30,19,77,-66.5040730238637,-92.08027265954414,null
644,37,11,10,36.75880936700804,74.80586901440205,null
645,89,18,86,55.083287004360244,37.43207509048548,null
646,71,17,21,54.54049540088121,33.062528341155,null
647,48,12,20,-54.63065507594067,86.46625162166868,null
648,98,14,68,58.40023095652853,-93.56525496601512,null
649,26,18,55,-51.192120803071944,173.29830575233393,null
650,90,15,20,-21.274068967291953,83.8554942779835,null
651,79,13,18,-36.28695054754001,-91.13292171233356,null
652,25,10,71,54.82722981816727,132.44938736702352,null
653,16,17,25,68.36805719592806,160.56524420662538,null
654,79,14,35,-58.32360499150998,24.010133742022475,null
655,28,13,87,22.717801794954568,-2.4329554496113417,null
656,13,15,75,44.631038098551244,66.14733847914763,null
657,28,14,83,25.574588423786665,-72.06480535318882,null
658,24,15,24,62.70118265167628,-104.528979919011,null
659,15,17,23,26.92446190450353,138.93956904772187,null
660,97,14,99,55.35898090407477,-130.21440182970665,null
661,75,15,16,29.47095768651441,-44.01225996135551,null
662,29,12,12,-2.0641455015948083,-29.833465669863017,null
663,41,11,10,-27.39560208580415,96.42808849181336,null
664,81,15,16,-14.172782798547544,-118.16232207626885,null
665,74,15,99,-47.242148874378685,-12.959852465050943,null
666,26,13,45,57.933869191655134,141.50541928044368,null
667,18,12,92,63.82865986769522,40.831074830521004,null
668,60,17,57,-8.578048225126679,-83.1538771894732,null
669,38,15,66,36.626394373469495,88.83681514699958,null
670,51,14,72,-87.81252536561567,177.806008958036,null
671,19,10,100,48.9935624757926,30.187471532452633,null
672,81,18,28,62.896890192862855,113.53843868945597,null
673,60,15,56,38.775107591890674,159.19992607137203,null
674,58,14,64,-37.72334426140093,43.62559201921235,null
675,43,10,68,-57.66134186420444,109.16513390788742,null
676,34,15,55,84.04626927719022,-0.3004162535926014,null
677,44,14,78,-16.205870839323595,-25.320931218415552,null
678,52,12,39,-23.64216276830392,-97.88136738550577,null
679,12,17,86,-0.5162221607517239,-64.34241561847821,null
680,42,16,45,65.06633964498496,177.2525143622653,null
681,73,20,53,-52.513203423186255,168.77805278658855,null
682,53,12,57,-34.39156344064836,36.433487345345384,null
683,80,20,95,-65.88945870429566,-34.0740058001237,null
684,66,12,30,-64.05776028538112,7.318392412062934,null
685,79,18,13,-43.03013625191299,38.705316097228206,null
686,84,14,67,44.267964912681265,-41.57243146131199,null
687,28,19,70,-27.022269167977015,176.57695364912792,null
688,23,11,42,6.6296104549937525,-58.49824168791258,null
689,34,13,53,69.57114666334016,-178.39739600720628,null
690,65,16,84,-33.35738943702409,93.47443456541265,null
691,96,18,56,-12.021703575549452,-20.796625217361907,null
692,91,14,32,-87.86382228231669,120.87228994720664,null
693,93,10,32,-11.270822696176737,153.6864430115789,null
694,81,11,90,33.04676076020773,-99.44576284348219,null
695,43,16,100,45.738461264347364,-36.424246423899376,null
696,52,16,49,40.39645834801084,-49.08893807000513,null
697,52,20,49,69.83125326023799,127.41220332330636,null
698,46,16,56,59.89679592494923,-38.671891547626075,null
699,11,14,100,-62.6400453820382,144.1344666094197,null
700,11,13,14,28.225039405199922,56.09046175305102,null
701,26,16,15,80.77754027934503,146.25029862951033,null
702,94,12,69,-28.655114282095283,-117.86043532074092,null
703,81,15,98,87.702036359613,-118.7975192872327,null
704,48,10,89,14.035904961048402,-160.01675424153382,null
705,94,13,36,25.15029078316934,158.3268990216804,null
706,59,12,100,39.854332046767496,-144.09962144890588,null
707,30,20,61,17.534031505973545,95.39169217049772,null
708,75,11,13,-50.37483656085742,-56.79486845185444,null
709,99,11,84,5.042875424186079,63.98878943152931,null
710,94,17,45,-13.476696689392753,-108.27927381738425,null
711,14,17,94,-62.795375213899405,-61.98162644655808,null
712,69,15,97,-5.696666263934787,93.43690925666124,null
713,49,17,15,-29.685689858743096,148.75458438740208,null
714,40,12,63,67.73254849045333,-42.374333508214875,null
715,43,18,10,40.981834188849035,-11.747357923087776,null
716,27,20,50,-68.46744986257329,23.140992490219077,null
717,58,17,64,-69.33011205661947,-74.25544907700547,null
718,96,14,28,-78.28391519634852,20.939780899483196,null
719,90,16,83,58.61793416832694,149.43109622795538,null
720,43,15,20,-56.624769885063934,-164.54294082675943,null
721,60,13,29,1.510104769205654,26.03225541963235,null
722,43,15,24,-2.9756774963982906,-144.39208424763063,null
723,21,13,45,9.194889806633142,50.79150403215695,null
724,12,15,14,-55.31944221490933,112.82363810483417,null
725,26,14,49,51.60297246851911,18.740867238204686,null
726,70,15,91,-74.18603610008691,101.41603186586894,null
727,34,10,57,-80.38462796615919,-50.181612912357,null
728,96,10,89,39.20538905086812,-119.97424878861236,null
729,61,12,67,-79.01197294601377,-37.67438017806333,null
730,31,19,55,-58.04788071428469,-113.99662827384724,null
731,68,19,41,-76.62748556059941,168.1230977632262,null
732,78,11,29,-86.84831169806546,-176.2316314846343,null
733,46,16,89,-15.56809232317785,51.41669724574345,null
734,21,14,19,28.513855341841932,-66.94954472755893,null
735,20,13,26,-86.33188880627586,-154.04408918330037,null
736,20,13,92,-20.656927433192337,-78.09904435480293,null
737,81,20,70,-72.15398668039676,-15.32539393272748,null
738,47,15,51,75.72895481452491,82.41830160358074,null
739,12,11,33,-84.23477435119011,-168.1095620935006,null
740,65,16,43,86.256622982402,-163.08302464098898,null
741,67,16,56,-77.38861982213004,-45.468620953003295,null
742,83,18,87,35.89211205720535,83.46929945400996,null
743,71,20,50,4.047038242304296,-24.35155696957051,null
744,91,17,56,50.612317175955695,176.05667483643066,null
745,64,16,28,-55.568606730557185,150.40836534899228,null
746,52,14,82,1.262036129197682,-35.592487009486405,null
747,91,13,25,-0.2380195801597722,63.3198873127609,null
748,22,19,87,16.914373430700763,-72.822615919725,null
749,29,10,87,-66.87362849667029,135.2611481906339,null
750,16,20,23,-59.1041466488433,-141.9063293773158,null
751,97,10,79,-68.9259133114403,7.808369460262611,null
752,57,17,19,23.423931641852135,-166.4166949271424,null
753,53,13,84,-14.292541540972906,-11.680758008967246,null
754,25,17,43,41.18103206372837,-71.13451687453168,null
755,43,20,72,45.728989456433,-24.185610240413382,null
756,45,17,19,11.101560135758604,-59.38032385905309,null
757,16,14,63,-17.945352271795173,-50.95683878740002,null
758,60,15,10,88.88333719287309,84.56936777485237,null
759,38,13,99,-16.35562710522855,154.4629652018312,null
760,87,16,91,2.634155577920012,-131.1446779160599,null
761,60,11,88,42.50240780574674,140.96667906261808,null
762,26,17,52,-0.5826272801221819,-21.94446746735494,null
763,38,19,65,35.222548970236474,41.149777341234625,null
764,69,11,17,-87.58374467542845,162.72725659541732,null
765,64,12,16,-77.98063714075614,65.00111065965706,null
766,100,16,16,-43.640613832934484,12.052593006719377,null
767,57,17,86,69.54386224845166,-147.72523976336691,null
768,91,10,80,72.96976605909055,-166.93406016323868,null
769,73,15,12,32.32155668422995,179.88191598419257,null
770,24,10,26,-6.534169366745374,-5.548102546890192,null
771,11,11,82,43.03670948390908,-47.78148768281363,null
772,70,17,94,-6.298536578397346,-93.66098232702409,null
773,87,19,91,11.414887780385257,108.37290708058856,null
774,83,10,61,85.35797824470038,20.156015591666915,null
775,12,13,46,-30.84376844315225,-23.01152973030557,null
776,31,11,16,-9.564459235349261,150.49516309936098,null
777,90,11,30,17.97660759702164,143.03500769060378,null
778,83,11,25,28.52722222282921,103.55647765074758,null
779,35,14,31,-41.82014352564098,-24.537603391120456,null
780,14,14,60,51.22980975821423,-54.75317665544678,null
781,79,20,64,-81.77811891846477,56.6112713769418,null
782,75,10,16,-35.70127878941538,72.77183910717267,null
783,95,17,15,19.79111814805708,55.865512873532225,null
784,93,15,36,-46.734545680954554,-37.60512530986489,null
785,94,16,37,38.59205273961413,-171.66094555856458,null
786,99,12,87,-23.416923249709356,108.13912147109221,null
787,46,20,56,46.80610663079352,-4.972405497977036,null
788,21,16,27,20.955935219089966,23.35457288683216,null
789,76,20,85,-4.971765415832408,-132.9679545240345,null
790,63,15,78,-36.90431306469359,-67.9098802062725,null
791,55,12,90,66.55321378098299,-12.263067843375552,null
792,73,18,75,42.732859170637454,65.33524062584493,null
793,81,17,31,55.10860819823037,148.9503883805928,null
794,65,17,11,-12.41589370241499,18.38277416649268,null
795,58,13,16,69.91659662163605,2.576607711278399,null
796,77,10,91,7.603995222814291,127.05165289702308,null
797,94,15,43,-80.71050714537786,129.54916396446208,null
798,79,19,93,77.42850401837887,101.36785833370618,null
799,25,14,44,-7.929534386306784,-31.19334443532435,null
800,48,17,85,-82.34996047407243,-134.987996394984,null
801,79,16,90,-85.1364266204404,20.662851644517133,null
802,31,20,72,-40.93148708726984,-112.97605951744569,null
803,99,15,95,35.87500965627237,-153.97753820600985,null
804,84,18,93,28.714081239179706,56.818481833328605,null
805,55,16,60,85.8643226691463,97.52343890716753,null
806,47,20,89,20.535035336568313,-121.70310388176313,null
807,22,15,23,83.70499218369287,-56.08614024233303,null
808,38,15,85,87.39705515809536,138.6699180551197,null
809,76,11,41,79.12992717164849,-3.5330032747837947,null
810,28,16,88,-13.12005580085058,110.28581064607278,null
811,24,10,53,-3.6599400966122317,124.15768885206853,null
812,61,13,83,77.47329451148903,136.53781478301124,null
813,42,17,93,23.665594525549523,-157.1516392693527,null
814,53,15,68,-55.752548618053,-139.0104880835219,null
815,67,10,81,-70.55142425355295,74.0477090744335,null
816,11,17,34,-1.2874180748082864,-28.853064010125706,null
817,14,11,24,35.268715524223765,101.67929307215906,null
818,81,10,67,-79.82784305357171,42.32731421065117,null
819,37,11,48,-10.26712554284046,176.2165485501834,null
820,66,14,60,51.79926142469557,-24.546377040608064,null
821,84,11,53,32.81308741325567,88.99620045985307,null
822,34,12,29,-86.30376482552474,155.85145203221776,null
823,74,16,38,-77.80268364947511,-176.42208177489172,null
824,88,15,12,4.074865564871331,110.39345346058798,null
825,31,12,71,-88.95966367479488,0.4086854328706693,null
826,43,10,77,60.43542520308267,85.35223030843787,null
827,39,15,62,-35.88051504357557,178.42568002292137,null
828,22,10,66,8.699032179562394,-69.60672998272372,null
829,69,10,24,-1.1450445157516498,24.439790437215265,null
830,92,13,17,67.83602613802935,118.40116667857552,null
831,82,16,91,-16.61142971749112,104.46195556776325,null
832,87,11,93,49.54399506317853,-63.87312060537418,null
833,23,14,75,-17.799713575901947,130.50669100795426,null
834,31,14,73,-84.04457358275648,-36.15290909979831,null
835,25,18,72,34.24003363451743,-26.108149030506667,null
836,61,16,20,-40.08437562313025,-16.91923292497424,null
837,77,12,95,-80.68020903470378,-120.70677813880772,null
838,95,16,47,-67.47731756183285,78.62504128573852,null
839,17,19,50,35.03768384464631,-20.11478235085434,null
840,72,12,80,-86.95899816983818,98.22781974565595,null
841,10,20,13,42.40845516511092,9.82833927842762,null
842,95,10,87,65.58052888784769,-47.17057799184505,null
843,85,19,87,72.63542542296761,134.26379544819838,null
844,33,14,43,58.36727976323945,-84.07089000004622,null
845,51,17,11,81.79660319851763,165.79119832262882,null
846,93,10,91,-89.81878569595591,3.4907810877883207,null
847,89,18,45,63.93457499144944,135.93846427390838,null
848,67,19,42,-49.39539269619024,174.4594611145033,null
849,36,17,27,-51.564116621233865,62.40331985198415,null
850,86,18,72,70.25897557459928,33.390125922798745,null
851,84,15,45,39.88853639206286,-157.27345333601667,null
852,77,12,18,79.89422703790595,-97.41529888401108,null
853,74,13,25,51.58237391763805,29.64246628213573,null
854,76,13,25,-70.74268576583555,-67.08096889557669,null
855,24,19,43,-8.307304991180771,72.70268426460433,null
856,40,10,46,-43.023091720036064,22.409783678485383,null
857,11,15,96,67.00926987202266,146.6451441525445,null
858,24,14,87,-69.63278571420706,142.67660479918476,null
859,12,13,40,-51.564573100312565,99.58054365215258,null
860,85,11,47,85.69124521142376,99.50153001408324,null
861,19,11,61,-48.286716608709135,63.44204453824477,null
862,24,13,69,-89.85051155684955,45.52483074606653,null
863,87,11,87,-74.29589245928175,39.45723780922796,null
864,70,10,70,53.78762383947236,-64.35675478554701,null
865,28,12,85,11.74410720571585,116.35494746823144,null
866,67,14,99,7.681550775714172,-138.57978873077164,null
867,10,19,59,-3.1666104182620813,64.50930821905735,null
868,92,10,36,75.97844289826037,68.30307651027903,null
869,38,14,58,-31.39700764458786,-176.62671278588954,null
870,75,12,88,-53.6702714179264,-156.713631105255,null
871,73,17,67,-46.269486240759335,113.75781897407899,null
872,14,12,99,-34.26380397796542,-117.35895042882646,null
873,95,15,95,3.9360482058468023,45.43894196677425,null
874,27,19,24,8.104045843680268,117.1512814003541,null
875,37,17,80,79.5238841879306,-145.8196895803682,null
876,34,16,51,-52.982499216618415,-38.89213718713893,null
877,34,16,94,8.460761209366822,-153.42206547622314,null
878,59,19,18,24.610432532953283,10.272132292569239,null
879,67,14,53,-67.38509496723157,54.50364207588919,null
880,45,10,83,-20.00468093943755,-7.87793631688308,null
881,39,16,83,9.12920860829901,13.800015431588434,null
882,98,10,28,-8.751086182338327,37.96315123928795,null
883,29,19,16,-78.87403225173847,-159.55510061324784,null
884,76,14,24,-13.831810334558654,24.19718203784214,null
885,73,15,34,60.76159002927932,97.09472736120551,null
886,71,17,35,7.254314247531539,145.8005963588726,null
887,61,10,75,3.8225001391626847,-67.16235437668482,null
888,16,11,78,47.405323105494546,-35.50338337171203,null
889,51,12,82,-29.519790975877036,39.70292889004938,null
890,34,15,34,56.145062147720154,-51.285797824618186,null
891,43,11,86,-74.79676423605929,99.03599691893874,null
892,17,17,49,-50.43352768584842,-173.19482550873303,null
893,88,18,80,74.31155371683423,34.061718719014294,null
894,85,13,72,59.8228018672597,82.75516253118695,null
895,49,19,13,16.299926673041384,151.76386220232826,null
896,53,13,49,-89.34545048778904,41.0631121833452,null
897,26,10,37,-87.58747631542245,4.7519101384236535,null
898,98,16,79,-47.58919248773635,-39.171861113944885,null
899,57,13,20,-51.436118325337425,-120.63918281319359,null
900,11,15,82,-22.728803944765872,-136.1027833132817,null
901,89,19,14,-46.193143014395744,156.34035111491664,null
902,20,14,34,-49.873215740599335,166.28132264250758,null
903,15,19,100,-6.210124850532708,85.18570585726263,null
904,29,20,16,-61.60296590211152,66.48748459257183,null
905,94,10,81,-2.1059841591453363,-145.52823379561067,null
906,20,13,11,87.49894299052175,-146.31737579359728,null
907,68,16,37,35.610159551369506,148.81814689819606,null
908,57,18,61,0.34631612986370897,11.665826544086627,null
909,77,13,17,-78.27788511029442,9.068095101571146,null
910,62,13,97,-3.394540829277531,-5.817510390214778,null
911,55,17,57,88.53337988481874,138.37757254635312,null
912,78,17,27,56.367917866753174,-81.31429316954082,null
913,52,15,13,85.91058555663324,94.05346210069018,null
914,61,12,95,14.05498280770118,53.9759561992949,null
915,67,16,94,89.30048971307815,-19.994201375292334,null
916,18,14,63,27.083047552722505,138.66514592782124,null
917,35,12,45,36.60693833840112,35.64655634329557,null
918,53,10,82,42.607525899292085,174.9101099161009,null
919,20,17,16,5.967708354572096,149.3774555817552,null
920,23,15,96,40.284389920889964,128.34932416166617,null
921,66,17,18,82.52521013587753,100.9251668950476,null
922,53,13,64,22.083459708139642,90.57434938954185,null
923,52,13,85,79.73058701226262,27.77849787682078,null
924,99,16,68,29.628863055317012,36.35938854118021,null
925,29,11,81,17.80288593719804,-51.371069060409354,null
926,52,15,75,-50.68898830263678,-76.36073160966853,null
927,78,10,13,-77.0525906962082,56.46315397590621,null
928,79,13,42,44.44942080450582,125.98466819643721,null
929,69,10,39,-76.40745269367116,-119.76209229476557,null
930,13,16,79,-55.457692305152705,179.53393069668732,null
931,82,17,21,62.45728074501503,-176.30140937948613,null
932,36,12,31,60.034690643171416,-73.04605614921161,null
933,77,20,86,17.24240642085006,120.01540738544543,null
934,53,15,11,-64.9590663022099,-108.71567724810266,null
935,28,12,48,18.960086728604495,17.99868928370475,null
936,66,18,87,38.023141190407415,174.5734077596466,null
937,52,12,90,-60.13783766153562,144.29376825763626,null
938,93,16,11,7.31259333332072,-109.1039385611293,null
939,29,17,10,-37.24430215836602,-143.3423827892362,null
940,18,17,66,3.989251081136075,46.32922966162215,null
941,59,17,81,-29.31900805477094,32.38525275037347,null
942,67,20,31,23.606852804264065,-152.27107601871623,null
943,95,16,44,77.54076438995844,-115.30589173566058,null
944,87,19,33,-4.166395052015673,-2.465976480939304,null
945,34,19,27,-73.24001538699403,57.74938151191276,null
946,37,18,16,28.80874199030046,-46.84017570868761,null
947,82,12,12,-53.59665053800143,-159.02483370467218,null
948,10,12,31,-30.2293895914451,70.69065279533476,null
949,72,16,50,46.33005092784441,-61.153665284946754,null
950,57,13,88,7.777992377280739,50.58822592972453,null
951,80,18,33,28.059111848453085,-87.53503663251482,null
952,48,15,80,50.12108371890642,-130.30950619596422,null
953,14,19,61,-16.5828950902215,33.622289127928155,null
954,75,15,89,-18.98732655637589,78.03030025799791,null
955,37,12,69,73.80549207323679,-125.76492480923568,null
956,68,20,33,-57.98912955384223,-103.54641962514445,null
957,50,12,73,-76.88394002475144,44.102270126913226,null
958,12,13,69,13.125169045847258,-98.28583379476099,null
959,65,20,93,49.94865990535527,102.08198381954975,null
960,59,18,51,-20.824680743011967,24.660331250065497,null
961,33,18,41,-66.16419476589411,111.76794661378563,null
962,70,19,39,-85.68618912829642,-50.45814037037351,null
963,72,17,69,-46.53342107102742,108.61209548489092,null
964,77,19,92,-19.72630799209358,-95.71526785671024,null
965,72,15,38,32.44506797161054,4.530903289408059,null
966,16,18,57,-43.51389415574884,-171.25605912071458,null
967,82,19,97,25.047228797717338,-132.676784701476,null
968,52,15,34,-64.54382754317996,-6.487049486030372,null
969,12,19,100,-5.880316870761547,53.3871191089313,null
970,85,16,38,-54.04064757794256,110.92699485781606,null
971,85,10,54,-40.707760941094406,33.27552144968624,null
972,69,15,55,50.10042710424074,48.00341861361957,null
973,76,10,97,10.950762873362947,59.49829768706641,null
974,75,10,37,18.74626255944709,113.43272959782689,null
975,17,12,20,-44.758131443101334,148.10092258830275,null
976,92,20,90,46.51432872625065,-139.08240545098127,null
977,53,11,27,-64.99560564331506,-146.62216627490443,null
978,66,19,20,16.568420300608466,-63.65460794271108,null
979,76,13,30,66.37560198878992,-50.27276409699263,null
980,35,16,21,10.5941977993526,128.70551011039322,null
981,91,15,20,-39.25844907619418,-100.46337952457564,null
982,87,19,36,-28.597980673619688,117.47510283886788,null
983,99,12,41,45.920828464467434,-113.02892474700658,null
984,93,16,61,-40.2643521532414,-107.721811068138,null
985,10,11,71,64.19074919740336,-151.32085384421208,null
986,11,13,34,56.199947274719506,-20.076524444139466,null
987,93,13,30,-53.50737711629888,-115.6021027511568,null
988,100,13,13,41.855311259736936,-145.63143412048294,null
989,48,15,80,-83.82356985002075,65.90665100471301,null
990,57,17,44,-70.36807825622341,-103.5599670266567,null
991,20,11,82,-56.32187935136205,-153.6338818487089,null
992,22,19,37,74.88015927991785,-103.41333880117206,null
993,83,18,58,-6.150369359786637,111.06834562728699,null
994,87,15,68,-40.01991232444192,47.004406787523294,null
995,91,13,11,87.74139556046734,73.58646626745659,null
996,39,16,10,18.772420744590804,9.681298007307674,null
997,27,17,11,-2.9538845744534115,40.90710666440279,null
998,93,17,80,70.75761284365171,25.275883797824008,null
999,38,15,18,-31.409424519921068,-174.95757027471103,null
1000,20,17,40,11.163377654453896,57.55842222219138,null
1001,70,20,83,2.478521951565014,91.86944353275447,null
1002,35,16,72,74.51770095079726,108.38269188683756,null
1003,21,17,14,36.53140011334936,45.10183030518263,null
1004,93,17,94,10.048550403877911,-169.7639998863452,null
1005,28,19,99,59.307422939957945,-134.56539056149953,null
1006,58,10,43,-67.15324490860216,-151.50357259115168,null
1007,21,14,10,23.784853928153666,-30.68314470786831,null
1008,51,14,11,-89.28283078983186,-177.66195492323706,null
1009,10,12,20,27.792271842248653,153.53172026009048,null
1010,39,20,98,43.97328730359925,1.4994136609867041,null
1011,94,13,22,-86.59674388579722,-74.85105813051851,null
1012,22,13,88,2.8368064939229924,-138.76068887819298,null
1013,82,13,95,88.06325265363333,-167.6599112237079,null
1014,32,20,31,-11.16467344288725,-148.0039599243715,null
1015,60,14,37,77.62139489957471,71.45989504455486,null
1016,94,10,18,47.1934629307147,84.55866072275649,null
1017,34,10,62,56.600933261697605,43.00693930317314,null
1018,20,13,86,-14.549461128244417,-144.09648576715725,null
1019,92,12,71,-81.72343837815419,86.85162916763818,null
1020,36,13,26,-29.298585471134245,45.05653935846183,null
1021,87,11,65,7.296626754461769,-26.48921698771946,null
1022,87,11,38,-23.52999534894036,-60.21238509424131,null
1023,31,14,96,49.13587968694361,-67.67989960327772,null
1024,30,16,97,-48.11467310262243,12.361933865862085,null
1025,95,12,47,-59.54581078109017,-130.29381477520036,null
1026,93,16,25,-8.699447534989858,42.44888840159902,null
1027,48,13,82,71.00914533473357,85.19835688732786,null
1028,11,11,27,8.086338221287008,68.40443700181925,null
1029,12,13,19,-15.978237906724303,75.71325215105156,null
